,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Feature Intersection,Feature Union,Feature Mean,Feature Std,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,Participant
0,121,langfroi12345,0.34671490462310744,0.5405964666150129,0.3543713974112742,0.552534438974308,0.6413562167619962,5,93,27.2,28.895674416770408,442.0,100.0,6.758553058109736,0.4423793006094207,-0.0437291268951709,45,p3
1,684,langfroi12345,0.46063386013115803,0.6554445585751643,0.4627269059827616,0.6584227927716066,0.7027808135786576,6,33,12.6,6.974238309665077,460.0,100.0,11.600527837938364,0.3268521922016944,0.3237716059960174,STSvp,p3
2,744,langfroi12345,0.28113730517223523,0.40937034450006493,0.29022070843180287,0.42259689200262474,0.6867554256172814,5,30,12.8,5.3814496188294845,640.0,1000.0,5.320196292013276,0.5024865491753046,-0.0900265940150254,IFSp,p3
3,1669,langfroi12345,0.29089954361632075,0.4746660165550037,0.29307707159775204,0.47821912812071415,0.6128510014843493,3,108,34.2,25.771301868551383,280.0,100.0,11.502779464872972,0.2888934884853563,0.2637318841649302,PGi,p3
4,1749,langfroi12345,0.24169375730543247,0.3803917641225942,0.2431500668359535,0.38268378919431906,0.6353811520155269,3,64,17.4,21.932624102008408,820.0,1000.0,5.562705912411216,0.3416071180502034,0.2663448788158382,A5,p3
5,1913,langfroi12345,0.4098288490245956,0.5781455737483248,0.41574532081243826,0.5864919407366155,0.7088679177590662,8,111,36.4,26.911707489492375,460.0,100.0,10.313544031253324,0.2840460592870379,0.4784990703341819,PFm,p3
6,2280,langfroi12345,0.15231721799095657,0.24789175107264028,0.15440590551979536,0.25129102802764725,0.6144505306524811,2,14,6.0,3.1622776601683795,622.0,1000.0,8.29965266981479,0.4014113673990255,0.0314972395385096,STV,p3
7,2308,langfroi12345,0.3565052045589382,0.5326259598598804,0.3602735281590863,0.5382559112572932,0.6693350144869491,7,19,11.6,1.8547236990991407,1000.0,1000.0,5.9404534292898346,0.3046310577956384,0.3258295353580491,PHT,p3
8,2664,langfroi12345,0.24909830565822283,0.4240918349305222,0.250588706692871,0.42662925447617545,0.5873687846384308,3,31,10.6,7.391887445030531,820.0,1000.0,5.299825910571064,0.4725384922640183,-0.0390638400142204,IFSp,p3
9,3081,langfroi12345,0.2557216661346532,0.42064222253730305,0.2610914514834941,0.42947510118159954,0.6079315209779624,3,34,13.0,8.0,640.0,1000.0,8.143312694821518,0.1883639040320411,0.3078361726762594,45,p3
10,3082,langfroi12345,0.2831542618548889,0.4065976557383779,0.2866299021616131,0.41158852958801156,0.6963991500164534,4,11,6.6,0.7999999999999999,820.0,1000.0,10.15514379722432,0.2195203384814866,0.2818048903625619,45,p3
11,3084,langfroi12345,0.2510596648796029,0.35091406560797217,0.2528933854684775,0.3534771151019624,0.7154448609651265,3,30,10.4,8.16333265278342,820.0,1000.0,10.569229569673135,0.1556265749094895,0.3292002620979598,45,p3
12,3086,langfroi12345,0.26040998704698304,0.3962949744299009,0.2672718675444754,0.4067374647012289,0.6571115049379612,4,33,11.0,9.838699100999074,442.0,100.0,5.810720686053402,0.3741040612849629,-0.2723027834632484,47l,p3
13,3087,langfroi12345,0.18600834684750736,0.2659806097598839,0.19104359877834237,0.2731807134195121,0.6993304775691275,4,62,16.4,20.460694025374604,460.0,100.0,6.394684178212704,0.3324673930363436,-0.2969113941013686,47l,p3
14,3742,langfroi12345,0.3291795406821784,0.4402614662226259,0.3340294818633463,0.44674802432125343,0.7476910107679581,4,47,14.0,15.504837954651444,820.0,1000.0,7.78291851182179,0.1392117764772231,0.2865952812863638,PGi,p3
15,4456,langfroi12345,0.1815720118460989,0.2992291260950626,0.18295344227954694,0.30150571166108114,0.6067992585334591,3,44,15.6,9.748846085563153,100.0,100.0,6.154997123833931,0.3865618166674063,-0.1922405409579358,8C,p3
16,4936,langfroi12345,0.18779759698205514,0.32936161831056116,0.1917829827183919,0.3363512343482846,0.5701866475679547,2,12,6.4,3.006659275674582,1000.0,1000.0,5.741484390011308,0.0639855524602931,0.0400310098017963,45,p3
