neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,visfAtlas_name,corr_SentPC1,corr_SentPC2
126038,5,129,STSdp,-1.019176363045878,0,0.5661464362147585,49.0203069692676,,0.5563811710606248,-0.1089559814365226
126039,5,129,STSdp,-1.4709047658368766,0,0.5370130691007401,46.38498364063488,,0.5510233296691909,-0.0933115958881627
126036,5,129,STSdp,-0.7826433691931043,0,0.5432555882118978,46.96029172991793,,0.5417210379974232,-0.0873892642074635
61501,5,129,STSdp,-1.657324440551307,0,0.5708456417285077,49.43350967794494,,0.5412304219801245,-0.1370695232206118
27685,5,129,STSdp,-0.3892703313758063,0,0.5183269411577478,44.62866039361914,,0.5388010790878872,-0.0431539270886995
60751,2,79,IFJa,-0.7591856289914181,0,0.4471559318151729,37.49395574648503,,0.5331903042160402,-0.1281735002878526
124989,2,79,IFJa,-0.5369144430004343,0,0.4867646361668142,41.5484778421762,,0.5330613784781231,-0.0968663642478737
27236,2,79,IFJa,-0.2623407614075635,0,0.5067320879708094,43.51342732263595,,0.5322377088670026,-0.0792463078874388
126037,5,129,STSdp,-0.5054934069206392,0,0.525867667489016,45.34355544130144,,0.5278632404933239,-0.055953521432564
60752,2,79,IFJa,0.1778787112755941,0,0.4928182928672782,42.15003812377309,,0.5245347109179288,-0.0588033100906892
60750,2,79,IFJa,-0.2391169395904733,0,0.5151173143702105,44.32187656271476,,0.5236165358049908,-0.0675928509888521
124990,2,74,44,-0.2646607860280118,0,0.5245902864209616,45.22303526880286,,0.5209328629230945,-0.0841254075184503
141164,2,79,IFJa,0.115605406886553,0,0.5169853035046043,44.50060404022879,,0.5185682132006297,-0.038332168639556
27234,2,79,IFJa,-0.3457928713019169,0,0.4941767853092823,42.284342508872,,0.5176550203352291,-0.0830272375322713
1233,5,129,STSdp,-0.8690393902585913,0,0.4980543253911785,42.66628163196821,,0.5159537209731221,-0.0256000405688898
135413,5,129,STSdp,-1.3279984723084544,0,0.4936332056929599,42.230633259072114,,0.5155209891985152,-0.0630946433171299
141166,2,79,IFJa,0.705971941063321,0,0.5041311903827866,43.26063339653757,,0.5088164162783351,-0.0282054232375609
4890,2,79,IFJa,0.9520168522619876,0,0.470901673776814,39.94878204347921,,0.5080739716564096,-0.0378554251056708
124988,2,79,IFJa,-0.820530402659596,0,0.4101500547850005,33.54020947209819,,0.5059537786842917,-0.1393608561868696
33336,2,79,IFJa,-0.2491006062652656,0,0.5327148633847935,45.98551891137809,,0.5058808894458159,-0.038480290285316
