,neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,corr_SentPC1,corr_SentPC2
685,685,4,129,STSdp,5.692113754632012,4,0.4495238407936343,37.741836013969696,0.1382825336851855,0.4987156275346276
2316,2316,5,129,STSdp,7.977233880452915,5,0.5323343293230665,45.95002203088576,0.3399099505958625,-0.0543579945885962
5146,5146,5,129,STSdp,6.7970433750207135,5,0.4139575134267262,33.9533994595323,0.1832087426257498,-0.047381871079445
5498,5498,4,125,A5,5.787014117507412,4,0.4400662920338267,36.747893880511086,0.0970208581958664,0.4334393135130103
6816,6816,5,139,TPOJ1,7.008822599902304,5,0.4590029843466204,38.72741318355247,0.2491237865017398,-0.4063746009789358
9919,9919,4,129,STSdp,5.171969531243122,4,0.5081745400280256,43.65321314035023,0.1027073810665729,0.4230011835354056
9952,9952,4,123,STGa,7.4296456668433635,4,0.4491958823878359,37.707543757828304,0.1774857336808427,0.3270205521419986
12819,12819,5,129,STSdp,7.451831822085042,5,0.418613796135749,34.45685345585655,0.3281819952057223,0.1968247681621285
12825,12825,5,129,STSdp,5.96861739431429,5,0.4688360818337783,39.73804664803413,0.3578834264768843,-0.0972722546289065
15199,15199,5,139,TPOJ1,5.65550357199718,5,0.5213558592311326,44.91680717774227,0.2201913098896285,-0.4424930462560033
15200,15200,5,139,TPOJ1,6.220567563688928,5,0.5708307706619284,49.43220728147696,0.1629359926083664,-0.3855694318869687
16769,16769,2,79,IFJa,2.47057524903316,2,0.4708025559156824,39.938682438847486,0.4616832256174075,0.0192807642091171
17658,17658,3,12,55b,5.709486048612743,3,0.4137733433523263,33.933444006082254,0.4008558159174281,0.1235477450972047
20612,20612,4,125,A5,9.253009295251188,4,0.4249515383668829,35.13870130951696,0.0991688917882433,0.36709728222682
20879,20879,5,28,STV,5.6038976786844925,5,0.4120869556304036,33.7505712200621,0.2171340588096924,-0.1420245923268301
21197,21197,5,129,STSdp,7.993682121929899,5,0.4890264703505471,41.7738254524576,0.2927116292249435,0.0549350348543059
21198,21198,5,129,STSdp,7.226435304365847,5,0.4242338840684295,35.06169511476074,0.3115162662851606,0.0572826407332102
21199,21199,5,129,STSdp,7.464239571951346,5,0.5274238015681441,45.49005420594425,0.3422385075545823,0.0330234141565225
21200,21200,5,129,STSdp,6.687102218790218,5,0.4881236354572601,41.68395908987471,0.4254329483006647,-0.0491237737688734
21201,21201,5,129,STSdp,5.869560459795116,5,0.5564449185071654,48.15678827629865,0.4826470711442462,-0.1765736736869727
21216,21216,5,129,STSdp,5.108493673339765,5,0.4061422892691541,33.103865203780785,0.4489659887309862,0.1092629478299575
22232,22232,4,129,STSdp,5.991364432523765,4,0.4309943484119841,35.784993160140964,0.1511449181205583,0.3831420869239844
25046,25046,2,81,IFSp,2.49618342947162,2,0.4301650091528133,35.69652071922439,0.3685641461544207,0.0925663214234809
25176,25176,5,139,TPOJ1,6.634197456384314,5,0.4297464538329899,35.651842233100126,0.003277235566856,-0.102798226283703
25177,25177,5,139,TPOJ1,6.041915458944746,5,0.4488960978256307,37.67618630237602,0.0115335053755073,-0.1511973188069909
27272,27272,2,81,IFSp,2.567544753497877,2,0.4065678339295185,33.15026358129125,0.199516235154207,-0.3450600195890955
27654,27654,5,140,TPOJ2,6.82462502197146,5,0.4211803233850958,34.73345707597907,0.1664063518654205,0.4077582744172895
27695,27695,5,129,STSdp,7.286946381868636,5,0.4643717253961619,39.28071810091296,0.3211649680091157,0.0085192075459613
27696,27696,5,129,STSdp,7.420008875175052,5,0.4654877290627462,39.39527922562191,0.2437370658574237,-0.0314497088381146
29342,29342,5,28,STV,6.311461808083412,5,0.4218255417012443,34.80289192252063,0.1110885210827174,-0.1132296658103828
34463,34463,3,12,55b,3.049891688972189,3,0.4399879887304238,36.73962174626402,0.4914214414584728,0.0417765686419311
38446,38446,5,28,STV,6.101358559355694,5,0.4588044587004027,38.70688420394842,0.1727409216463742,-0.1408840840884943
39993,39993,4,129,STSdp,5.126654422229701,4,0.5503338904109998,47.605634414086126,0.0789931606679564,0.4042070243501374
40095,40095,4,128,STSda,8.065881277787769,4,0.4411653007031934,36.86392247174805,0.2377220237743078,0.3619200735876133
43537,43537,5,129,STSdp,6.354071513292161,5,0.4456917655811378,37.34035299906544,0.3521802446223471,0.1463749559815815
43538,43538,5,129,STSdp,5.896577950407889,5,0.4170852229645606,34.291807766578145,0.3700571576595021,0.1495053639584378
43539,43539,5,129,STSdp,6.354071513292161,5,0.4456917655811378,37.34035299906544,0.3521802446223471,0.1463749559815815
44294,44294,4,129,STSdp,5.715986071628303,4,0.4556622317960242,38.38130935099851,0.1440344290374565,0.4899002794301138
44295,44295,4,129,STSdp,5.692113754632012,4,0.4495238407936343,37.741836013969696,0.1382825336851855,0.4987156275346276
45919,45919,5,139,TPOJ1,6.220567563688928,5,0.5708307706619284,49.43220728147696,0.1629359926083664,-0.3855694318869687
45920,45920,5,139,TPOJ1,5.597517347986402,5,0.5066270599670918,43.50323768962271,0.0998707964178497,-0.3033435455395042
45921,45921,5,139,TPOJ1,6.349668223860762,5,0.5395963578106141,46.62375752206152,0.124341393202557,-0.2728213094879538
51598,51598,5,28,STV,5.6038976786844925,5,0.4120869556304036,33.7505712200621,0.2171340588096924,-0.1420245923268301
51599,51599,5,25,PSL,5.6038976786844925,5,0.4120869556304036,33.7505712200621,0.2171340588096924,-0.1420245923268301
51917,51917,5,129,STSdp,8.831011151455884,5,0.5650185814183535,48.92064188038131,0.2983368925713117,0.0168819377279291
51918,51918,5,129,STSdp,8.19544621910812,5,0.56376122912697,48.809308886145175,0.3228436978226647,0.0282451009035191
51919,51919,5,129,STSdp,7.728664684697615,5,0.5577925026109443,48.27757678965256,0.3881089719755093,-0.0769138862790142
51920,51920,5,129,STSdp,7.336586134658571,5,0.5492540914681758,47.50766859243243,0.4125785515342645,-0.0826190744066775
51921,51921,5,129,STSdp,6.037202069174262,5,0.5484589995890703,47.4354221512436,0.4486406588451725,-0.156234310253665
57104,57104,2,81,IFSp,2.703523887608576,2,0.4210238417212533,34.716611130343914,0.4372130284831504,-0.0085268198795445
57319,57319,5,139,TPOJ1,7.017880883179213,5,0.4424623147790014,37.00067919562903,0.0266047407182969,-0.2374784141734042
57320,57320,5,139,TPOJ1,5.728876480729249,5,0.5322659088861246,45.94363739701639,0.0044479159981022,-0.2385437103025681
57321,57321,5,139,TPOJ1,6.275033494299738,5,0.4772694511512117,40.59494355338861,0.019701063686061,-0.2042019559941603
