neuroid,participant,dataset,NC Normalized R,R,R Fischer,NC Normalized R Fischer,feature_indices,Unnamed: 0,neuroid_id,betas_mean,r2,parc_lang_SN220,parc_lang,parc_speech_NQ17,parc_glasser,parc_name_glasser,r2_langloc,tstat_langloc_SN,tstat_langloc_run1_SN,tstat_langloc_run2_SN,betas_langloc_S,betas_langloc_N,betas_langloc_S_run1,betas_langloc_N_run1,betas_langloc_S_run2,betas_langloc_N_run2,tstat_langloc_NS,tstat_langloc_run1_NS,tstat_langloc_run2_NS,tstat_langloc_N0,tstat_langloc_run1_N0,tstat_langloc_run2_N0,r2_speechloc,tstat_speechloc_SN,tstat_speechloc_NQ,tstat_speechloc_run1_SN,tstat_speechloc_run2_SN,tstat_speechloc_run1_NQ,tstat_speechloc_run2_NQ,betas_speechloc_S,betas_speechloc_N,betas_speechloc_Q,betas_speechloc_S_run1,betas_speechloc_N_run1,betas_speechloc_Q_run1,betas_speechloc_S_run2,betas_speechloc_N_run2,betas_speechloc_Q_run2,tstat_speechloc_NS,tstat_speechloc_run1_NS,tstat_speechloc_run2_NS,tstat_speechloc_N0,tstat_speechloc_run1_N0,tstat_speechloc_run2_N0,top10_tstat_langloc_SN_parc_lang,top10_tstat_langloc_SN_parc_lang_int,top10_tstat_langloc_SN_parc_lang_froi,top10_tstat_langloc_SN_parc_lang_netw,top10_tstat_langloc_SN_parc_lang_SN220,top10_tstat_langloc_SN_parc_lang_SN220_int,top10_tstat_langloc_SN_parc_lang_SN220_froi,top10_tstat_langloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_SN_parc_lang,top10_tstat_speechloc_SN_parc_lang_int,top10_tstat_speechloc_SN_parc_lang_froi,top10_tstat_speechloc_SN_parc_lang_netw,top10_tstat_speechloc_SN_parc_lang_SN220,top10_tstat_speechloc_SN_parc_lang_SN220_int,top10_tstat_speechloc_SN_parc_lang_SN220_froi,top10_tstat_speechloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_NQ_parc_speech_NQ17,top10_tstat_speechloc_NQ_parc_speech_NQ17_int,top10_tstat_speechloc_NQ_parc_speech_NQ17_froi,top10_tstat_speechloc_NQ_parc_speech_NQ17_netw,ncsnr,nc,corr_SentPC1,corr_SentPC2,corr_freq,corr_conc,2PC_model_coef_0_avg,2PC_model_coef_1_avg,quadrant16,R2_test_PC2_avg
262,p6,langfroi12345all,0.4213620603672955,0.2253506369992455,0.2282999307665792,0.4268766686904852,[    10    -44    -71     82    -94    389  -1469  22270 -32768],262,262,3.159218308081229,37.784297943115234,2,3,0,79,IFJa,60.43500518798828,3.8442813351691822,1.9009773569278063,3.724428383254268,4.640905126929283,3.451147586107254,4.603274613618851,3.6467576026916495,4.678535640239716,3.2555375695228577,-3.8442813351691822,-1.9009773569278063,-3.724428383254268,14.710807522330292,9.934399538447137,10.84038223237985,58.395050048828125,0.7754585997692884,2.0617470341052595,0.9868636350151032,0.4781302457501029,1.746705560988135,2.4070251541405545,5.938516914844513,5.243410050868988,3.606114953756333,7.349331021308899,6.316923022270203,4.744760453701019,4.527702808380127,4.169897079467773,2.467469453811645,-0.7754585997692884,-0.9868636350151032,-0.4781302457501029,8.679402269318418,8.704893057557472,6.526095903526697,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.365427963436877,28.602679657153075,0.4227919209980523,0.092634894753539,-0.2895259836044166,-0.0554724702068942,0.325054926305979,0.0124271326676598,0.0,6.050754308119855
263,p6,langfroi12345all,0.2522074616576705,0.1390932840897723,0.143878862357667,0.2608847932442253,[-32768],263,263,0.1107291624912371,2.5211567878723145,2,2,0,79,IFJa,25.10129165649414,10.810285882017196,9.769900522977666,7.239297751496506,2.4104711152613163,-0.1055019542109221,2.8524761646986008,-0.0381773193366825,1.968466065824032,-0.1728265890851616,-10.810285882017196,-9.769900522977666,-7.239297751496506,-0.8883841804664144,-0.1997195839407989,-1.1494369958938593,13.971562385559082,3.911292476536297,0.3523625860111807,3.182736202049112,2.1833760955576538,-0.6755727423041341,2.1046367554100693,1.720908373594284,0.1747914049774408,0.0008613327518105,1.8749766051769257,-0.1482314802706241,0.4352248590439558,1.5668401420116425,0.4978142902255058,-0.4335021935403347,-3.911292476536297,-3.182736202049112,-2.1833760955576538,0.7607313537756757,-1.7798388416212303,1.207841367506571,1,2,lang_LH_IFG,lang,1,2,lang_LH_IFG,lang,1,2,lang_LH_IFG,lang,1,2,lang_LH_IFG,lang,0,0,,,0.3817083628368055,30.41560504191798,0.3417996807712828,0.2761606599084459,-0.1538898451114046,-0.0590248650373135,0.1906132507475949,0.1310394333537439,1.0,3.2189762639742847
287,p6,langfroi12345all,0.4855208065331498,0.2784972595157441,0.2818043304052164,0.4912862195512557,"[    -9    -16    -32     40    -44     49     64     90     94   -107
   -110   -119    126    136    376    389    487   -669    884  -1128
   2370  23386 -32768]",287,287,0.5085611829829092,9.857303619384766,5,5,0,150,PGi,33.061485290527344,9.063295425772807,8.26021261107105,6.080130236006769,1.3070426173508167,-0.2406480116769671,1.606405787169933,-0.4109460576437413,1.0076794475317,-0.0703499657101929,-9.063295425772807,-8.26021261107105,-6.080130236006769,-2.633865755711201,-3.1204967463798896,-0.6983618915736881,15.191902160644531,3.869666050660556,0.0502388636337378,3.531868849022204,1.9319178991614367,-1.5548724881599147,2.539600912197857,1.6332288309931755,0.4636297225952148,0.4420100823044777,1.8731654286384585,0.2065288051962852,1.1335051730275154,1.3932922333478928,0.7207306399941444,-0.24948500841856,-3.869666050660556,-3.531868849022204,-1.9319178991614367,1.937464243954986,0.525838021424591,2.7457786894982963,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.4042952248958369,32.90229258926722,0.042834215442203,0.1875787621725426,0.0435314805221793,0.025475096790688,-0.0141843195982258,0.0565884136906642,4.0,-3.4049665476511963
363,p6,langfroi12345all,0.2572584583198362,0.1525355977095427,0.1533575433776602,0.2586447083400133,"[    -7     -8     10    -16    -21    -32    -35    -38     44    -46
    -52     60     69     71    -72     78    -79     86     87     90
   -101   -110   -114    119   -129    131   -149    196   -221   -229
    253   -259   -311    363   -368    389   -401    424    449   -453
    494   -578    585   -607    626   -777    884    885   1016   1035
   1142   1169   1378  -1385   1469   1470   1491  -1535  -1596  -1677
   1724   1749   1802   1818  -1820  -1913   1978   1996  -2407  -2623
   2892  -3639  -3897  -3989  -4214  -4241  -4785  -5001   5306  -5388
   5397  -5440   5489  -5948  -6328   6539   7037   8071   8189  11116
 -16642 -23418  24207  28073 -32381  32768]",363,363,1.403055304000154,20.57457160949707,3,3,0,12,55b,48.75514602661133,4.971117777270552,3.271924733392248,3.625689154115424,4.8793846517801285,3.461784422397613,4.998219013214111,3.570731222629547,4.760550290346146,3.35283762216568,-4.971117777270552,-3.271924733392248,-3.625689154115424,17.781817512204395,11.608035031287743,13.210240227728342,40.852195739746094,1.813518832146612,4.87763615315082,1.5036043011004103,0.9029242045228104,2.902300611602377,3.642782855095727,4.228448390960693,3.247155085206032,0.9235466010868548,4.627469062805176,3.2543243765831,1.2014549672603607,3.829427719116211,3.239985793828964,0.6456382349133492,-1.813518832146612,-1.5036043011004103,-0.9029242045228104,9.28486508149112,5.94570007274207,6.222068042698973,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0.4251155636790454,35.156294264976175,0.4139343311959447,0.3176392478895695,-0.2268161372527651,-0.1996486835935179,0.2898609130403534,0.220028221113261,1.0,7.825145853622108
1150,p6,langfroi12345all,0.4869665114475745,0.3084900423001832,0.3134409166907734,0.494781707077957,"[     1     -8     -9     15     32    -35     39    -44    -46     60
    -79     87    -94   -107   -110   -119   -126   -129    212    251
   -365   -368   -376    383   -396   -423   -424    494    507    585
   -607    665    750   1188   1239   1290   1378  -1460   1469  -1745
   1792   1819   1820   1824   1907   1996  -3639   3643   3745  -4241
  -4859   5489   8071 -15615  28073 -32381 -32768]",1150,1150,3.321561333121111,40.144832611083984,2,2,0,74,44,36.6794548034668,7.63020454663181,6.557847433510051,4.865773190599014,5.113967716693878,1.5119505263864994,5.606734991073608,1.9187380708754065,4.621200442314148,1.1051629818975923,-7.63020454663181,-6.557847433510051,-4.865773190599014,4.954748780667702,4.527026083077305,2.663579500697657,33.25876998901367,1.3005737774984394,1.29550824175568,3.14202177959116,-0.7268588158503607,-0.0944922393241044,2.042334471142992,4.861305773258209,3.4581206291913986,1.7830284759402275,6.497255206108093,2.7098628282547,2.889760218560696,3.225356340408325,4.2063784301280975,0.6762967333197594,-1.3005737774984394,-3.14202177959116,0.7268588158503607,5.060105547197213,10.735300373898111,3.1864885286867874,1,2,lang_LH_IFG,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.4726958699128059,40.13138131125324,0.4441552463310279,0.4133484496218952,-0.209036431930803,-0.1682548404851154,0.5931537231792458,0.5176585822282211,1.0,10.081920328815992
1158,p6,langfroi12345all,0.70186592769952,0.2491990025758507,0.251218126646802,0.7075527658270817,"[    -8     32    -38    -40    -44    -46     52     60    -69    -79
     82     88    -94   -110   -129    131    136    199    204    210
    229    366   -368   -388   -440    467    488    494   -669   -869
   -955  -1024   1169  -1273   1345   1378  -1385  -1469   1846  -5948
  10042 -32768]",1158,1158,0.5627432199132939,5.403448581695557,1,1,0,75,45,31.255590438842773,5.85293799349177,3.2668477510170413,5.637330570018468,2.1588123589754105,0.663774389307946,2.272180944681168,0.8649512212723494,2.0454437732696533,0.4625975573435426,-5.85293799349177,-3.2668477510170413,-5.637330570018468,3.230970147369617,2.418187739791162,2.274073218996322,25.866138458251957,0.5799144860041473,3.800832751957632,1.4641709003494807,-0.9442316214595228,2.1400624567593094,3.0926026398749364,1.882727727293968,1.703570082783699,0.3736831769347191,2.279235363006592,1.5981854796409607,0.680395670235157,1.4862200915813446,1.8089546859264372,0.0669706836342811,-0.5799144860041473,-1.4641709003494807,0.9442316214595228,7.618007162204454,3.8077235908612415,8.106205892186146,1,1,lang_LH_IFGorb,lang,1,1,lang_LH_IFGorb,lang,0,0,,,0,0,,,0,0,,,0.2192760538385248,12.606202510629275,0.4330279143511184,0.1923850183736365,-0.3407972281051192,-0.1935546553429103,0.2056156940142638,0.0782740505937824,0.0,9.435321415095196
1229,p6,langfroi12345all,0.5813800220488096,0.3241348446080077,0.3275699483186283,0.5875413487442956,"[   -10    -40    -44     60     64    -71    -79     82    -94   -107
   -119    121   -368    375 -32768]",1229,1229,1.7140793964328864,36.67639923095703,5,5,1,139,TPOJ1,54.74615097045898,11.872866168335648,7.312013510644784,9.735479887179824,4.124553844332695,1.1611283970996735,3.857920557260513,1.1457981169223783,4.391187131404877,1.176458677276969,-11.872866168335648,-7.312013510644784,-9.735479887179824,9.200360145032723,7.485225229534493,5.560589349565087,41.94313049316406,4.129752096513833,0.6997316195469688,5.571919908331068,2.686537484085312,0.3885039596420422,0.5204071012877824,3.609500139951706,1.0666100420057774,0.7643933594226837,4.881884217262268,1.0360795184969902,0.8037755638360977,2.337116062641144,1.0971405655145643,0.7250111550092697,-4.129752096513833,-5.571919908331068,-2.686537484085312,3.718972435947794,2.048614751244431,3.0731071979183446,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.3877427441819744,31.083594347716936,0.3431122240647496,-0.101914442770932,-0.3615128891335599,0.0015657500223112,0.2536673692672626,-0.1874047472464113,14.0,10.727236261530642
1231,p6,langfroi12345all,0.4724336565531854,0.2604133065805347,0.2632867419391945,0.4776465528954891,[-32768],1231,1231,0.8621363940221879,15.913509368896484,5,5,1,129,STSdp,32.082706451416016,8.970707544081677,5.522918635983938,8.491090122143893,1.5645959824323654,-0.0887829262646846,1.7132418304681778,0.1582653472432866,1.415950134396553,-0.3358311997726559,-8.970707544081677,-5.522918635983938,-8.491090122143893,-0.6001067969001953,0.6560481696915019,-2.491408321989344,17.822057723999023,5.031874804767652,0.6571357990951759,3.410605626671836,4.518585019865482,-0.4856031473848105,3.144614957152435,1.7842370718717575,0.3224115613847971,0.0461756931617856,2.068009853363037,0.276208683848381,0.6254592835903168,1.500464290380478,0.3686144389212131,-0.5331078972667456,-5.031874804767652,-3.410605626671836,-4.518585019865482,1.519195222293652,0.6818809414849228,1.7438628036011763,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.3814232171055106,30.38398163976676,0.3615060838767762,0.0388954987543103,-0.2005945147308426,0.0869325831122307,0.1931227574553028,-0.0582429237347906,15.0,-3.2832764953108606
1233,p6,langfroi12345all,0.1736543488746776,0.0921442593609731,0.0945673237439815,0.1782208370165418,"[     4    -32    -35     40    -46    -79     87     90    -94   -107
   -368    389  -1128  28073 -32768]",1233,1233,1.2609191870316865,34.211334228515625,5,5,1,129,STSdp,43.39712524414063,10.262370088300122,8.189205256119804,6.847681817165956,2.498318731784821,0.5148952603340149,2.767878830432892,0.5620982553809881,2.2287586331367493,0.4676922652870416,-10.262370088300122,-8.189205256119804,-6.847681817165956,3.779273188207155,3.229091696036257,2.1212180653573065,42.2545166015625,2.0530022143676305,3.694377872009343,1.883496234804181,0.8636472577284783,1.3115184392974255,4.44685387549758,2.006168954074383,1.0046762712299824,-0.4774923734366894,2.054394006729126,0.6004045978188515,-0.1244848445057869,1.95794390141964,1.4089479446411133,-0.8304999023675919,-2.0530022143676305,-1.883496234804181,-0.8636472577284783,3.6858070470184794,2.543774926514099,3.302033262755096,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,0,0,,,0.3614311835771133,28.155629347395305,0.2580420572538321,0.4640518926601467,-0.035235813368971,-0.1662402192357672,0.103144064213787,0.2695190608195751,3.0,8.03567595765685
1234,p6,langfroi12345all,0.4789352536243758,0.254808419411475,0.2621028899509578,0.4926458645451287,"[     4     -8     10     15     16    -35    -38     44     49     60
    -79    -81     87    -94    -95   -107   -110   -119   -126   -129
   -131    143    210    212   -319   -368    389   -423    750   -777
    884   -955    975  -1024   1142   1188  -1244   1290   1339   1378
  -1469  -1745  -1802  -3254   4200  -4241  -4409  -4621   4630   4785
  -4859  -5361  -5452   8071   8189  11116 -13726 -16642  23386 -26970
 -32381 -32768]",1234,1234,2.428249990969198,39.83506393432617,5,5,1,129,STSdp,58.30796813964844,15.124300285993373,10.274912513891405,11.669119026052464,5.415959611535072,1.4223152603954077,5.205241233110428,1.17616480961442,5.626677989959717,1.6684657111763954,-15.124300285993373,-10.274912513891405,-11.669119026052464,8.514676045776984,6.817707600158155,6.196001507513199,58.87035369873047,2.7627140858545105,5.891257433506252,4.412948424665061,1.131141868745564,5.186997677761457,3.24207029674287,4.547358632087708,3.2988868057727814,0.5177550138905644,5.19407045841217,3.4970551133155823,0.6489511728286743,3.9006468057632446,3.1007184982299805,0.3865588549524545,-2.7627140858545105,-4.412948424665061,-1.131141868745564,10.924404684751684,17.38708367526256,5.175690940856765,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,1,1,speech_LH_STG,speech,0.3627722289858378,28.3057023819944,0.5373170476670482,0.3603154014679107,-0.2887139776540184,-0.1559134206285481,0.4510922614774602,0.2829028932228691,1.0,15.601611696750064
