neuroid,participant,dataset,NC Normalized R,R,R Fischer,NC Normalized R Fischer,feature_indices,Unnamed: 0,neuroid_id,betas_mean,r2,parc_lang_SN220,parc_lang,parc_speech_NQ17,parc_glasser,parc_name_glasser,r2_langloc,tstat_langloc_SN,tstat_langloc_run1_SN,tstat_langloc_run2_SN,betas_langloc_S,betas_langloc_N,betas_langloc_S_run1,betas_langloc_N_run1,betas_langloc_S_run2,betas_langloc_N_run2,tstat_langloc_NS,tstat_langloc_run1_NS,tstat_langloc_run2_NS,tstat_langloc_N0,tstat_langloc_run1_N0,tstat_langloc_run2_N0,r2_speechloc,tstat_speechloc_SN,tstat_speechloc_NQ,tstat_speechloc_run1_SN,tstat_speechloc_run2_SN,tstat_speechloc_run1_NQ,tstat_speechloc_run2_NQ,betas_speechloc_S,betas_speechloc_N,betas_speechloc_Q,betas_speechloc_S_run1,betas_speechloc_N_run1,betas_speechloc_Q_run1,betas_speechloc_S_run2,betas_speechloc_N_run2,betas_speechloc_Q_run2,tstat_speechloc_NS,tstat_speechloc_run1_NS,tstat_speechloc_run2_NS,tstat_speechloc_N0,tstat_speechloc_run1_N0,tstat_speechloc_run2_N0,top10_tstat_langloc_SN_parc_lang,top10_tstat_langloc_SN_parc_lang_int,top10_tstat_langloc_SN_parc_lang_froi,top10_tstat_langloc_SN_parc_lang_netw,top10_tstat_langloc_SN_parc_lang_SN220,top10_tstat_langloc_SN_parc_lang_SN220_int,top10_tstat_langloc_SN_parc_lang_SN220_froi,top10_tstat_langloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_SN_parc_lang,top10_tstat_speechloc_SN_parc_lang_int,top10_tstat_speechloc_SN_parc_lang_froi,top10_tstat_speechloc_SN_parc_lang_netw,top10_tstat_speechloc_SN_parc_lang_SN220,top10_tstat_speechloc_SN_parc_lang_SN220_int,top10_tstat_speechloc_SN_parc_lang_SN220_froi,top10_tstat_speechloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_NQ_parc_speech_NQ17,top10_tstat_speechloc_NQ_parc_speech_NQ17_int,top10_tstat_speechloc_NQ_parc_speech_NQ17_froi,top10_tstat_speechloc_NQ_parc_speech_NQ17_netw,ncsnr,nc,corr_SentPC1,corr_SentPC2,corr_freq,corr_conc,2PC_model_coef_0_avg,2PC_model_coef_1_avg,quadrant16,R2_test_PC2_avg
216,p8,langfroi12345all,0.1255417112759071,0.0398527261850308,0.039121566968724,0.1232384565674554,[32768],216,216,0.7489491757750512,3.257974863052368,0,3,0,67,8Av,8.166635513305664,4.413365122209611,4.960432590599975,1.674965226524857,1.255377089139074,-0.6514094960875809,1.7115134373307228,-1.0838093664497137,0.7992407409474254,-0.2190096257254481,-4.413365122209611,-4.960432590599975,-1.674965226524857,-2.2313215954337555,-3.068818835185063,-0.5062991877288946,24.81380271911621,0.4741602916209341,1.2678765644986778,1.269663046456079,-0.8722994170702059,1.000506144905082,0.8911985041828842,3.174919560551644,2.76108268648386,1.4034001640975475,3.594160407781601,1.8685985952615736,0.3695389181375503,2.755678713321686,3.653566777706146,2.4372614100575447,-0.4741602916209341,-1.269663046456079,0.8722994170702059,4.176012978982341,1.5894883661435886,10.251868254076426,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.1932744556578592,10.077202414548234,-0.0426444191142536,-0.077682514794614,0.0486265228258038,0.0451858979578322,-0.0907143622629383,-0.0523049940083529,9.0,-11.30051797113769
287,p8,langfroi12345all,1.3259303551553316,0.1950083914783929,0.1953938079815264,1.32855093695188,[  -40    44 -1916 32768],287,287,0.4452357406091566,2.446796417236328,5,5,0,150,PGi,3.763919115066528,6.4865033513509065,4.222940817150875,4.757468169046705,1.120589428115636,-0.402136473916471,1.2006188938394189,-0.3172588925808668,1.040559962391853,-0.4870140552520752,-6.4865033513509065,-4.222940817150875,-4.757468169046705,-2.217707460491737,-1.3347706778766708,-1.696979745276305,35.415061950683594,7.176698876726132,0.0431544265060325,6.932013813396033,3.854675187582924,-0.2090920733462581,0.246586348540037,1.445069968700409,-0.5405913330614567,-0.5512806624174118,1.7372843623161316,-0.7118450365960598,-0.6399145796895027,1.1528555750846865,-0.3693376295268535,-0.4626467451453209,-7.176698876726132,-6.932013813396033,-3.854675187582924,-2.7135644293463823,-2.2294093256364533,-1.4632856195367945,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.0858460844944759,2.1630431025728285,-0.030983074933556,-0.2946870044291864,-0.034494174299075,0.0787128412621371,-0.0362362521092181,-0.1424064220260994,11.0,0.9304203015197744
288,p8,langfroi12345all,0.3817450611452023,0.2178497203693131,0.2239817299944708,0.3924903785379922,"[    16    -44    -46     64    -79    119    121   -129   -375   -377
    467   -487   -780  -1024  -1819   5948 -32768]",288,288,1.5017410194935898,16.301700592041016,5,5,0,139,TPOJ1,31.18040657043457,9.69362835643005,7.6889479835916115,6.033503386450561,3.871555432677269,-0.5843430026434362,3.6966303884983054,-0.8943517217412591,4.046480476856232,-0.2743342835456133,-9.69362835643005,-7.6889479835916115,-6.033503386450561,-1.7028325805566389,-2.4377057170015166,-0.4686789858989681,49.23167037963867,5.620304190846609,-1.0320985865702923,6.111992885703851,2.5794195714404564,-0.6829788417500744,-0.7453852793733304,4.381116211414337,0.939534481614828,1.513210505247116,4.794661045074463,0.6114948242902756,1.2004145681858065,3.967571377754211,1.2675741389393806,1.826006442308426,-5.620304190846609,-6.111992885703851,-2.5794195714404564,2.5410134279444114,1.06678814534251,2.5999919662982127,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.4012214595660817,32.56620553665738,0.2642774876164557,0.0640852649707057,-0.1830901733452415,-0.1208732290710912,0.1929750586519218,0.0650990041471625,0.0,-0.0997546977880457
556,p8,langfroi12345all,0.4064894584360241,0.2458280237471777,0.2468864827049943,0.4082396755267416,"[    -3     -4     -7     -9     39    -40    -44    -60     64    -71
     82    -93     94    115    121   -129    136   -159   -377   -424
    451    461   -494    777    861  -1024  -1169  -1273   1385  -1535
  -1574   2031   2044  -2745  -5190   8071  10042 -16642 -32768]",556,556,1.4240188931580633,21.850379943847656,5,5,0,140,TPOJ2,23.10825729370117,6.214249001658082,3.933082621497028,4.840077013918616,3.204067640006542,1.1010922719724476,2.924247086048126,0.9684150107204914,3.483888193964958,1.233769533224404,-6.214249001658082,-3.933082621497028,-4.840077013918616,4.815102823923692,2.5640719219302546,4.462669011298165,45.327857971191406,5.493280994744207,6.499105662780194,4.939634914379049,5.261189396974588,5.0700499690552085,3.842208748781376,3.624332159757614,2.088857352733612,0.4139451300725341,4.112465798854828,2.186858743429184,0.22725785151124,3.1361985206604004,1.99085596203804,0.6006324086338282,-5.493280994744207,-4.939634914379049,-5.261189396974588,11.901558411808685,6.892236523165571,10.395697292555234,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.438415028624941,36.57330474357091,0.4995712106494925,-0.1906346497611727,-0.4698054380363642,-0.0259087048848207,0.3378602248315691,-0.1672275842216464,14.0,7.508165624231834
742,p8,langfroi12345all,0.3240368203255678,0.1648386769751723,0.1668029578060493,0.3278981672275435,"[   10    40    44   -71    82    94  -107   366  -389   424 -1024  1035
  1128  1566 32768]",742,742,1.4202374855009838,7.756388187408447,0,3,0,79,IFJa,7.720059394836426,4.376291235669793,4.379219129226028,1.9477194865661127,2.1495021879673004,-0.697672551497817,2.99507638067007,-1.034298399463296,1.3039279952645302,-0.3610467035323381,-4.376291235669793,-4.379219129226028,-1.9477194865661127,-1.4010231915036293,-1.4288626546528989,-0.5073553097587251,17.704153060913086,1.7325974625806502,2.7188699219689627,0.9684877838848904,1.4749394366054651,1.5864316812667236,2.3275215537560308,3.959591805934906,2.757810477167368,0.5329492664895952,4.277852773666382,3.198228359222412,1.0209299875423312,3.64133083820343,2.317392595112324,0.0449685454368591,-1.7325974625806502,-0.9684877838848904,-1.4749394366054651,4.3034062564099775,3.0290021945555785,2.8262171924846338,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.3411382036018535,25.877928967822744,0.2735485734911467,-0.2715736678361992,-0.1421499005905523,0.1574825426623465,0.1787317734355852,-0.2598962735499338,13.0,-3.165602378175296
767,p8,langfroi12345all,0.5345908993250725,0.3139616025431425,0.3176464458803129,0.540865181586131,"[    -7     -9     10    -16     40    -44    -71     77     94    423
   -669   1128   1469  -1916  -5948  -6272 -32768]",767,767,2.4276325400546197,32.484432220458984,5,5,0,28,STV,42.58090972900391,10.141085966080064,9.085306962748652,5.8936973634286005,4.145048812031746,0.1588569751475006,4.283430904150009,0.3032185384072363,4.006666719913483,0.0144954118877649,-10.141085966080064,-9.085306962748652,-5.8936973634286005,0.7409270702616859,1.0719019350638792,0.0435014170929926,70.0555648803711,6.910829621929999,3.4648602271049844,9.784305553132771,3.714821385495618,4.371364398824642,1.4858951638468347,5.594624876976013,1.345079243183136,-0.124541385564953,5.814609169960022,1.772795796394348,-0.0776483388617634,5.374640583992004,0.9173626899719238,-0.1714344322681427,-6.910829621929999,-9.784305553132771,-3.714821385495618,3.803719352105857,10.2528080948298,1.3962047759448182,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.4189333748011736,34.49133084517278,0.2455099351807328,-0.0864375575365034,-0.1243564135358393,0.0698170324161443,0.1587779041659177,-0.0555992536103011,15.0,-6.301683120828386
920,p8,langfroi12345all,0.3895812435408284,0.128416817303038,0.1300016814099766,0.3943892845948857,"[     3     10    -16     40    -44    -52    -71     94   -107    383
    510   -669   1128  -1333  -1916  22270 -32768]",920,920,2.1944333600904797,7.680110931396484,5,5,0,149,PFm,12.037206649780272,5.583009274345339,3.752109013063537,4.052144269132683,3.1893051397055387,-0.9462344562634826,3.5746561102569103,-0.9506087228655816,2.803954169154167,-0.9418601896613836,-5.583009274345339,-3.752109013063537,-4.052144269132683,-1.8116844171991284,-1.1281976251341876,-1.3899875097943009,31.14734649658203,3.5620911663961152,1.0117884351010276,2.771692287740886,2.1200732346021454,1.3234865482653948,-0.1239157076077205,5.468412667512894,1.574543759226799,0.3364009484648704,6.208383798599243,1.9348408728837967,-0.7220693901181221,4.728441536426544,1.214246645569801,1.394871287047863,-3.5620911663961152,-2.771692287740886,-2.1200732346021454,1.743506476583984,1.4120863487243387,0.8946655048009445,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,0,0,,,0.2015766380066119,10.865450188701072,0.1907119529054999,-0.0356793022812676,-0.0499259616152418,0.0284957354395621,0.1313832983969324,0.0001343136390028,0.0,-4.974188628400107
1000,p8,langfroi12345all,0.3972832743997798,0.256399595715545,0.2660516523018396,0.4122388387195819,[    40    -71     82     94  -1916 -32768],1000,1000,0.8068851358660807,11.881219863891602,3,3,0,12,55b,48.137020111083984,6.773392040264391,7.204930676651348,3.802755354651146,3.0256733372807503,0.6180789954960346,2.777240663766861,0.2587538138031959,3.27410601079464,0.9774041771888732,-6.773392040264391,-7.204930676651348,-3.802755354651146,2.2987895373370715,0.9638964124478308,2.180807308220252,47.51353454589844,3.6920453555474215,3.962665066792847,9.132714218884889,1.140167996924609,1.6480190624385913,4.503088496597404,3.475781299173832,1.483441226184368,0.3624471230432391,4.465324699878693,1.3467902690172195,0.5459695979952812,2.4862378984689717,1.6200921833515167,0.178924648091197,-3.6920453555474215,-9.132714218884889,-1.140167996924609,9.622049217266284,7.327059819042002,6.3699607030736285,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0.487801144496772,41.65183207295296,0.5312960336738708,-0.2764001050518936,-0.48365861504894,-0.0260539343993352,0.3172168983898387,-0.2124787382091425,14.0,17.91271860243925
1002,p8,langfroi12345all,0.5657933508242363,0.343266044543742,0.3455894678671202,0.5696229677887241,"[     5     -9     10     14     40    -44    -52     71    -72    -79
    -81     82   -107    119    121   -129    199   -375   -376   -377
    383   -389    462    467   -487    529    669    861   -884  -1024
  -1763   1770  -1819   1820   8071  11116 -32768]",1002,1002,1.0822672070702537,18.60918235778809,3,3,0,12,55b,32.97660446166992,7.23228198967437,6.346107252592186,4.832328139879319,4.028170861303806,0.6122364071197808,3.4573716521263123,0.1634512655436992,4.5989700704813,1.0610215486958623,-7.23228198967437,-6.346107252592186,-4.832328139879319,2.079037506386388,0.4167598609853403,2.650153258948576,56.334129333496094,5.052767593313486,2.207422268673777,5.963952979925518,2.7934352166438243,1.5346419029280964,1.7255803892887416,3.877642795443535,1.2886454537510872,0.4309478476643562,4.641209959983826,1.4963077157735825,0.3433468118309974,3.114075630903244,1.080983191728592,0.518548883497715,-5.052767593313486,-5.963952979925518,-2.7934352166438243,4.9661461306164325,2.8666875567681287,9.47170186438323,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,0,0,,,0.4406384927857877,36.80832142092123,0.5191615415128992,0.1845848537166575,-0.2975188574366793,-0.1201565825331395,0.3693492873847029,0.1509926324852537,0.0,13.920589817474667
1126,p8,langfroi12345all,-0.0058440990475747,-0.0015293017169173,-0.0023200983868161,-0.0088660626105899,[    40 -32768],1126,1126,0.8908087081353491,4.938938617706299,0,1,0,76,47l,2.825227737426758,3.847456058015984,3.6099968208376025,1.8535862046216705,1.4503480810672045,-0.5319464900530875,1.9347679316997528,-0.6505009829998016,0.965928230434656,-0.4133919971063733,-3.847456058015984,-3.6099968208376025,-1.8535862046216705,-1.5104051243458063,-1.1291896437059818,-0.9344653989037284,11.572988510131836,0.4234389592383702,2.2120788800831934,0.426237451403874,0.1057619520297791,1.492531893180384,1.457113687633524,1.7400750145316124,1.345518946647644,-0.408339450135827,2.207484468817711,1.5469206869602203,-0.5241113789379597,1.272665560245514,1.1441172063350675,-0.2925675213336944,-0.4234389592383702,-0.426237451403874,-0.1057619520297791,2.3693872285782827,1.7338929152358635,1.3854904500408507,1,1,lang_LH_IFGorb,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.1565375124863981,6.847802346153877,0.1539997813815152,-0.1085571436878604,-0.0858206767043477,0.1320171203534859,0.0731097164468523,-0.0926558962725628,13.0,-2.8423053550062134
