neuroid,participant,dataset,NC Normalized R,R,R Fischer,NC Normalized R Fischer,feature_indices,Unnamed: 0,neuroid_id,betas_mean,r2,parc_lang_SN220,parc_lang,parc_speech_NQ17,parc_glasser,parc_name_glasser,r2_langloc,tstat_langloc_SN,tstat_langloc_run1_SN,tstat_langloc_run2_SN,betas_langloc_S,betas_langloc_N,betas_langloc_S_run1,betas_langloc_N_run1,betas_langloc_S_run2,betas_langloc_N_run2,tstat_langloc_NS,tstat_langloc_run1_NS,tstat_langloc_run2_NS,tstat_langloc_N0,tstat_langloc_run1_N0,tstat_langloc_run2_N0,r2_speechloc,tstat_speechloc_SN,tstat_speechloc_NQ,tstat_speechloc_run1_SN,tstat_speechloc_run2_SN,tstat_speechloc_run1_NQ,tstat_speechloc_run2_NQ,betas_speechloc_S,betas_speechloc_N,betas_speechloc_Q,betas_speechloc_S_run1,betas_speechloc_N_run1,betas_speechloc_Q_run1,betas_speechloc_S_run2,betas_speechloc_N_run2,betas_speechloc_Q_run2,tstat_speechloc_NS,tstat_speechloc_run1_NS,tstat_speechloc_run2_NS,tstat_speechloc_N0,tstat_speechloc_run1_N0,tstat_speechloc_run2_N0,top10_tstat_langloc_SN_parc_lang,top10_tstat_langloc_SN_parc_lang_int,top10_tstat_langloc_SN_parc_lang_froi,top10_tstat_langloc_SN_parc_lang_netw,top10_tstat_langloc_SN_parc_lang_SN220,top10_tstat_langloc_SN_parc_lang_SN220_int,top10_tstat_langloc_SN_parc_lang_SN220_froi,top10_tstat_langloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_SN_parc_lang,top10_tstat_speechloc_SN_parc_lang_int,top10_tstat_speechloc_SN_parc_lang_froi,top10_tstat_speechloc_SN_parc_lang_netw,top10_tstat_speechloc_SN_parc_lang_SN220,top10_tstat_speechloc_SN_parc_lang_SN220_int,top10_tstat_speechloc_SN_parc_lang_SN220_froi,top10_tstat_speechloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_NQ_parc_speech_NQ17,top10_tstat_speechloc_NQ_parc_speech_NQ17_int,top10_tstat_speechloc_NQ_parc_speech_NQ17_froi,top10_tstat_speechloc_NQ_parc_speech_NQ17_netw,ncsnr,nc,corr_SentPC1,corr_SentPC2,corr_freq,corr_conc,2PC_model_coef_0_avg,2PC_model_coef_1_avg,quadrant16,R2_test_PC2_avg
1233,p7,langfroi12345,0.4784789071319491,0.2825866176117527,0.2900324797368034,0.4910863264158454,"[    -4     -8      9     10     15    -16    -35    -39     40    -44
     71     78    -79    -81    -88    -94   -101   -102    104    105
   -107    160   -170    267   -307    326   -366   -375   -378   -383
    389   -400   -451   -487   -496   -510   -607    780    861    885
   1026  -1128  -1188  -1273   1460  -1574   1745   1820  -1841   2148
  -2745   3745  -3989  -4144   4200  -4285  -4930  -5941  -7142  -7728
 -30424 -32768]",1233,1233,0.8852273667696864,13.252334594726562,5,5,1,129,STSdp,43.79428482055664,8.60548068427545,5.265512015351782,6.65256524976313,3.0174472853541374,0.9052444151602684,2.9310691505670547,1.0075690215453506,3.10382542014122,0.8029198087751865,-8.60548068427545,-5.265512015351782,-6.65256524976313,6.302954080912137,4.595260399256063,4.155395933614079,29.764577865600582,4.346216409931988,1.7850622469151218,15.047978907446286,1.955743115562896,1.847595375348316,1.6788188120325904,2.8184948563575745,1.208336669951677,0.4473533611744642,3.4311076402664185,1.373477578163147,1.0815508663654327,2.2058820724487305,1.0431957617402077,-0.1868441440165043,-4.346216409931988,-15.047978907446286,-1.955743115562896,4.724582471037051,23.704849684425675,1.9585154109517315,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.4225433469997166,34.88008925016511,0.2648371848910753,0.3534067006114125,-0.1096891660384216,-0.2723475588506799,0.1942086003972346,0.2697137871423982,2.0,12.455128103019405
1671,p7,langfroi12345,0.4640303499093591,0.3063032048589093,0.3172370686225732,0.4805944750886934,[   -16    -44    -71    -79   -424   1916 -32768],1671,1671,0.4303432345638672,7.312426567077637,5,5,0,150,PGi,43.06402969360352,9.38073766372115,7.585463991376317,6.388583659914237,2.92273111641407,0.454699357971549,3.15509432554245,0.7443601526319981,2.6903679072856903,0.1650385633111,-9.38073766372115,-7.585463991376317,-6.388583659914237,3.3227090337699288,3.981925965283041,1.1297433925654643,30.278797149658203,4.181534113192613,3.040009329306212,3.830827477807602,2.5209648527468063,1.518949409448625,2.801391578942736,3.2914240062236786,1.5131293684244156,0.4574243947863579,3.891873359680176,1.4665487408638,0.8728447407484055,2.6909746527671814,1.5597099959850311,0.0420040488243103,-4.181534113192613,-3.830827477807602,-2.5209648527468063,7.107673685954738,4.816185868313908,4.553484078640438,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.5073390419988162,43.57228229784731,0.2211305727525642,0.4273773573549524,-0.0228135775796656,-0.2238890212137089,0.1663682874571966,0.3557212389764598,2.0,15.795118764322472
2235,p7,langfroi12345,0.7034229952481893,0.4524568448220321,0.4569096297781454,0.7103456252556044,"[     3     -4     10     40    -49    -71    -79     90    -94    389
   -424   -884  -1128   1916  -2031 -32768]",2235,2235,1.0492602154177924,8.117192268371582,4,4,1,125,A5,22.24703025817871,10.740798651806124,8.731009342168752,7.561108696635026,1.7817344479262829,-1.023729844018817,1.786348469555378,-0.6564593128859997,1.7771204262971878,-1.3910003751516342,-10.740798651806124,-8.731009342168752,-7.561108696635026,-6.15718321567774,-3.0069477866772703,-7.742678031317866,10.212774276733398,2.9687993766085627,2.402575849065548,4.916032855730959,1.0578917256110425,-0.5404619951427111,4.452378815808339,2.261948987841606,0.7228574771434069,-1.077796831727028,2.248900800943374,0.145201064646244,0.392770379781723,2.2749971747398376,1.3005138896405697,-2.548364043235779,-2.9687993766085627,-4.916032855730959,-1.0578917256110425,1.637063291914219,0.667296902274189,1.6255560712338055,1,4,lang_LH_AntTemp,lang,1,4,lang_LH_AntTemp,lang,0,0,,,0,0,,,0,0,,,0.4850121477181092,41.373399075481146,0.14876639812136,0.4750152166096211,0.0491978367334805,-0.34729229844088,0.1361299663858023,0.4986979260196301,3.0,18.999912527687947
5125,p7,langfroi12345,0.6665161948941876,0.389528622600189,0.3944437764765656,0.6749264360649998,"[    -4    -16    -44    -46     52     60     72     77    -79    -82
     87    -88    -94    110    121    129   -131    160   -231    267
    389   -424    462    488    780   1469  -1618   1622   1916 -22270
  23386  32768]",5125,5125,0.378512180740945,7.153539657592773,5,5,1,137,PHT,29.93882751464844,9.772269714352197,6.70767874033047,6.902933898689925,1.1608441825956106,-1.371012766379863,1.331212155520916,-1.304284201003611,0.9904762096703053,-1.437741331756115,-9.772269714352197,-6.70767874033047,-6.902933898689925,-7.726599524344373,-4.692665602391701,-6.053280938808768,8.41952133178711,2.95708927122312,-0.5451942914724663,4.994851197074262,0.7246363531031316,-3.69156389404579,4.230543697728783,1.062097817659378,-0.3830391708761453,-0.2036523167043924,1.3644851595163343,-0.9554988741874696,0.2532485611736774,0.7597104758024216,0.1894205324351787,-0.6605531945824623,-2.95708927122312,-4.994851197074262,-0.7246363531031316,-1.5822419016285607,-4.994291020659715,1.3957565304034416,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,0,0,,,0.4158219695123775,34.15523971895727,0.0363702448328895,0.4833214694046689,0.1830782614283784,-0.2733522943575627,0.0128577782082924,0.3934228173761235,3.0,18.36068246737799
5519,p7,langfroi12345,0.7682474626147554,0.5535275891667735,0.5633343546662747,0.7818583879939053,"[     3     -4      5     10     40    -49    -71    -79     90    -94
   -424    780   1916  -4285 -32768]",5519,5519,0.9143787052916984,14.1240234375,4,4,1,123,STGa,16.79480743408203,8.667701134527375,6.9922705740013935,5.540661048259393,0.7723436905071139,-0.6282776100561023,0.8917385516688228,-0.511504290625453,0.6529488293454051,-0.7450509294867516,-8.667701134527375,-6.9922705740013935,-5.540661048259393,-6.809936532192882,-3.896496636562081,-6.013521110360401,19.3604736328125,6.167671695495658,1.0560465852233498,6.309765291740064,2.9999002623755286,0.6197983239165007,0.8280596179931151,1.920880287885666,0.3718572398647666,0.0707078501582145,2.143062949180603,0.2605177517980337,0.1299154497683048,1.6986976265907288,0.4831967279314995,0.0115002505481243,-6.167671695495658,-6.309765291740064,-2.9999002623755286,2.595206441931866,2.494768384713522,1.7453825063646815,1,4,lang_LH_AntTemp,lang,1,4,lang_LH_AntTemp,lang,1,4,lang_LH_AntTemp,lang,1,4,lang_LH_AntTemp,lang,0,0,,,0.5998791234868424,51.91301769015195,0.0843603454182365,0.5874078951647311,0.1631899153254608,-0.3269608878612244,0.0465601630716809,0.4458537543110498,3.0,29.49035595993196
7738,p7,langfroi12345,0.5964296871097627,0.3428702294141072,0.3498569729613109,0.608583268582542,"[    10    -16    -39    -71    -79    -94   -101   -368   -375   -378
    389   -424   -607  -1469   1916 -32768]",7738,7738,1.182454671465481,15.835412979125977,5,5,0,150,PGi,55.41194152832031,9.888645825499564,5.110669130935406,10.629686690259822,3.58349072933197,0.8911628825590014,3.470770239830017,0.978183962404728,3.6962112188339233,0.804141802713275,-9.888645825499564,-5.110669130935406,-10.629686690259822,4.962725785701718,2.931569747206157,5.117094549079849,45.19889831542969,4.752996799823554,3.174192460009874,3.3598562019721268,3.1650785468087186,4.276061301291675,2.083030126788386,3.843660593032837,1.7503828555345535,0.4956850185990333,4.0765221118927,2.002735376358032,0.9495414271950722,3.6107990741729736,1.4980303347110748,0.0418286100029945,-4.752996799823554,-3.3598562019721268,-3.1650785468087186,6.951355940705447,24.722104848207877,3.014961750601928,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.405627229919601,33.047685701300075,0.2714083386133488,0.3584115867369852,-0.0872246783007593,-0.3006375809022292,0.2183870116201066,0.3074437539858654,2.0,14.680260373686975
7740,p7,langfroi12345,0.3948762798000637,0.2386493277427862,0.247957997107935,0.41027868115424,"[    -4    -16    -40    -44     46     69     79     82    -94    105
   -368   -375   -378   -389  -1273  -1596 -26050  27693 -32768]",7740,7740,0.9582154598521688,11.122379302978516,5,5,0,150,PGi,62.1950569152832,11.718786984326783,6.548894292988138,16.357232746697477,3.826409786939621,0.7466040994040668,3.36370587348938,0.5623065447434783,4.289113700389862,0.9309016540646552,-11.718786984326783,-6.548894292988138,-16.357232746697477,5.919394651747085,2.587106280847034,8.783070517387872,29.34913825988769,3.1496321492686428,2.720592377019976,3.167873799784985,1.8747334587056723,2.842784702339681,1.800459952259564,2.918773762881756,1.5138284526765349,0.3228604421019554,2.921454608440399,1.740853488445282,0.7665419206023216,2.9160929173231125,1.286803416907787,-0.1208210363984108,-3.1496321492686428,-3.167873799784985,-1.8747334587056723,5.700086189112413,5.616299922741728,2.886672958005638,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,0,0,,,0.43796511675506,36.52568233456782,0.323187648704986,-0.1069822373447291,-0.2667483132620655,0.0540893199221425,0.2581286324354828,-0.0993626614067548,15.0,6.996746319456909
12126,p7,langfroi12345,0.5501766976299561,0.3548610353253968,0.3633827660682026,0.5633887925387966,"[     1      3     10    -16    -32    -39     40    -44     46    -49
    -60    -69     71    -72     77    -79    -90    104    105   -107
   -210   -366    376   -424    488    507   -777    780   -884   1169
  -1244  -1916   5929   8071  22916  27693 -32768]",12126,12126,0.9730464221661288,14.62939167022705,0,3,0,73,8C,39.281837463378906,7.5905893229314065,5.277894766281556,5.672979918125336,2.0524282045662403,0.1305836897809058,2.180802062153816,0.419905858580023,1.9240543469786644,-0.1587384790182113,-7.5905893229314065,-5.277894766281556,-5.672979918125336,0.6892445034297972,1.6081134823050505,-0.6388693478304056,25.22969055175781,1.9364271440558976,3.342619398660007,0.1061917317041965,2.4175349433147284,5.350289636968466,2.5774026388897315,3.225330337882042,2.2213073670864105,0.5518273748457432,2.8545247614383698,2.7972813844680786,1.286685362458229,3.596135914325714,1.6453333497047424,-0.1830306127667427,-1.9364271440558976,-0.1061917317041965,-2.4175349433147284,6.599492841035244,13.305921813967805,3.206282889522389,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.4872993246506276,41.60181191604333,0.4030694063892746,0.2070888633763554,-0.2399710192866333,-0.2274694278510237,0.3281738877885453,0.1645652201704508,1.0,10.647122524063642
12131,p7,langfroi12345,0.5208163813532571,0.3065956268751543,0.3109006615791683,0.5281293773636592,[    10    -16    -40    -71     82   -424  -1916 -32768],12131,12131,0.8178104641350608,7.821935653686523,0,3,0,73,8C,34.261714935302734,7.492404505228717,5.523962287803941,5.466959565977196,2.49953243881464,0.3408585283905267,2.1422774344682693,0.3609844855964184,2.8567874431610107,0.3207325711846351,-7.492404505228717,-5.523962287803941,-5.466959565977196,1.648459255784738,1.4969274722537844,0.9072825655987474,27.99677848815918,0.9497481383361932,3.446802980630309,0.9856474664470894,0.5314912436384635,3.8940262777240062,2.356952209364461,3.2293887436389923,2.6924407929182053,0.532669186592102,3.351920008659363,2.864412248134613,1.2384930849075315,3.106857478618622,2.520469337701797,-0.1731547117233276,-0.9497481383361932,-0.9856474664470894,-0.5314912436384635,5.903632117454727,8.06440736942651,2.7753359518266145,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.4204493124368224,34.65473965484858,0.3351537489240474,-0.1560482464870745,-0.3271596625808294,-0.0704190022390683,0.2332102711635242,-0.1180512662976358,14.0,9.287762531580825
14518,p7,langfroi12345,0.3173060050324937,0.1821230587859195,0.1868021983260031,0.3254582900004216,"[     5     -8      9     10    -16     21    -32    -38    -39     44
    -46    -64    -71    -79    -81    105   -107    224   -307    314
   -366   -368   -375   -389   -424   -451   -453    488   -583    780
    861   -884   -967  -1469  -1902  -5190   8071 -26050  27693 -32768]",14518,14518,0.4314186394307762,8.084219932556152,3,3,0,12,55b,48.65148162841797,8.331155945737244,4.72651698073094,7.127547758399041,3.486208915710449,1.1789241200312972,3.320622742176056,1.3801243603229525,3.6517950892448425,0.977723879739642,-8.331155945737244,-4.72651698073094,-7.127547758399041,7.7971757152502015,5.853043952988441,5.570174628719006,25.513206481933597,3.293948129501658,1.2562172268470764,1.5909795758846346,3.007746925923577,0.8123535879669262,1.1305684548894168,2.6134122163057327,0.8371303901076317,0.3537052497267723,2.0878729820251465,1.1662832088768482,0.8013831675052643,3.138951450586319,0.5079775713384151,-0.0939726680517196,-3.293948129501658,-1.5909795758846346,-3.007746925923577,2.964055071753805,3.1480332001081512,1.2591509756745285,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,0,0,,,0.4046750682164688,32.94376937957944,0.4050296884096683,0.0881131534978525,-0.3062503055142899,-0.1396059598423571,0.3247091830021542,0.0586562574230372,0.0,13.512556838720617
