neuroid,participant,dataset,NC Normalized R,R,R Fischer,NC Normalized R Fischer,feature_indices,Unnamed: 0,neuroid_id,betas_mean,r2,parc_lang_SN220,parc_lang,parc_speech_NQ17,parc_glasser,parc_name_glasser,r2_langloc,tstat_langloc_SN,tstat_langloc_run1_SN,tstat_langloc_run2_SN,betas_langloc_S,betas_langloc_N,betas_langloc_S_run1,betas_langloc_N_run1,betas_langloc_S_run2,betas_langloc_N_run2,tstat_langloc_NS,tstat_langloc_run1_NS,tstat_langloc_run2_NS,tstat_langloc_N0,tstat_langloc_run1_N0,tstat_langloc_run2_N0,r2_speechloc,tstat_speechloc_SN,tstat_speechloc_NQ,tstat_speechloc_run1_SN,tstat_speechloc_run2_SN,tstat_speechloc_run1_NQ,tstat_speechloc_run2_NQ,betas_speechloc_S,betas_speechloc_N,betas_speechloc_Q,betas_speechloc_S_run1,betas_speechloc_N_run1,betas_speechloc_Q_run1,betas_speechloc_S_run2,betas_speechloc_N_run2,betas_speechloc_Q_run2,tstat_speechloc_NS,tstat_speechloc_run1_NS,tstat_speechloc_run2_NS,tstat_speechloc_N0,tstat_speechloc_run1_N0,tstat_speechloc_run2_N0,top10_tstat_langloc_SN_parc_lang,top10_tstat_langloc_SN_parc_lang_int,top10_tstat_langloc_SN_parc_lang_froi,top10_tstat_langloc_SN_parc_lang_netw,top10_tstat_langloc_SN_parc_lang_SN220,top10_tstat_langloc_SN_parc_lang_SN220_int,top10_tstat_langloc_SN_parc_lang_SN220_froi,top10_tstat_langloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_SN_parc_lang,top10_tstat_speechloc_SN_parc_lang_int,top10_tstat_speechloc_SN_parc_lang_froi,top10_tstat_speechloc_SN_parc_lang_netw,top10_tstat_speechloc_SN_parc_lang_SN220,top10_tstat_speechloc_SN_parc_lang_SN220_int,top10_tstat_speechloc_SN_parc_lang_SN220_froi,top10_tstat_speechloc_SN_parc_lang_SN220_netw,top10_tstat_speechloc_NQ_parc_speech_NQ17,top10_tstat_speechloc_NQ_parc_speech_NQ17_int,top10_tstat_speechloc_NQ_parc_speech_NQ17_froi,top10_tstat_speechloc_NQ_parc_speech_NQ17_netw,ncsnr,nc,corr_SentPC1,corr_SentPC2,corr_freq,corr_conc,2PC_model_coef_0_avg,2PC_model_coef_1_avg,quadrant16,R2_test_PC2_avg
456,p5,langfroi12345,0.6336250420195558,0.4082528372272307,0.412721979427798,0.6405613328579944,"[    -4      5    -16    -44    -46    -71    -79    -81     82    -86
    -94   -126   -129    389   -413    424   -451    507  -3989   8071
  10042 -32768]",456,456,1.832551200062347,36.51642608642578,0,3,0,79,IFJa,45.09247970581055,5.8930451928062455,5.579685082905149,4.460828348556207,4.4363052770495415,1.4501596633344889,5.368064641952515,2.1470177695155144,3.5045459121465683,0.7533015571534634,-5.8930451928062455,-5.579685082905149,-4.460828348556207,3.648296198210093,4.218714152987914,1.425181637242336,39.51588439941406,1.305605168902104,2.217761099805618,0.8298355003589127,0.8904649679749153,1.779310915652664,1.1483150237175903,3.657822847366333,2.80010836571455,1.6875780746340752,3.7479752898216248,2.865817651152611,1.396809205412865,3.5676704049110413,2.7343990802764893,1.9783469438552856,-1.305605168902104,-0.8298355003589127,-0.8904649679749153,5.898612225236972,3.5650892036176587,4.309736447109823,1,3,lang_LH_MFG,lang,0,0,,,0,0,,,0,0,,,0,0,,,0.4864184045342861,41.51392125377601,0.6117897444301008,0.1693952136296169,-0.4513473926521601,-0.378485601903807,0.691877297274616,0.1679330348251399,0.0,17.84844297151425
543,p5,langfroi12345,0.2547893479809851,0.1573592224969401,0.1637103898356033,0.2650728875121212,"[     5      7     32    -40    -44     46     79    -81     82    -90
    -94   -129   -368   -389    424  -1469   1694   5948   8071  10042
 -22270 -32768]",543,543,0.9105192689256122,24.401905059814453,5,5,0,25,PSL,58.42985916137695,9.439669202465971,8.005301087596758,7.141704997443874,3.184150472283364,0.9498004055349156,3.499956011772156,1.3006181865930555,2.868344932794571,0.5989826244767755,-9.439669202465971,-8.005301087596758,-7.141704997443874,6.071769131695088,13.420217442406445,2.438937392480262,25.716577529907227,1.6551447306022906,0.6244254300281682,0.1735024437136731,2.504260370874309,0.907805659523905,-0.5511541024267121,2.033011132851243,0.9740109536796808,0.6315306350588799,1.390727061778307,1.2178834937512877,0.2791263312101364,2.675295203924179,0.7301384136080742,0.9839349389076232,-1.6551447306022906,-0.1735024437136731,-2.504260370874309,2.3369314169684303,1.5165456725322508,2.0560689960985994,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,0,0,,,0.4533754961533485,38.14361650290836,0.4340690902568997,-0.0004105454351595,-0.3342951821201659,-0.0834862576802042,0.2811522584638609,-0.0372732250511095,15.0,8.118261269588876
558,p5,langfroi12345,0.1510640859373925,0.0965451459303699,0.0978046802593573,0.1530348779464746,"[    -3     -4      5    -10     31     32    -44    -46    -49     64
    -79    -81    -94    107   -110   -129    131   -199   -231    366
   -368   -375    388    580   1216  -1469   1535   1916  -3305  -3989
   8071  11116 -32768]",558,558,0.9109282939601688,18.15009117126465,5,5,1,129,STSdp,33.34355163574219,8.5892324110662,5.8751515007453134,6.782652890207717,1.8156614489853384,-0.299120596377179,1.914803996682167,0.0493276198394596,1.7165189012885094,-0.6475688125938177,-8.5892324110662,-5.8751515007453134,-6.782652890207717,-1.5518830018941792,0.239209201841369,-2.261315918918001,20.084806442260746,9.025759895220574,-4.0610827778406335,7.96680556291353,4.837962384340997,-2.471541718607817,-3.3348740065054963,1.318011038005352,-0.7015320099890232,0.2204049117863178,1.3521981239318848,-0.8236852586269379,0.0373995080590248,1.2838239520788193,-0.5793787613511086,0.4034103155136108,-9.025759895220574,-7.96680556291353,-4.837962384340997,-4.174378528996577,-4.2572173414483165,-1.99408183264929,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.4797474751958896,40.84495597382238,0.3820459435024373,0.2586662958677536,-0.1977327118668701,-0.2305714508825583,0.2424556897843247,0.170211094005474,1.0,6.382482175793596
1233,p5,langfroi12345,0.620083677610229,0.3841019421053602,0.3932705830708736,0.6348852810007786,"[     5     32    -40     52    -71    -79     82    -94    114   -129
    389    424  -1128   5948   8071 -22270 -32768]",1233,1233,2.666256291853885,40.38845443725586,5,5,1,129,STSdp,49.51521301269531,7.697222888714471,7.523976413712594,5.320441833386855,5.806941255927086,2.722981795668602,6.3310301303863525,3.30996972322464,5.282852381467819,2.135993868112564,-7.697222888714471,-7.523976413712594,-5.320441833386855,9.68954412302229,11.535020327848995,5.379217390109427,63.16559982299805,2.2444710269862216,3.682001915714786,1.7609980977269644,1.2799439422721812,2.755460198986494,3.0196092888754635,6.025951653718948,4.478886097669601,1.9047449612990024,5.936126887798309,3.943948447704315,1.0918777156621218,6.115776419639587,5.013823747634888,2.7176122069358826,-2.2444710269862216,-1.7609980977269644,-1.2799439422721812,7.942447940613692,4.515571778877376,6.8844459091832055,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,0,0,,,0.4555538081161641,38.3700536898897,0.6182523865804587,0.1274570620526089,-0.4368491670314177,-0.2978563704804644,0.6902238438525259,0.1210750919087267,0.0,19.640047880720232
1671,p5,langfroi12345,0.3214642291271459,0.185342328653289,0.1867850835655643,0.323966593800472,"[    -4      5    -10    -21    -32    -39    -44    -46     49     60
    -79     80    -94   -101    105   -107    114    121   -129   -199
   -307   -368    389    423   -451    487    777    861  -1024  -1469
  -1473   1491   1589  -1619   1749  -1916   3745  -3989   7728  10042
  11116 -32768]",1671,1671,1.2359785976881783,27.42861557006836,5,5,0,150,PGi,48.55291748046875,9.819223781642329,7.481390516849821,6.917093631500583,3.05074505507946,0.6329060985008255,3.324796944856644,0.8424829794093966,2.7766931653022766,0.4233292175922543,-9.819223781642329,-7.481390516849821,-6.917093631500583,3.762017811999311,3.090358940279726,2.281419027999173,43.65288925170898,5.419597040042771,3.826240121719253,5.683595845325635,2.818962879206405,2.9690228356906228,2.3140352073760417,2.841213852167129,1.3465753123164177,0.4498500917106867,3.064870536327362,1.4393659085035324,0.5555310547351837,2.617557168006897,1.253784716129303,0.3441691286861896,-5.419597040042771,-5.683595845325635,-2.818962879206405,6.5201736144342055,5.192188059638199,3.6740457815770986,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.4074073624126917,33.241753340004706,0.349690337096128,0.2960945124175979,-0.1867218511944487,-0.1812968573883233,0.1994799448906883,0.2147575291601757,2.0,8.080656428908654
1805,p5,langfroi12345,0.7804370489479969,0.480292804303591,0.4844444695578653,0.7871831699604984,[    40    -44    -71    -79    -94   1916 -32768],1805,1805,0.5563543480448425,11.938949584960938,3,3,0,12,55b,47.241329193115234,6.065446288921539,5.299527537971904,9.290883070204613,3.497314974665642,1.476444147527218,4.123418390750885,2.2859775498509407,2.8712115585803986,0.666910745203495,-6.065446288921539,-5.299527537971904,-9.290883070204613,5.80912293383418,8.219297281234434,6.025376589760983,24.009004592895508,1.8869860548593904,3.393788076578485,1.2189694729495175,1.283086608132512,1.6272421429278334,3.05248150800004,1.524802029132843,0.9619510993361472,-0.054253052920103,1.4223173558712006,0.8882303759455681,0.118227619677782,1.6272867023944857,1.0356718227267263,-0.2267337255179882,-1.8869860548593904,-1.2189694729495175,-1.283086608132512,4.65315342790694,3.744701892511177,2.7723363265147904,1,3,lang_LH_MFG,lang,1,3,lang_LH_MFG,lang,0,0,,,1,3,lang_LH_MFG,lang,0,0,,,0.4507849668144289,37.873583958973015,0.2460036721301127,0.4779664064997316,-0.0396592804339392,-0.3892879963714163,0.124731991735891,0.3615272099153378,3.0,14.07778231423571
2313,p5,langfroi12345,0.7112193826307851,0.4746188830250633,0.4806941204729529,0.7203231641733229,"[     0     -4      5     32    -39     44    -69    -71    -72    -79
    -81     82    -94    101   -110    119   -129    135   -157    190
   -199    314    346    389    396   -413   -451   -524   -955   1015
  -1128   1169   1216  -1244   1290  -1469   1470   1491   1589  -1619
   1795   1897   1916  -3305   3863  -3989  -4144   4728  -5865   5948
  -6272   8015   8071  10042  10706  11116  13056 -15615 -16642 -32768]",2313,2313,3.20722179306671,43.19179153442383,5,5,1,129,STSdp,55.563697814941406,5.974199687961089,5.38133163496854,4.015578205791246,6.090071588754654,3.3076702393591404,6.764595091342926,3.8186514377594,5.415548086166382,2.7966890409588814,-5.974199687961089,-5.38133163496854,-4.015578205791246,9.98252023747428,8.083920973349226,6.727979621734471,49.364501953125,2.164715185964276,5.541959168267965,1.3888191447956053,1.541187915647682,3.298832875193166,4.1906682328241,6.001201808452606,4.650970697402954,1.7627313733100891,6.24657940864563,4.756196141242981,1.7827599793672562,5.755824208259583,4.545745253562927,1.742702767252922,-2.164715185964276,-1.3888191447956053,-1.541187915647682,11.476097904457628,6.5012903915414535,9.606754934812026,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,1,1,speech_LH_STG,speech,0.5173254291207704,44.53309285245333,0.5557073928489746,0.3891428954910137,-0.2833523934478638,-0.3326096324508717,0.8257169540352969,0.6172383233272061,1.0,19.63222882455561
2314,p5,langfroi12345,0.6934308233791882,0.4258116476790704,0.4316869798071415,0.7029987542176259,"[    -4      5    -10     32    -40    -44    -46     52    -69    -71
    -79    -81     82     88     94    -95   -110   -129    204    366
    383    389   -424   -451    669  -1024   1820   1916  -3989   6277
   8071  10042 -22270 -32768]",2314,2314,2.062249030346672,42.418216705322266,5,5,1,129,STSdp,49.571739196777344,6.42749878554753,6.070461150429611,4.592633977030897,4.188442341983318,1.5072995349764824,4.731914162635803,2.141616463661194,3.6449705213308334,0.8729826062917709,-6.42749878554753,-6.070461150429611,-4.592633977030897,5.138220026566566,7.044549569725737,2.172813149460948,42.43129348754883,3.6839661034365623,2.2029341259493886,2.439054313041558,3.473365082005857,2.692138674541738,0.4635985609372062,3.384024456143379,1.6973614990711212,0.7754346784204245,3.835773527622223,2.1218448281288147,0.5373662114143372,2.9322753846645355,1.2728781700134275,1.0135031454265118,-3.6839661034365623,-2.439054313041558,-3.473365082005857,5.232889940644976,3.962104604944254,4.390070095273609,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0.449196335279456,37.70759112223509,0.5898672420232047,0.2246129177507053,-0.4099102831087824,-0.3728027597351416,0.5417361324168226,0.2034250405752281,0.0,18.395828274015543
2459,p5,langfroi12345,0.726606130201158,0.4471903989217399,0.4700884325293771,0.7638114271596311,"[    -4    -16     32    -40     49    -71    -79    -81     82    -90
     94    114   -119   -129   -159    221   -366    423    424    580
   -780   1589  -3989   5929   8071 -32768]",2459,2459,1.4432065167091788,31.40314483642578,4,4,0,176,STSva,30.066333770751957,6.624072989462344,6.585052809940144,4.19827616265608,2.3679717779159546,0.3389895297586918,2.870618164539337,0.6393647827208042,1.865325391292572,0.0386142767965793,-6.624072989462344,-6.585052809940144,-4.19827616265608,1.9910457346190755,4.279871298999895,0.1399432822879378,41.35100936889648,4.503809914800459,3.6978017978930913,6.337497303594034,2.3394221061407388,4.2215132309524686,1.983756498002529,3.423464559018612,1.3605945222079754,0.1492152549326419,3.972535192966461,1.643254816532135,0.3537672832608223,2.874393925070762,1.0779342278838158,-0.0553367733955383,-4.503809914800459,-6.337497303594034,-2.3394221061407388,6.355123690803808,10.243994475631672,2.9347845909042563,1,4,lang_LH_AntTemp,lang,1,4,lang_LH_AntTemp,lang,1,4,lang_LH_AntTemp,lang,1,4,lang_LH_AntTemp,lang,0,0,,,0.4508270914960922,37.8779813942702,0.44725238393942,-0.1338569673595807,-0.4568146828062227,-0.2306382101013731,0.3522761408571357,-0.1375950938553212,15.0,7.184516661925651
3149,p5,langfroi12345,0.592490669617274,0.464667939147581,0.4664061116127357,0.5947069855733071,"[     5     15     32    -35    -39    -40    -44     56     60    -69
    -71     77    -79     81    -82    -94   -105   -110    114   -126
   -129   -319    366    389    424   -451    549    692    975  -1024
   1169   1216   1290  -1364  -1385  -1618  -1770   1820   1907   1916
  -3305   3863   4033  -4144   5643  -5865   5948   8071  10042  11116
  13056 -27693 -32768]",3149,3149,1.4730403675527002,37.62042999267578,5,5,1,139,TPOJ1,43.55879592895508,6.463727290976874,5.005470611350619,4.936976695906095,2.632392913103104,1.3917744476348162,2.7791434824466705,1.687274768948555,2.4856423437595367,1.0962741263210771,-6.463727290976874,-5.005470611350619,-4.936976695906095,8.671837250235733,9.248995267718795,4.799933366291612,43.62120056152344,0.9172343330739806,3.715747221188967,0.4667269780274264,0.8963048196734675,2.3234170432953465,3.0069673849515413,2.6082707345485687,2.216018870472908,0.9141607210040092,2.7934436798095703,2.4441307187080383,1.158739134669304,2.423097789287567,1.9879070222377777,0.6695823073387146,-0.9172343330739806,-0.4667269780274264,-0.8963048196734675,7.526228306501942,5.082935148636789,5.338363148284976,1,5,lang_LH_PostTemp,lang,1,5,lang_LH_PostTemp,lang,0,0,,,0,0,,,0,0,,,0.7298068920862468,61.50669418588296,0.4842100775038668,0.57319731037761,-0.1483509624618865,-0.4229058895434739,0.381620692397803,0.5447506993673341,2.0,33.140145298718814
