,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Feature Intersection,Feature Union,Feature Mean,Feature Std,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,Participant
0,121,langfroi12345all,-0.07979266633586743,-0.12441240023947263,-0.0803033578801813,-0.12520866841457848,0.6413562167619962,1,25,6.6,9.264987857520374,60220.0,100000.0,6.758553058109736,0.4423793006094207,-0.0437291268951709,45,p3
1,684,langfroi12345all,-0.0606053626194504,-0.08623650709933224,-0.06194524993410143,-0.08814305788837291,0.7027808135786576,2,31,8.4,10.32666451474047,22420.0,1000.0,11.600527837938364,0.3268521922016944,0.3237716059960174,STSvp,p3
2,744,langfroi12345all,0.023576864025743337,0.03433080125220936,0.026630674938734764,0.03877752391224011,0.6867554256172814,1,8,2.8,2.2271057451320084,60400.0,100000.0,5.320196292013276,0.5024865491753046,-0.0900265940150254,IFSp,p3
3,1006,langfroi12345all,-0.07363041889259338,-0.17920681047924034,-0.07445573565840777,-0.18121552355545395,0.41086841898300996,1,2,1.6,0.4898979485566356,62020.0,100000.0,3.4411445140134487,0.2359370267879329,0.048898593677626,8C,p3
4,1160,langfroi12345all,0.1163166715394676,0.215970786922509,0.11721816507689661,0.2176446335526375,0.5385759490759386,2,4,2.4,0.8,8200.0,10000.0,8.35114190473498,0.3689877712207524,0.1302678384046259,45,p3
5,1236,langfroi12345all,-0.04296390413082928,-0.09269659347794118,-0.04345051582976619,-0.09374648053430851,0.46348956869761687,1,10,3.2,3.4292856398964493,42220.0,10000.0,5.963765765589969,0.3962243882515286,0.0298274822190828,A5,p3
6,1350,langfroi12345all,-0.09920172705488466,-0.39741941742528375,-0.09952325930318386,-0.3987075316809137,0.24961469597427238,1,15,4.8,3.867815921162743,42220.0,10000.0,4.834671594034612,0.0589451142024695,0.0187827937344037,A5,p3
7,1518,langfroi12345all,-0.13510470775972042,-0.30588064637096263,-0.13648869380782797,-0.3090140275386746,0.44169093194562425,1,10,3.0,3.521363372331802,80200.0,100000.0,6.155854335070614,0.1938569914424297,0.2308385139871366,STSvp,p3
8,1669,langfroi12345all,-0.07452104263944695,-0.12159732538407221,-0.07607952928862517,-0.12414033607574687,0.6128510014843493,1,2,1.4,0.4898979485566356,82000.0,100000.0,11.502779464872972,0.2888934884853563,0.2637318841649302,PGi,p3
9,1747,langfroi12345all,0.07450158251844517,0.1816287708024616,0.07484486625676533,0.1824656685074483,0.41018601947965977,1,25,6.4,9.308061022576078,80020.0,100000.0,4.5657806315102745,0.3547714655579977,0.0385588186912529,A5,p3
10,1749,langfroi12345all,-0.05973351624448825,-0.09401209975304482,-0.05988149894165928,-0.09424500357258936,0.6353811520155269,1,9,3.4,2.416609194718914,42400.0,10000.0,5.562705912411216,0.3416071180502034,0.2663448788158382,A5,p3
11,1913,langfroi12345all,0.025680805815315476,0.03622791379316451,0.025861027385760856,0.03648215236981657,0.7088679177590662,1,8,2.8,2.638181191654584,62200.0,100000.0,10.313544031253324,0.2840460592870379,0.4784990703341819,PFm,p3
