,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Feature Intersection,Feature Union,Feature Mean,Feature Std,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,Participant
0,268,langfroi12345all,-0.1441096009002136,-0.4230938821477093,-0.14467673083735344,-0.4247589287878206,0.3406090396974884,1,1,1.0,0.0,100000.0,100000.0,2.3316003795909874,-0.0829319567320013,0.0587274762485874,47l,p4
1,290,langfroi12345all,0.11666205153316508,0.2148032484466807,0.11843327192391705,0.21806449654448534,0.5431112070082282,1,21,8.2,5.230678732248808,280.0,100.0,7.387165601518174,0.2898930809135816,0.1984137341551368,STSdp,p4
2,331,langfroi12345all,-0.12313200824606793,-0.3552054908712378,-0.12451923947568742,-0.35920731100629305,0.34665006991883285,1,30,7.6,10.287856919689348,40240.0,1000.0,8.28865869954548,0.0637165766218425,0.2055338838554909,STSda,p4
3,363,langfroi12345all,0.023213302621043725,0.042443495394912246,0.023624038616142335,0.04319449027061291,0.5469225002572793,1,11,4.8,2.5612496949731396,262.0,100.0,2.953909561832273,0.3810352079215273,0.0935451028182378,55b,p4
4,556,langfroi12345all,0.2741705575299698,0.49460465796116965,0.2867743484935789,0.5173419415511062,0.5543226354966806,3,70,23.2,21.40467238712146,46.0,10.0,5.831332845840725,0.1072619424342363,0.0702085989356627,TPOJ2,p4
5,685,langfroi12345all,0.29472248277666485,0.47973538772726093,0.2970500330540228,0.4835240645334656,0.6143438452037239,7,111,43.8,25.1745903640953,62.2,100.0,5.692113754632012,0.1382825336851855,0.4987156275346276,STSdp,p4
6,768,langfroi12345all,0.012029483629200107,0.022397121431989655,0.012695255668605672,0.023636690616521756,0.5370995404801654,1,115,27.8,41.05800774514029,60022.0,100000.0,6.634231341802064,0.049622219381849,-0.0665509773031579,STV,p4
7,769,langfroi12345all,-0.008515786228184547,-0.018861631594747658,-0.008535030728597522,-0.0189042562764022,0.4514872525956828,1,10,3.8,3.3105890714493698,2420.002,1000.0,5.493219738464568,0.3144099318090156,-0.0155490316718671,STV,p4
8,1000,langfroi12345all,0.08003649511461357,0.1848577676664074,0.08074847460043877,0.18650220422232416,0.4329625750920387,1,1,1.0,0.0,22060.0,100.0,4.077822233239404,0.1883764965607372,0.0694360301071105,55b,p4
9,1125,langfroi12345all,-0.2907372180451372,-0.8606889480468549,-0.29167538635110235,-0.8634662708051222,0.33779592349233906,1,4,1.6,1.2,60040.0,100000.0,2.101953058048591,0.2013205315488208,0.000696161830202,47l,p4
10,1159,langfroi12345all,0.07511926364638133,0.19081337554663347,0.07625539158219914,0.19369929849053694,0.39367923465104626,1,12,5.6,3.2,20620.0,1000.0,1.9984302504316311,0.0245104225594223,0.106238450398938,IFSa,p4
