neuroid,participant,dataset,NC Normalized R,R,R Fischer,NC Normalized R Fischer,feature_indices
111788,p3,abstract,0.6873650536377439,0.4868476008379305,0.4959649281460483,0.7002375257694561,"[    16     40    -44    -79    -82     86     90    -94    119    199
    389    413   -423   -424   1469 -10042  26050 -32768]"
102947,p3,abstract,0.6692499606318778,0.4055064190052073,0.4111060981001727,0.6784917009304663,[    40    -71    -79    -94    389 -32768]
157022,p3,abstract,0.654181352077821,0.4744820144174629,0.4859669239984367,0.6700159115550589,"[     0      3     -4     -7     15     16    -21     32     38     40
    -46     56     64     69    -72    -77    -79    -82     86     87
    -94    107   -110   -124   -129    135    152    199    210    224
    262    267    274   -307    319   -355    365    366    389    413
   -423   -424    445    450   -461    462    469    496   -510    524
    539   -544   -607    754    777    807    861    883    884    921
    955    967  -1016  -1035  -1086  -1142   1158   1273   1299   1378
  -1457   1469   1475  -1614  -1619   1622  -1643  -1694   1795  -1819
   1820  -1897  -1916   2031   2503  -2611   3053   3538   3639   3989
   4144  -4504   4665   4785   5002   5126   5607   5913  -5948  -6118
   6266   6470   7031   7142   7287   7544  -7615   9401 -10042  10706
  13726  16067  20000  23418 -26050 -26970  27693 -28073 -28904  28911
 -30424 -32768]"
71731,p3,abstract,0.6230156385101833,0.3637827400933811,0.3732474091696581,0.6392248650565848,[   40    44   -52   -71   -79  -199   389  -669 -6272 32768]
5837,p3,abstract,0.6174508959077123,0.4380615223328122,0.4427168662525312,0.6240126369587905,"[   -5    40   -44   -52   -71   -79   -94   105  -199   375   389  -669
  -692 -1916 -6272 32768]"
157021,p3,abstract,0.590479981480631,0.4335744977156427,0.4454284216432618,0.6066237003066489,"[    16    -21     40    -44     64    -71    -79    -82     86    -94
    107    119    199    389   -424   1469   4785 -32768]"
106787,p3,abstract,0.5873714968403257,0.3727646795325958,0.3795736088408294,0.5981004398417707,[    40    -44    -52    -71    -79    375    389   -424  -6272 -32768]
63743,p3,abstract,0.5840545239367604,0.4084804432808536,0.4197744037358333,0.6002028825801102,"[    -5     40     44    -52    -71    -79    -94   -199    375    389
   -424   -669   -692 -23386  26050  32768]"
38765,p3,abstract,0.5767155614068611,0.4019008362645088,0.4114777443579213,0.5904581352690346,"[    16     40    -52    -71    -79     86    -94   -199    389   -424
 -23386  26050  32768]"
21144,p3,abstract,0.569962627381357,0.4255329688673699,0.4393805144953415,0.5885101526410551,"[    16     40    -44    -71    -79    -82    -94    107    119    199
    319    389   -423   -424   1469   4785 -22270  26050 -32768]"
157252,p3,abstract,0.5607430432202498,0.3508289533875317,0.3718531975057113,0.594346879261715,[    40    -52    -71    -79    -94   -199    389   -424  26050 -32768]
38766,p3,abstract,0.5552355184197136,0.4102787054431725,0.4190526103274785,0.5671093582324349,"[    -5     40    -44    -52    -71    -79    -94   -199    389   -424
   -669   -692 -23386  26050  32768]"
157253,p3,abstract,0.5393399680185008,0.3502133686007725,0.3674993457269381,0.5659609345099957,"[    16     40    -52    -71    -79     86    -94   -199    389   -424
 -23386  26050  32768]"
129127,p3,abstract,0.5326381569640478,0.3044403048372128,0.3131609013052145,0.547895408899948,[   40   -52   -71   -79  -199  -383   389  -424  -669 26050 32768]
5838,p3,abstract,0.5289469923638443,0.3220681372520786,0.3251414001440014,0.5339943502841146,[   40   -71   -79   -94  -199   389 26050 32768]
157024,p3,abstract,0.5276052034949029,0.3333138114870341,0.3427637204547749,0.5425635429699148,"[    -4     16    -21     40    -44     64    -79    -82    -94    107
    199    389   -423   -424    884 -22270 -32768]"
139205,p3,abstract,0.5265528083915474,0.301272433002649,0.302939324428633,0.5294661395346857,[   16    40   -71   -79   -94   389  1916 32768]
28979,p3,abstract,0.4919599892026699,0.3140163662032038,0.3267848547035915,0.5119639958114217,"[    40    -52    -71    -79    -94   -199   -383    389   -424   -669
 -23386  26050  32768]"
16232,p3,abstract,0.4877319066481811,0.3023701564619126,0.304977848915297,0.4919381908500464,[   40   -71   -79   -94  -199   389 32768]
139203,p3,abstract,0.4871231048028585,0.2987237521812365,0.3013300306504381,0.4913731132157419,[   40   -71   -79   -94   389 32768]
125881,p3,concrete,0.7164395435453507,0.414388271920274,0.4325399684945383,0.7478221720835,"[   16   -40    49   -69    77    79    86  -105  -114   389  -507  -669
  1589  1820  5948 32768]"
61387,p3,concrete,0.6652879816937787,0.4097968411173118,0.418544433059324,0.6794893302740037,"[   -7    16   -40    44    49   -72    79    86  -105   121   199   389
  -507  1589  1820  5948 32768]"
21070,p3,concrete,0.6591390566231224,0.3997808557833119,0.4048812316714776,0.667548306097467,[    -3    -40    -44     49     79   -507  -6272 -32768]
61388,p3,concrete,0.6546415879514083,0.4030864577063182,0.4152819159441436,0.6744478949953969,"[   16   -40    49    77    79    86   366   389  -507  1589  1820  5948
 32768]"
61389,p3,concrete,0.640941045505193,0.3847998545907707,0.3914024799608273,0.6519386941718323,"[    -3    -10     16    -38    -40     49    -69     79     86     88
    366   -383    389   -507   1304   1589   1820 -32768]"
125885,p3,concrete,0.6098088951314098,0.3786064641878449,0.380085206082507,0.6121906557357957,"[    -7    -10     16    -21     35    -38     40    -44     49    -52
    -56     60    -71    -72     77     79     87     88     90    119
    121   -124    132   -143    157   -160    193    199   -210    229
    231   -238   -307   -325   -355   -366    389    424   -462   -507
   -539   -549    550   -578   -607   -669   -787    863    925    938
    963  -1024  -1282   1294  -1364  -1378   1385  -1390   1406  -1491
   1589   1614   1694  -1770  -1818  -1819   1820   1846  -2335  -2394
  -3254  -3468   3542  -3863  -4241  -4409  -4442   4665   4803  -4930
   4978   5190  -6118   6132  -6272   6277   7220   7728 -13726  15615
 -22270 -26050  28875  30158 -32768]"
125884,p3,concrete,0.6075869326993947,0.3873718478436402,0.3973988331425655,0.6233141087342804,"[    -3     -7    -10     16    -40    -44     49     64    -71     79
     88    389   -507   -669   1589   1820  -6272 -32768]"
31244,p3,concrete,0.603397789443905,0.4255194511239164,0.4304533938947458,0.6103942502479828,"[   -5    -7    16   -40   -44    49    64   -72    77    79    88  -105
   121   149   199  -383  -424   467  -507  -869 -1142  1589  1596  1614
 -1819  1820 -1916  2044 -4557  4785 32768]"
5102,p3,concrete,0.5998338945718119,0.4040423903333579,0.4123457719735338,0.6121609420957944,"[    -7    -10     16    -40     49    -72     79     86     88   -105
    199   -383    467   -507   1589   1820 -32768]"
54295,p3,concrete,0.5899361520841886,0.3477444474831964,0.3571571269866679,0.6059044298446783,"[   -40     46     49     94    101   -159    375   -383   -424   -669
   1128  -1916 -10042 -23386 -32768]"
135273,p3,concrete,0.5832058445567117,0.383864164714829,0.3900635969707128,0.5926246584416983,"[   -7    16   -40    49   -72    79    86  -105   121   199  -507 -1142
  1589  1820 32768]"
54293,p3,concrete,0.5790826860487617,0.3300915774648466,0.3334581817964003,0.5849887509479399,[   -40     94    375   -669   1128  -1916 -23386 -32768]
96736,p3,concrete,0.5718153841025864,0.3861467432025124,0.3963381890707625,0.5869071222469578,"[   16   -40    79    82    88  -105  -383   389   467  -507  1304  1589
  1820 -6272 32768]"
115952,p3,concrete,0.571728085873463,0.3262964426374118,0.3302109326358637,0.5785869527856979,"[   -40     46     49     94    101   -159   -383    423   1128  -1916
  -6272 -23386  32768]"
