,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Num Features,Average Num Features Agree Direction,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,R Fischer SEM,NC Normalized R Fischer SEM,Participant
0,2467,ghost_additional,0.2518907200389381,0.40782407287145556,0.256040464167236,0.41454272273483783,0.6176455407975218,10,8.4,1000.0,1000.0,-0.3483442711786986,0.0991216042179986,-0.1181339984741436,TGd,0.05723596635034217,0.09266798279873832,p3
1,4936,ghost_additional,0.1416421883527328,0.2484137237462263,0.14434043998609042,0.2531459489655762,0.5701866475679547,10,8.6,10000.0,10000.0,5.741484390011308,0.0639855524602931,0.0400310098017963,45,0.06956612229529502,0.12200587753504724,p3
2,5129,ghost_additional,0.367700483703321,0.5645384062590203,0.3689216117063003,0.5664132301637841,0.6513294394617564,10,7.0,100.0,100.0,5.182289459287251,0.1006720586179159,-0.1096426716554955,PHT,0.026584138607450458,0.04081519580846672,p3
3,5133,ghost_additional,0.3892372694421458,0.6206860172976207,0.3912680775959566,0.6239243871142904,0.6271081651506021,10,8.4,820.0,1000.0,3.998210066665736,0.1225912557372682,-0.036337472541668,STSvp,0.03251819558294178,0.051854205366840385,p3
4,5907,ghost_additional,0.02068482556906396,0.034821665835732436,0.02092486840595285,0.03522576358480446,0.5940217124201483,10,7.4,82000.0,100000.0,0.4779586050712309,-0.0650725884679395,0.037395044344319,i6-8,0.05338197349151211,0.08986535740255118,p3
5,6194,ghost_additional,0.2177398680534583,0.35062703715790977,0.22385279986971696,0.36047070607460474,0.6210013632103223,10,5.2,10000.0,10000.0,2.431968835721619,0.064260164838099,-0.0983694813821791,9a,0.07198443283137962,0.11591670662242935,p3
6,7333,ghost_additional,-0.08903551740570667,-0.14989248775370057,-0.08942345212026014,-0.15054558104887933,0.5939958615671755,10,4.8,100000.0,100000.0,0.2630073707848747,0.0391269873654642,0.0180241545747063,7PL,0.03065325801580833,0.05160517101067669,p3
7,7491,ghost_additional,-0.050564985775641225,-0.0886315372115298,-0.05114007371348927,-0.08963956533971797,0.5705078278735234,10,3.8,100000.0,100000.0,2.2225162691083926,0.0885329757722847,-0.0369660093320297,2,0.06009646751367216,0.1053385502836519,p3
8,9250,ghost_additional,0.18985496352121406,0.3300995365911717,0.1928726625291673,0.3353463893761698,0.5751445926940196,10,7.4,6400.0,10000.0,0.619900920102475,0.0517846582292354,-0.0625446236353555,45,0.06099287768877415,0.10604790249888123,p3
9,9458,ghost_additional,0.2038490758999433,0.355206627500007,0.20844743485406925,0.3632192592419887,0.5738887174900454,10,6.4,2440.0,1000.0,7.451416335461598,0.076374987039425,0.1018922883216117,PHT,0.07366467694912848,0.128360559641785,p3
10,9484,ghost_additional,0.2585983304571976,0.44176341105215444,0.25957950204155994,0.44343954602630153,0.585377430514877,10,6.8,2800.0,1000.0,7.722718719991461,0.0821519635696748,0.0940511259836948,PHT,0.030078613770932794,0.051383282311510924,p3
11,13823,ghost_additional,0.06870143169666498,0.11371514163732847,0.06967313512429947,0.1153235126737693,0.6041537714983846,10,5.8,6400.0,10000.0,3.960791703473876,0.1201880749503522,-0.1298210175795861,STV,0.05939035211398987,0.09830337062482224,p3
12,16126,ghost_additional,-0.18774982293255402,-0.3293633297997116,-0.1880038253542694,-0.3298089178811631,0.5700386349832148,10,5.6,100000.0,100000.0,-0.5463499538426753,-0.0113774235316085,0.0509467043841885,7PL,0.01823555932291704,0.03199004103196268,p3
13,18854,ghost_additional,0.18263986834827528,0.3104940783808179,0.1841455327341861,0.31305375979146544,0.5882233545345407,10,3.2,8200.0,10000.0,-0.059913228578967,0.1193353032399979,-0.0866532327287877,TE2a,0.04414569291690559,0.07504920125423777,p3
14,21145,ghost_additional,0.2595252609262443,0.39409477967973267,0.2703369338366224,0.41051254124320413,0.6585351400420771,10,5.8,2620.0,1000.0,9.737137196516764,0.1164389932689237,0.0492131653225318,PHT,0.09083755449921216,0.1379388114253221,p3
