,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Num Features,Average Num Features Agree Direction,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,R Fischer SEM,NC Normalized R Fischer SEM,Participant
0,1,ghost_additional,0.07783273809158424,0.13595746136310538,0.07885029072266897,0.13773491229079654,0.5724786069939491,10,3.2,46000.0,10000.0,-0.6798478861272494,0.0943558008733745,-0.0923103744511614,7PL,0.061517363497180205,0.10745792549385241,p1
1,420,ghost_additional,0.09116548708582736,0.15457493552253632,0.09265701067013189,0.15710387678357693,0.5897818218564669,10,7.2,28000.0,10000.0,3.359789589619743,-0.0430589707278793,-0.048302932558474,PCV,0.07062816273033827,0.11975303427972861,p1
2,436,ghost_additional,-0.07395068291080314,-0.11529628540636205,-0.07496887219187637,-0.11688374122593728,0.6413969248893299,10,6.6,62200.0,100000.0,1.2606822984012862,0.0211615641565374,-0.0468237257364766,TGd,0.06965219691957587,0.1085945289363432,p1
3,588,ghost_additional,-0.01564636826543122,-0.026318798443354666,-0.01630822665004991,-0.027432112225014113,0.5944940191364181,10,2.6,62200.0,100000.0,-0.120396825678285,-0.0684823605280132,0.0164975289833907,Unknown,0.061334033196792995,0.10317014338662123,p1
4,671,ghost_additional,0.15168473596310408,0.23442148677925806,0.1529337936780541,0.23635184559059494,0.6470598665980535,10,4.8,10000.0,10000.0,-1.1972710313618853,-0.0183743574033751,-0.0828483746701634,7PL,0.04987891789594465,0.07708547612168455,p1
5,818,ghost_additional,0.2135761497593994,0.3456676477963433,0.2156983527962528,0.3491023802452697,0.61786560333593,10,5.8,8200.0,10000.0,3.893431314234611,0.0890438676419753,-0.1321489328276461,PHT,0.04951276664904572,0.08013517240921067,p1
6,1057,ghost_additional,0.023953693041110398,0.04150350326130965,0.02609263271379949,0.045209549319795886,0.5771487021299352,10,3.4,46000.0,10000.0,-3.4924108685317967,0.120416848231995,-0.0085230806461445,AIP,0.10427627840578413,0.18067489023358854,p1
7,1110,ghost_additional,0.1332219456064347,0.2281805000085198,0.13363203156705622,0.22888288893637357,0.5838445686702433,10,5.0,10000.0,10000.0,0.9927042215165276,-0.0670898245769165,0.035365333983556,9m,0.028728738483309257,0.04920614153993323,p1
8,1224,ghost_additional,0.05004529867495955,0.08468262334483205,0.05034258596795789,0.0851856689560031,0.5909748269272728,10,5.8,28000.0,10000.0,7.658107780353053,-0.0208841239374103,0.0150632522811602,PGi,0.0392697985919809,0.06644919005461052,p1
9,1303,ghost_additional,0.013141670309615239,0.022503343736540858,0.01363916464517309,0.023355235906735477,0.5839874493085149,10,6.8,46000.0,10000.0,0.5913089319867842,-0.1254102695334484,-0.09285248957821,POS1,0.054121876690248094,0.09267643808840836,p1
10,1622,ghost_additional,0.025835079249577807,0.04499000470340493,0.02652122080464755,0.04618487279308938,0.5742404211756519,10,5.4,62200.0,100000.0,2.8088203157904936,0.0368554799865674,0.003444147803251,10r,0.06897560076339729,0.12011624089816318,p1
11,1667,ghost_additional,0.12251373866578733,0.21506880270856638,0.12351325325598272,0.216823417403572,0.5696490477598567,10,6.4,4420.0,1000.0,6.824695706969778,0.0161984772370201,-0.1222560417443922,TPOJ3,0.04355680355486655,0.0764625232433084,p1
12,1855,ghost_additional,0.3357522143014674,0.5393024368035215,0.3409542615926095,0.5476582321221523,0.6225675824709624,10,7.0,1000.0,1000.0,3.3008977742473813,0.0414271556031681,0.0750827041259112,9m,0.05762866724172072,0.09256612272195945,p1
13,1940,ghost_additional,0.18863761747518176,0.31671726377849146,0.1927589828826354,0.3236369205911194,0.5956025738057424,10,7.2,22600.0,1000.0,0.8129461160552222,-0.1344569302994901,-0.0946526297834728,PCV,0.06822080402667716,0.11454081467573976,p1
14,2299,ghost_additional,0.33430946303275955,0.5836867669248952,0.33522579406994873,0.5852866327967071,0.5727549123548593,10,4.6,460.0,100.0,-2.4141316099451564,0.1292578621493733,-0.125910298583158,FST,0.024284447029196965,0.04239936926835322,p1
15,2302,ghost_additional,0.2068472400124083,0.3287001652623855,0.21289118497642961,0.33830457530136593,0.629288518450522,10,7.0,640.0,1000.0,5.151181768138144,-0.0028463512100743,0.0557819230323112,PGi,0.07637438823682957,0.1213662509287217,p1
16,2857,ghost_additional,0.21150141605720174,0.34338620717294016,0.2196688080734247,0.3566464955399308,0.6159286879879917,10,6.8,8200.0,10000.0,-1.042871475461605,-0.0624264308414943,-0.1111380683506569,7Am,0.09549299504797781,0.15503904414635672,p1
17,2890,ghost_additional,0.19193543343273478,0.3332055018692675,0.1960752753387952,0.340392387976213,0.5760272035005,10,3.8,8200.0,10000.0,0.7470605711451189,-0.0824902942972801,0.0828810241048216,STSvp,0.06658660367356994,0.11559628307296106,p1
18,3169,ghost_additional,0.16882952785313762,0.28308472686836617,0.1752997083258889,0.29393359492603865,0.5963922169903677,10,3.0,6400.0,10000.0,0.7643768739395869,-0.0845779148694477,-0.1077923823779147,PGp,0.08981895837187856,0.1506038405818586,p1
19,3276,ghost_additional,0.17063488090089646,0.29940452068757717,0.17221456903028398,0.30217632071297656,0.5699141766765461,10,5.2,8200.0,10000.0,4.902620929765783,-0.0368172216481355,-0.04732257094723,TE1a,0.04899860405788101,0.08597540833887711,p1
20,3411,ghost_additional,-0.08525827909041797,-0.14870718988562473,-0.08582881746148312,-0.14970232090149996,0.5733299052721844,10,6.8,100000.0,100000.0,-1.0034934906300603,-0.1034100276356245,0.0826389230950621,9a,0.04369765693511822,0.07621729920816368,p1
21,3416,ghost_additional,0.06359519767977873,0.11107801174244436,0.06437656314354806,0.11244277709150008,0.5725273317570391,10,5.6,64000.0,100000.0,3.079153572740637,-0.0185813679074716,-0.1339051665748757,9-46d,0.048494913083948196,0.08470322794043966,p1
22,3738,ghost_additional,0.27934966029456143,0.4554229358773011,0.28101739771260054,0.45814184332252555,0.6133851378311415,10,8.4,1000.0,1000.0,5.78413465848069,0.0405085640712927,-0.1316792340303363,TPOJ3,0.037721795457114404,0.06149773304011618,p1
23,3739,ghost_additional,0.3978121344897803,0.6338624165639963,0.4021499278198765,0.640774131728986,0.6276001291356201,10,8.2,460.0,100.0,6.901333483281651,0.0448647291990482,-0.023994508974431,TPOJ3,0.04704613285580489,0.0749619553466321,p1
24,3741,ghost_additional,0.2953526815357049,0.4461502123917839,0.2991638741055708,0.45190727667733743,0.6620027814227349,10,7.0,820.0,1000.0,1.814088669395774,-0.012261830953518,0.0196608610192554,TPOJ3,0.05457511410125432,0.08243940302481041,p1
25,4051,ghost_additional,0.13281354116951102,0.22760143790111334,0.13367193141609274,0.229072453978856,0.5835355979922012,10,3.6,8200.0,10000.0,-0.8030142034498704,0.0194836132881703,-0.111585236499449,6a,0.1285276522378826,0.22025674642663415,p1
26,4094,ghost_additional,0.27256159780663997,0.42576969358265143,0.27373228141117034,0.4275984236884117,0.6401620451497205,10,6.8,1000.0,1000.0,2.162385098223914,0.0267152349805404,0.1181419086802881,8BL,0.03016256329821637,0.0471170753198309,p1
27,4204,ghost_additional,0.3493642558754752,0.47321739497344023,0.3588893819140886,0.4861192739006105,0.7382743313886075,10,7.2,100.0,100.0,9.25583601923945,0.1203084599415226,0.0427490616803969,PFm,0.07517660355403644,0.10182746488373509,p1
28,4205,ghost_additional,0.34435578922242804,0.4715796098837809,0.3474673051674036,0.4758406896199225,0.7302177235934635,10,5.4,1000.0,1000.0,9.83280989598728,0.1181458849542794,-0.1222826406768482,PFm,0.04339361177583578,0.05942558003425626,p1
29,4321,ghost_additional,0.08534475810918489,0.14832588054208953,0.08599510577704784,0.14945615957306246,0.575386829306347,10,4.2,80200.0,100000.0,0.7868003177750049,0.0022230995445479,0.0997407701630388,PI,0.042019276266527364,0.07302787294798417,p1
30,4331,ghost_additional,-0.011358830120468507,-0.01848267634083594,-0.01284107850632841,-0.02089453714710048,0.6145663058207709,10,5.4,82000.0,100000.0,2.783161578043698,0.05918978214788,-0.051691920072087,Pir,0.08919865204814963,0.14514081101309692,p1
31,5103,ghost_additional,-0.012036112222095722,-0.01940584934666974,-0.012041972279839053,-0.01941529753023861,0.6202311482007486,10,5.4,80200.0,100000.0,-2.559269594100578,0.0578682301070663,-0.0392476692118935,FST,0.020885943524780348,0.0336744511870601,p1
32,5112,ghost_additional,0.22133427875116496,0.35730240262507057,0.22372723958449015,0.3611653860723658,0.6194592511134566,10,6.0,1000.0,1000.0,7.245910758401112,0.0988861488411909,-0.1325934795387214,PGi,0.04851131210386189,0.07831235390651523,p1
33,5114,ghost_additional,0.28365308191434846,0.4056761214917422,0.29211874783254876,0.41778358209947625,0.6992106926858459,10,5.8,4600.0,1000.0,4.8179263396265295,0.1348071452864353,-0.1346955707211601,PGi,0.0810961005147316,0.11598235176184288,p1
34,5125,ghost_additional,0.3293279121701672,0.5437773217663938,0.3402375204888381,0.5617909713047964,0.6056300970779472,10,5.8,1000.0,1000.0,1.0294467731022316,0.0671823883125131,0.1043292161203594,PHT,0.08856411110231688,0.1462346596208185,p1
35,5421,ghost_additional,-0.20886366737612566,-0.36365846838843857,-0.20976501937873782,-0.36522783798185143,0.5743401722547811,10,5.0,100000.0,100000.0,1.363335480576308,-0.1022227953442686,-0.0833255961860049,POS1,0.031690635621981295,0.055177466513561445,p1
36,5507,ghost_additional,0.14978039000687624,0.2560852260748565,0.15019885670917635,0.2568006945020545,0.5848849318745697,10,7.0,6400.0,10000.0,3.082067605956896,-0.1309384092056195,0.0296589028676197,STSva,0.02432101889896257,0.04158257047418395,p1
37,5516,ghost_additional,0.16518194613813614,0.27152278471250507,0.16583623888232576,0.27259829806050123,0.6083539041227601,10,6.2,8200.0,10000.0,6.742804329997103,0.0767554175328291,-0.0710558304250105,STGa,0.031207942965009144,0.051298993486383004,p1
38,5556,ghost_additional,-0.029353040064490143,-0.048375392183281,-0.03162485377734535,-0.05211946363500356,0.6067762707386347,10,5.8,100000.0,100000.0,2.674556338211137,0.0494594017362094,-0.102779734710971,PeEc,0.09399790142117811,0.15491360811910715,p1
39,6267,ghost_additional,0.20108019467542185,0.3370087438198888,0.20473336413296234,0.34313142562768295,0.5966616545204159,10,5.0,10000.0,10000.0,4.320059994691027,0.1089066980782427,-0.0522904341392568,PSL,0.07390254759575238,0.12386005877175683,p1
40,6562,ghost_additional,0.07718699382757313,0.13406045235458286,0.07983212311571745,0.13865458423251473,0.5757625942020365,10,3.6,82000.0,100000.0,2.348137364801422,-0.0973087338498136,-0.007004671074924,8BL,0.07410154515159538,0.1287015618899219,p1
41,6606,ghost_additional,0.07591640013921777,0.11848016959943934,0.07728210186480469,0.12061157429951805,0.6407519536465706,10,5.0,80200.0,100000.0,2.761029737526384,0.0293662013974869,0.047950700027569,9m,0.09362007296287636,0.14610969569437446,p1
42,6934,ghost_additional,0.06395382135297484,0.10361282882711952,0.0640979727682775,0.10384637133643272,0.6172384450547462,10,8.8,22600.0,1000.0,8.211785945786641,-0.0223383102596847,-0.0634868177308431,PCV,0.024496417341225873,0.03968712178816592,p1
43,7798,ghost_additional,-0.11133049986266812,-0.19231072545531397,-0.11183402481050396,-0.1931805073041569,0.5789094685129108,10,4.6,100000.0,100000.0,-0.4126262047380507,-0.0595659680502082,0.0884023677851948,V6A,0.035962594131088155,0.06212127471928906,p1
44,7841,ghost_additional,0.1225797287045759,0.20306308423185193,0.1256187447655638,0.20809745639840824,0.6036534369024834,10,6.6,8200.0,10000.0,6.623774783976925,0.0712441286756936,-0.0271517509718422,7m,0.07236626503387802,0.11988048209451073,p1
45,7952,ghost_additional,0.10969880117071384,0.18345538983120735,0.11115347631459176,0.185888123760383,0.5979589984881062,10,4.2,24400.0,10000.0,-2.7985774035877,-0.0857180817434738,-0.0137141528969513,PH,0.05829349926435763,0.09748745216937668,p1
46,8029,ghost_additional,0.04829118452487879,0.08097913953812101,0.0483248754977217,0.08103563568783992,0.5963410428947034,10,6.8,100000.0,100000.0,-0.9857795080059638,-0.0201719832727683,0.0189817175205523,PreS,0.011933351066645365,0.020010950460024685,p1
47,8189,ghost_additional,0.17958484997703522,0.31332378478854767,0.1848674650751075,0.32254042503587804,0.573160604766189,10,7.0,4420.0,1000.0,1.9882353138544289,0.0984991032927248,0.0540108563393308,9m,0.08341107621751412,0.1455282786777368,p1
48,8459,ghost_additional,0.1272138847867813,0.22323285922071173,0.13082236565261907,0.22956496284661954,0.5698707852906374,10,4.0,82000.0,100000.0,-1.901651591107037,0.0967989739706087,0.0224228755566064,RSC,0.09766536788053118,0.17138160158661456,p1
49,8511,ghost_additional,-0.003262787955626406,-0.005237309031886846,-0.0030852178953932764,-0.004952280003675567,0.6229893893526693,10,4.4,64000.0,100000.0,-0.9249931493885865,0.1241879566784977,0.1267369163447678,PoI1,0.061584141892752235,0.0988526336808763,p1
50,9293,ghost_additional,0.05495337463814777,0.0957573582475058,0.056478463858033255,0.09841485682242691,0.5738814817354169,10,4.2,80200.0,100000.0,0.3019208276951315,-0.0650670183352952,-0.0873684911254546,MBelt,0.06142690539947817,0.10703761552598506,p1
51,9295,ghost_additional,0.06999399287916228,0.12247350177145792,0.0720695401058859,0.12610523538876606,0.5715031567381391,10,4.6,46000.0,10000.0,-0.8613642696087673,-0.122127403357797,0.0805939509785544,PI,0.08371608911941444,0.14648403623389414,p1
52,9459,ghost_additional,0.3824530811770309,0.6343754051488788,0.38639585119590103,0.6409152827213955,0.6028813192832951,10,5.0,1000.0,1000.0,3.3106962630056262,0.0677067127963967,0.0272306091329994,PGi,0.04646537594195138,0.07707217731872898,p1
53,9712,ghost_additional,-0.08170310490051073,-0.13662306419115364,-0.08232705687108116,-0.13766643004892912,0.5980183901174793,10,5.6,100000.0,100000.0,2.816809832039828,-0.0921584743518903,-0.0098273272402096,PCV,0.05141910509957782,0.08598248139070884,p1
54,9797,ghost_additional,0.09467640465542196,0.1628853924600637,0.09557694186957551,0.16443471573745425,0.5812455200894381,10,4.2,82000.0,100000.0,-0.5200809027017046,-0.1016165835519524,0.0100241099238758,Unknown,0.05149175953442299,0.08858865617837328,p1
55,9938,ghost_additional,0.039454422115472135,0.06793199474441966,0.03968188196645097,0.06832363148810425,0.5807929277494558,10,4.8,64000.0,100000.0,6.515115522066043,0.0181400281535433,-0.0579129303439195,TE1a,0.039496872521606045,0.06800508517666443,p1
56,10271,ghost_additional,0.14884665735934566,0.24593700044177005,0.1536053493543473,0.25379971268563006,0.6052227078153202,10,4.4,26200.0,10000.0,-1.5213632994770832,-0.0859731840078549,-0.0903581930674037,7PL,0.09906276587478582,0.1636798563496963,p1
57,10569,ghost_additional,0.2764630471065974,0.47147514584259637,0.2851266705967312,0.48624993470239364,0.5863788357549935,10,2.4,6400.0,10000.0,1.7544157708756565,-0.0784395623073106,0.1382792152007099,STSvp,0.08035089908514359,0.1370289890863602,p1
58,10851,ghost_additional,0.19788591215986456,0.32090556985119556,0.2097793768422877,0.34019284007553935,0.6166484185725557,10,4.4,4600.0,1000.0,0.6821386370140867,-0.1214968630528673,-0.1330973989037455,PGp,0.10861226646516353,0.17613321171987092,p1
59,11418,ghost_additional,0.35442044007568485,0.5478003335688215,0.3644092494440599,0.5632392656540667,0.6469883611912006,10,7.8,1000.0,1000.0,7.735943771786619,0.0641795380649302,-0.0689943157849344,PGi,0.073825161014066,0.11410585636833255,p1
60,11420,ghost_additional,0.28848886504657334,0.4304296922034802,0.2945760329910271,0.4395118376245838,0.6702345824929612,10,8.2,820.0,1000.0,4.921675955893672,-0.0330170608615778,0.0020151323584093,TPOJ3,0.07665887363887758,0.11437618356507685,p1
61,11421,ghost_additional,0.28552218957792724,0.46666284154050164,0.29086393582747266,0.4753934921679928,0.6118382784354318,10,8.6,820.0,1000.0,4.364387744882286,-0.061822359868549,0.0636540534449779,PGi,0.07069695283406346,0.11554843056705583,p1
62,11492,ghost_additional,0.15984735903476546,0.2763755969780959,0.16201991296862106,0.28013193611351983,0.5783700181294738,10,8.0,8200.0,10000.0,-0.0217800002358924,0.1138878636414347,-0.1358237759747011,7m,0.05467597907368729,0.09453460131027668,p1
63,12018,ghost_additional,-0.08708722540646142,-0.1398790575224984,-0.08799632155562172,-0.14133924312318052,0.6225894494067074,10,6.0,42220.0,10000.0,0.520120453706974,0.0827532381787228,-0.051151827582846,TGd,0.05137762218046393,0.08252247484987725,p1
64,12022,ghost_additional,-0.08296136805309084,-0.13841307010263035,-0.08393371046326255,-0.14003532997299228,0.5993752467998633,10,7.0,80200.0,100000.0,2.514076152746674,0.0185068988610603,-0.0623805062032716,TGd,0.05418651651696516,0.09040499554540082,p1
65,12450,ghost_additional,0.22172215964963032,0.3726045435671604,0.22360528019267178,0.3757691314979774,0.5950602682590902,10,6.0,2800.0,1000.0,1.7592211675148908,-0.0229909069596766,0.0343868259255258,9m,0.04235043493953211,0.07116999268566972,p1
66,12511,ghost_additional,0.1782804232639537,0.3027368904643644,0.17979589101645987,0.3053102969359963,0.5888956016906018,10,6.6,820.0,1000.0,2.578864604812189,0.1010908297338031,-0.0286612255112928,13l,0.04839347217698786,0.08217665752309893,p1
67,12550,ghost_additional,0.09694329304779566,0.1693644061282496,0.09782089017509495,0.17089760880387586,0.5723947272273152,10,4.8,24400.0,10000.0,1.7107792181455308,-0.0906984848499715,0.0421671061329677,10r,0.050343192004530954,0.08795187937595755,p1
68,13000,ghost_additional,0.17550654182514222,0.30468902346454696,0.1756703557603224,0.30497341347885,0.5760185904615098,10,6.4,6400.0,10000.0,3.7938471536184,-0.0984423425008697,0.0439729803832914,31pd,0.014930977024111836,0.025920998508310367,p1
69,13013,ghost_additional,0.021984283697468833,0.0368924860769286,0.02181265932726271,0.03660447807196367,0.5959013890152856,10,6.6,82000.0,100000.0,3.933680902265808,-0.1042897114602136,0.0614447212603926,31pv,0.05206417304307134,0.08737045088803416,p1
70,13100,ghost_additional,-0.17228700649029824,-0.30223227630976507,-0.17255570119898206,-0.30270363056387983,0.5700483369741661,10,6.4,100000.0,100000.0,0.5911018721757868,-0.1141897175272273,-0.0734692245639102,POS1,0.018791987011121253,0.032965602725673566,p1
71,13101,ghost_additional,-0.20848575400746258,-0.3554590286359252,-0.20873993394446622,-0.3558923942341464,0.5865254142158862,10,3.6,100000.0,100000.0,0.6466294412702198,-0.1125832158590207,-0.0742186857295482,POS1,0.017079566678740693,0.029119908983950876,p1
72,13187,ghost_additional,0.1775274502830308,0.30560215962986176,0.17902032469471604,0.30817204751784644,0.5809103263473266,10,5.8,2800.0,1000.0,2.69664722416745,-0.1146181464028139,-0.03205647737919,STSva,0.04129365349790981,0.07108438536040124,p1
73,13817,ghost_additional,0.26658217755551217,0.4525458084645892,0.26879325778121077,0.45629930428150467,0.5890722498568268,10,6.0,4600.0,1000.0,5.317728115004935,0.0681745319322706,-0.0773436914087033,PGi,0.041165705013417986,0.06988226830142355,p1
74,13818,ghost_additional,0.26566764611413524,0.4201010939216384,0.26707394496875836,0.422324878774063,0.632389798450966,10,6.0,8200.0,10000.0,6.591560493662224,0.0724704519028128,-0.1030048496233317,PGi,0.03527425213630336,0.0557792871148576,p1
75,13937,ghost_additional,-0.03137653558068555,-0.05193462415399421,-0.0312593976709487,-0.05174073680461735,0.6041544748191353,10,3.8,100000.0,100000.0,-0.3403786256830248,-0.1078518943861101,0.0632534179552126,Unknown,0.055850361586081865,0.09244384327832993,p1
76,14164,ghost_additional,0.1478339409272605,0.2540897418830517,0.14925739699683932,0.2565363085039004,0.5818178248034235,10,3.0,46000.0,10000.0,3.255853588296444,0.0493375184869939,0.0347871261271275,9p,0.049055380007738875,0.08431398612497482,p1
77,14286,ghost_additional,0.18516611037141312,0.31482282606346673,0.18837212910564963,0.32027375807419056,0.5881597363403521,10,3.8,10000.0,10000.0,3.935250546955325,0.0962989388463039,-0.0027806041864386,PSL,0.07448070088423889,0.12663345734557205,p1
78,14441,ghost_additional,0.06458944011236276,0.10977151171873221,0.06934079765254926,0.11784657319929519,0.5883989306611758,10,5.0,46000.0,10000.0,4.871206234953265,0.0628552335458643,0.0317046415970367,TE1a,0.11536965853397303,0.19607387526067346,p1
79,15273,ghost_additional,0.17538417207659265,0.2946568094086801,0.17934665036951578,0.30131403050976097,0.5952150653791275,10,3.2,28000.0,10000.0,-0.7309535300928391,-0.1205032326157873,-0.0634082393794261,PGp,0.08263335707375472,0.13882941121646622,p1
