neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,visfAtlas_name,corr_SentPC1,corr_SentPC2
156258,5,25,PSL,8.931958306611923,5,0.5933127719475322,51.36329028234059,,0.090376834839226,0.7430737908777698
5057,5,25,PSL,8.662840715044092,5,0.5542772528127006,47.96192404463792,,0.1187770283854935,0.7426244119267785
61250,5,25,PSL,8.215296193886577,0,0.5089036651708052,43.723759062250586,,0.0648022712272659,0.7383408348738113
61248,0,105,PFcm,8.153125138860323,0,0.5029203794931962,43.14262291343711,,0.1269110254479415,0.7349932919475404
61252,5,25,PSL,8.852160108183407,5,0.5178322217964386,44.58147075404764,,0.0574753850402285,0.7336196066648166
38432,5,25,PSL,8.221559089744224,5,0.6052660111905688,52.35919262157546,,0.1053765259239644,0.7300542441756287
125242,4,125,A5,4.826256681692154,0,0.6340454231968844,54.66992261433856,,0.1292601815107165,0.7243370353573205
125238,4,125,A5,3.132497027322143,0,0.6223981061196178,53.749487589210254,,-0.0427129702445314,0.710426961309295
2235,4,125,A5,2.4933190199993858,0,0.5682452181990482,49.20526259289725,,0.0198363567395423,0.7101611494935341
61249,0,105,PFcm,7.230886655677258,0,0.4751989536604638,40.38542503891046,,0.0609425892412636,0.7099064283358776
51731,4,125,A5,2.116935660379649,0,0.5541798568505918,47.95315208219715,,0.0041749911279365,0.708377796373445
61251,5,105,PFcm,8.917217496526778,5,0.4640977727006994,39.25257195105996,,0.0765165863448757,0.7063821314066067
156259,5,25,PSL,7.865058815242055,0,0.4794962411697439,40.81964563149206,,0.0580348818965204,0.7039480117964786
51733,4,129,STSdp,2.392812532963396,0,0.516594921681513,44.46329419853019,,0.0244679363036852,0.6980173424962339
27343,4,125,A5,4.6932425356974745,0,0.5943990559354819,51.45467788576852,,-0.0138053608887932,0.6972833690376007
125684,0,105,PFcm,6.888794995014409,0,0.447917111704709,37.57371049967775,,0.0674649366997589,0.6950981914442013
125243,4,125,A5,5.572897344447617,4,0.5807324291127293,50.29204573051076,,0.041313860427432,0.6913211233139793
27534,5,105,PFcm,8.02288843417331,0,0.4664388750897559,39.49279249724819,,0.0695270322894666,0.6867277557334585
153674,1,76,47l,2.693118331109119,0,0.4517981985128127,37.979297405977306,,0.1112478000592014,0.6856351526057058
51730,4,125,A5,2.627191126303776,0,0.5646491251833528,48.88795272671049,,0.0026340386216093,0.6851409259290601
