,neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,corr_SentPC1,corr_SentPC2
288,288,5,139,TPOJ1,9.69362835643005,5,0.4012214595660817,32.56620553665738,0.2642774876164557,0.0640852649707057
556,556,5,140,TPOJ2,6.214249001658082,5,0.438415028624941,36.57330474357091,0.4995712106494925,-0.1906346497611727
767,767,5,28,STV,10.141085966080064,5,0.4189333748011736,34.49133084517278,0.2455099351807328,-0.0864375575365034
1000,1000,3,12,55b,6.773392040264391,3,0.487801144496772,41.65183207295296,0.5312960336738708,-0.2764001050518936
1002,1002,3,12,55b,7.23228198967437,3,0.4406384927857877,36.80832142092123,0.5191615415128992,0.1845848537166575
1127,1127,1,76,47l,4.128954915267801,1,0.4935566556849725,42.22306633671722,0.2374136280421615,-0.3659514217167918
1226,1226,5,139,TPOJ1,8.194914073414717,5,0.5471824420681306,47.3192303763132,0.0939742120591077,0.3985097016133222
1233,1233,5,129,STSdp,6.241623507045561,5,0.4389667775204682,36.631675545419725,0.3986342548508669,0.4108115333857188
1351,1351,4,128,STSda,6.159035570048071,4,0.4662580816786482,39.47426607373773,0.4034548813823304,-0.1394695638383803
1538,1538,3,67,8Av,7.169620779614751,3,0.4625761694535547,39.09606888402941,0.3896648459273469,-0.2013401921576751
1669,1669,5,150,PGi,7.375899171946882,5,0.4250967654619462,35.15427815383546,0.1331442139754589,0.3054419710482313
1670,1670,5,150,PGi,7.070610765894109,5,0.4395839023616336,36.69692218550505,0.2561226138287678,0.1995384828497531
1671,1671,5,150,PGi,6.488868064716573,5,0.5967675095198708,51.65332061127839,0.3683842674035587,-0.2874602312946941
1747,1747,4,125,A5,5.441247005128766,4,0.539414847431604,46.60701268635607,0.3993423258889648,-0.4443342887191055
2310,2310,5,137,PHT,6.939451292072844,5,0.5320119507472061,45.91993335243344,0.3808662883126402,-0.0759775247506645
2921,2921,3,12,55b,7.358036733939868,3,0.4195156537674211,34.55412367953017,0.4733301260912542,0.1548015316411934
2922,2922,3,12,55b,7.04614923599996,3,0.4088550981213533,33.3993777861594,0.4197913253925308,0.0988931109329269
3670,3670,2,81,IFSp,6.48547705436343,2,0.5591995973976192,48.40340979685924,0.4341120087823402,-0.4561458082424049
3742,3742,5,150,PGi,7.806645191497674,5,0.6284399578058323,54.229436719827696,0.2050722375743504,-0.3966634349067094
3744,3744,5,150,PGi,6.101956772266698,5,0.5843085369270443,50.59897261152007,0.161892434292819,-0.5161231985338112
4205,4205,5,149,PFm,9.885246166599645,5,0.4015381316508324,32.600867123882,0.1132029537548308,0.1031331377044193
4818,4818,1,76,47l,3.54058777917409,1,0.5259176014904088,45.34826185461149,0.2674266696304134,-0.3861414423260614
5117,5117,5,150,PGi,8.839270216739592,5,0.4143779270154259,33.99894077983965,0.1344678570197712,0.1871450188156893
5118,5118,5,140,TPOJ2,7.5253644195720995,5,0.4758777004405511,40.45417118470546,0.2223559264780775,0.2542046331047528
5119,5119,5,140,TPOJ2,6.034780229755483,5,0.4610024198194599,38.933896729453885,0.3792945971353687,-0.3704178133491467
5120,5120,5,140,TPOJ2,6.853512984556302,5,0.4927442478285955,42.14271051003071,0.2609599819805236,-0.1847385090675611
5140,5140,5,129,STSdp,6.652838445218682,5,0.4341418130148209,36.120087751915925,0.3521309655202447,0.405549676706725
5142,5142,5,129,STSdp,5.900536253624213,5,0.4205734036272612,34.66810589543361,0.2408474805174189,0.5090370866022679
5494,5494,4,128,STSda,9.811277450657222,4,0.448624043437542,37.64772022987755,0.324605130059921,-0.2185213064196437
6681,6681,2,74,44,4.582841976624796,2,0.4099778373058745,33.521488848238164,0.2873021619171648,0.1396859334284554
6814,6814,5,139,TPOJ1,10.563670624607658,5,0.4126533727556077,33.81202323186919,0.2919858294598756,0.1283299239914238
6816,6816,5,139,TPOJ1,6.948585249955178,5,0.4280814048202679,35.47392427144833,0.1598304028870936,-0.1547894760474212
6829,6829,5,129,STSdp,6.682670160204647,5,0.4609117940933661,38.92454848288256,0.3627378756578319,0.2990018284542326
6832,6832,5,129,STSdp,7.378229167114718,5,0.4435366801349135,37.11381435691003,0.3087789822313307,0.4661244505630298
7049,7049,4,132,TE1a,4.980551763140557,4,0.413221127830279,33.87359057098167,-0.0796343468192525,-0.1026528845683907
7426,7426,3,67,8Av,8.855723471365142,3,0.4061624047010928,33.10605880353897,0.1549418255664854,-0.1900153840926731
7737,7737,5,150,PGi,7.32410797178382,5,0.4295167041863937,35.62730983097472,0.2699707432874245,-0.0040247036619596
7739,7739,5,150,PGi,6.028637692936631,5,0.4011810814414269,32.561785322035554,0.0351205567221216,-0.0256189416355243
8650,8650,3,12,55b,6.544199395267947,3,0.4288247932349355,35.55339471313892,0.5811503363644019,-0.0662740245570007
9471,9471,5,140,TPOJ2,7.960760367622953,5,0.4506894636180077,37.86361350646708,0.301460919681996,-0.1091697405541851
10601,10601,3,12,55b,5.26503040492983,3,0.4475768619913008,37.5380682897666,0.3092957161129555,0.1066931003807613
10751,10751,2,74,44,5.636730603799093,2,0.4294544186562891,35.62065809235215,0.3769512848999448,0.1337699458844145
11351,11351,2,81,IFSp,4.397777655640639,2,0.4928273198077569,42.15093139238702,0.414747057330865,-0.407972016866538
11423,11423,5,150,PGi,8.204938010454944,5,0.6809755123735417,58.179695035813815,0.3248341258503295,-0.5149352294630494
12498,12498,1,66,47m,3.346619711131433,1,0.5366142949365188,46.348037089976266,0.321291684257443,-0.4645949317095724
12500,12500,1,66,47m,3.220041030518137,1,0.4106250863387625,33.591833081741235,0.3655827627822154,-0.3992506060317731
12796,12796,5,150,PGi,9.30151195929775,5,0.4347123071530073,36.18071049475161,0.1284135925913617,0.2309557568091799
12797,12797,5,150,PGi,8.902132107109935,5,0.4262723257505034,35.28028726573004,0.2331460155834068,0.0972990688730898
12798,12798,5,140,TPOJ2,7.387735627704639,5,0.4727860295568653,40.14054601965428,0.1679821208534382,0.3072578190912242
12799,12799,5,140,TPOJ2,5.900696274442632,5,0.5634002570758612,48.77730266437833,0.4897495517630647,-0.2199491187802409
12801,12801,5,140,TPOJ2,5.742406000026231,5,0.4937636154750208,42.243522325293945,0.1718109899560405,-0.1697223895975391
12820,12820,5,129,STSdp,6.149421151620271,5,0.4062673210445958,33.117499421738486,0.2870521627987553,0.4684011551116011
12821,12821,5,129,STSdp,6.507685453978352,5,0.4089525775274349,33.40998430127947,0.3766717062060697,0.4301215385404143
13822,13822,5,28,STV,6.732731975405617,5,0.4301886138577511,35.699039838625595,0.1508901524604084,-0.1257241595021361
13824,13824,5,28,STV,6.2380340897077895,5,0.4453658535527713,37.30612823466983,0.1163510765371987,-0.1096401176431827
14515,14515,3,12,55b,6.599940164586688,3,0.4025719684423088,32.71396852339664,0.3361355042835017,0.0925256761853968
14517,14517,3,12,55b,9.521477710006211,3,0.4190384269417773,34.50266209959409,0.4178773563232856,0.0357706817768727
14518,14518,3,12,55b,8.405376887817589,3,0.4302866547059401,35.70950222979316,0.4872218048743492,0.2704085204145455
14519,14519,3,12,55b,5.631895168887982,3,0.4587171881581541,38.69785826076681,0.5603959151288597,0.011777467791041
14520,14520,3,12,55b,5.977578723336093,3,0.4062928877199805,33.12028719831351,0.5505560512246583,0.0620578079603519
14521,14521,3,12,55b,5.568784711214953,3,0.4114251604633066,33.6787339557369,0.4529705513038606,0.0933938361242939
14900,14900,1,76,47l,4.509618024080382,1,0.5812564595781538,50.33714166261228,0.3644717054582804,-0.481384720998057
14901,14901,1,76,47l,4.090636952944831,1,0.5694457827206397,49.31076576866209,0.2910528224413055,-0.4297045418785434
14902,14902,1,76,47l,4.758649210152105,1,0.5709774768605757,49.44505424645881,0.3313013561103033,-0.4652886096499746
14973,14973,2,74,44,4.857336333362554,2,0.4380214381927659,36.53164509979517,0.3695286465206468,0.1061689298589442
14974,14974,2,74,44,5.325484541035579,2,0.4621572212102596,39.05292727437571,0.2950771077986867,0.1117815472946219
14975,14975,2,74,44,4.477845237674687,2,0.4311636195431293,35.80304169621675,0.2991316933832391,0.1254494239748372
15196,15196,5,139,TPOJ1,6.323308272739004,5,0.4015859438554336,32.606099724271566,0.2726287719653928,-0.1257852149170203
15223,15223,5,129,STSdp,6.088181784579097,5,0.4290869848776517,35.58140993012717,0.3943838825281702,0.3472679042458195
15226,15226,5,129,STSdp,7.285896949854952,5,0.416663904821173,34.246276820237505,0.406748472562936,0.3017141855054238
15576,15576,4,128,STSda,5.843724605385687,4,0.4252802292806559,35.173953122724974,0.3492306789172129,-0.3194518646322771
15587,15587,4,176,STSva,4.96191581422055,4,0.433344988058828,36.035354990011136,-0.1176011094267297,0.0898798539564378
16989,16989,5,150,PGi,8.896391045710741,5,0.460075714806139,38.83825678772673,0.2609986983035971,0.0752223196497617
16990,16990,5,150,PGi,8.681765478192288,5,0.400903215339751,32.53136352710846,0.2824336653178924,-0.0229334715616635
16991,16991,5,150,PGi,6.668895849118218,5,0.4182733012462039,34.42010858672129,0.1012630886646235,0.2378152461976113
18378,18378,5,28,STV,8.475171462566138,5,0.40397476312732,32.86729035305552,0.1427896724476986,0.1535186185952284
18379,18379,5,28,STV,8.49593872565764,5,0.4546987340730802,38.28123673429237,0.1526354314513651,0.1459827085961272
19083,19083,3,67,8Av,7.466940423980293,3,0.5119524558729642,44.01792169303603,0.4443538779622052,-0.3164527714688306
