,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Feature Intersection,Feature Union,Feature Mean,Feature Std,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,R Fischer SEM,NC Normalized R Fischer SEM,Participant
0,5837,abstract,0.1898300705249238,0.26756686250747413,0.19364587762815508,0.27294527032095744,0.7094677896431256,2,61,24.6,15.239422561238992,64.0,100.0,0.86560662514645,0.1382343235322748,0.3840282651482836,STSdp,0.06721751432191084,0.09474357441332522,p3
1,5838,abstract,0.2069859098822131,0.3399422725514699,0.2103644783822859,0.34549104760837657,0.6088854684904591,1,14,7.6,3.6660605559646724,80.002,100.0,2.5096170810565366,0.110058351889364,0.3973700490732607,STSvp,0.07473828909463487,0.12274605482033436,p3
2,16232,abstract,0.23673726150435231,0.3818641273307375,0.2415024288436747,0.3895504816293903,0.6199515601508991,1,16,8.0,4.381780460041329,222.202,10.0,3.977590844418789,0.1250940964056921,0.4321800075138263,STSvp,0.07159039133977038,0.11547739523769396,p3
3,21144,abstract,0.21016869599922786,0.2815018128533519,0.21108113895907668,0.2827239470351411,0.7465980196323462,1,66,17.6,21.9508541975022,28.0,10.0,6.2602820988685846,0.0372980624452822,0.3840894541651808,PHT,0.03240864535059407,0.043408426620999266,p3
4,28979,abstract,0.294349536655053,0.46114855931083415,0.30489520736324444,0.47767014419020165,0.6382965547912481,5,38,17.0,7.848566748139434,82.0,100.0,0.2142306722555762,0.0422914474816851,0.3777035679497801,STSvp,0.09816761859820905,0.1537962532639931,p3
5,38765,abstract,0.305849037367817,0.43888413104778884,0.3095587997359821,0.4442075279999522,0.6968787790017269,7,80,36.8,12.270289320142375,10.0,10.0,1.6068162378281288,0.0978834908013959,0.4731937483970074,STSdp,0.05558964293694524,0.07976945863752222,p3
6,38766,abstract,0.3293358186290335,0.44569445492705423,0.33783193020446395,0.4571923534349485,0.7389273413395622,7,95,34.2,23.93658288060349,10.0,10.0,0.9909581629411458,0.1317242330098032,0.4574400744066934,STSdp,0.07280016394566563,0.0985214105268998,p3
7,63743,abstract,0.23083374260270334,0.3300512762900291,0.24026159291294164,0.34353142868231223,0.6993875169864836,8,129,49.8,31.339432030590473,10.0,10.0,0.4971975902434631,0.0853460886649442,0.3995926621390577,STSdp,0.09532900771939257,0.13630355904855948,p3
8,71731,abstract,0.1428782246764853,0.24469376516646213,0.14879023223170354,0.25481869072215463,0.5839062739473032,3,15,7.8,0.7483314773547882,262.0,100.0,1.1873983470013891,0.1027174821313839,0.351766085574651,STSvp,0.10168732803002081,0.1741500863530676,p3
9,102947,abstract,0.17714213530279693,0.2923563266112471,0.18016116605727323,0.2973389510997481,0.6059117562328209,1,17,8.4,3.7202150475476548,204.4,10.0,6.48709003528763,0.1053759587508948,0.4745989471907423,STSvp,0.05771911611724964,0.09525993764522889,p3
10,106787,abstract,0.17387906568321482,0.2739841317788169,0.17651930231681248,0.2781443964944371,0.6346318838040761,3,73,25.2,20.87486526902629,226.0,10.0,5.478319159599248,0.1351556037985157,0.3453451969261517,PGi,0.061882412243466606,0.09750914478568962,p3
11,111788,abstract,0.36918891906519863,0.5212464038416594,0.37189305533976913,0.5250642901210922,0.7082809902269336,6,67,23.6,19.179155351578963,82.0,100.0,2.3184176047172285,0.0189691404895432,0.4808641760799202,PHT,0.0387988991142868,0.05477896435121831,p3
12,129127,abstract,0.2190962189648531,0.38332311593772345,0.22632379722194423,0.3959682351975695,0.5715705885069778,1,26,8.8,7.19444229944198,82.0,100.0,0.0955332284666644,0.0352020373803172,0.347283240614438,STSvp,0.1001837141471002,0.1752779379512757,p3
13,139203,abstract,0.13723867743154888,0.22379248439854466,0.1388069897547943,0.2263499012849541,0.6132407788419966,1,13,4.4,4.454211490264018,82.0,100.0,8.40685770313983,0.0967547935475984,0.3857051197749426,STSvp,0.050520268221211584,0.08238243437856616,p3
14,139205,abstract,0.1521475555221023,0.2659178666020446,0.15307642754279113,0.2675413147425047,0.5721599585100329,1,11,4.0,3.687817782917155,82.0,100.0,7.514176597003855,0.0602501117485202,0.3717759318875555,STSvp,0.035435738123023086,0.06193327162442759,p3
15,157021,abstract,0.19115723585704633,0.260334779105909,0.19360153904856783,0.2636636467188959,0.7342746770660251,1,3,1.4,0.8,46.0,10.0,6.980238459331213,-0.0291414390449111,0.4014880258052382,PHT,0.05058672462625596,0.06889346208749518,p3
16,157022,abstract,0.3142696557078084,0.43329218398377894,0.32016472544148894,0.4414198781255829,0.7253065421544129,1,137,41.0,45.00222216735525,26.2,10.0,6.739955095059065,-0.0062035457572323,0.4751118998390774,PHT,0.06250559523601151,0.08617817654084318,p3
17,157024,abstract,0.11440116401868292,0.1810865536979973,0.11622026443536104,0.1839660228722186,0.631748529542799,1,36,11.4,11.672189169131899,28.0,10.0,8.547783632757156,-0.0117748604316762,0.3922035663714442,PHT,0.06074957438747908,0.09616100639196419,p3
18,157252,abstract,0.32260360409571825,0.5156294113349048,0.33843284401598694,0.5409298777845771,0.6256501219752669,5,30,13.0,5.549774770204643,44.2,10.0,3.218312892518272,0.1306284012839507,0.4879849059903308,STSdp,0.1012550501983932,0.16183973540789304,p3
19,157253,abstract,0.33134992333741015,0.5102896493350405,0.3424320546248157,0.5273564916375103,0.6493369476907731,6,59,24.6,12.240914998479484,28.0,10.0,1.7372012271050064,0.0852709133403126,0.4786442728702301,STSdp,0.08613694103493774,0.13265368826040966,p3
20,5102,concrete,0.12026713052204911,0.17854636794544576,0.12210454723834724,0.18127416297699958,0.6735904622758628,1,24,10.0,7.899367063252599,28.0,10.0,2.6939690598741315,0.0415253144854763,-0.3128159977095466,FST,0.06374292950470362,0.09463157968320264,p3
