,neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,corr_SentPC1,corr_SentPC2
456,456,3,79,IFJa,5.8930451928062455,3,0.4864184045342861,41.51392125377601,0.6117897444301008,0.1693952136296169
543,543,5,25,PSL,9.439669202465971,5,0.4533754961533485,38.14361650290836,0.4340690902568997,-0.0004105454351595
558,558,5,129,STSdp,8.5892324110662,5,0.4797474751958896,40.84495597382238,0.3820459435024373,0.2586662958677536
1233,1233,5,129,STSdp,7.697222888714471,5,0.4555538081161641,38.3700536898897,0.6182523865804587,0.1274570620526089
1671,1671,5,150,PGi,9.819223781642329,5,0.4074073624126917,33.241753340004706,0.349690337096128,0.2960945124175979
1805,1805,3,12,55b,6.065446288921539,3,0.4507849668144289,37.873583958973015,0.2460036721301127,0.4779664064997316
2313,2313,5,129,STSdp,5.974199687961089,5,0.5173254291207704,44.53309285245333,0.5557073928489746,0.3891428954910137
2314,2314,5,129,STSdp,6.42749878554753,5,0.449196335279456,37.70759112223509,0.5898672420232047,0.2246129177507053
2459,2459,4,176,STSva,6.624072989462344,4,0.4508270914960922,37.8779813942702,0.44725238393942,-0.1338569673595807
3149,3149,5,139,TPOJ1,6.463727290976874,5,0.7298068920862468,61.50669418588296,0.4842100775038668,0.57319731037761
3755,3755,5,139,TPOJ1,7.704925306904542,5,0.4446557732900578,37.23151841851442,0.1602807028844989,0.0397238281575347
3968,3968,3,12,55b,6.8683824765856585,3,0.5236300021301785,45.13227651053135,0.3310651612936763,0.4698409106262823
4200,4200,5,150,PGi,5.665524670141626,5,0.4096202008476358,33.48260399412156,0.2821671157463158,0.2216159478580132
4430,4430,3,79,IFJa,5.70633586620407,3,0.5141236546140036,44.22659963745188,0.5519812339923432,0.3373803907672328
4936,4936,1,75,45,4.787194411340416,1,0.4843481548575797,41.30695576758824,0.5269582592893637,0.3683907240933344
5134,5134,5,130,STSvp,5.427190993436958,5,0.4580609037896724,38.62995202574864,0.1196022106361283,0.3739008909355118
5137,5137,5,129,STSdp,6.354967524260229,5,0.4481642380953844,37.59958921958459,0.5218928514079554,0.0119675499896135
5141,5141,5,129,STSdp,7.682763450430085,5,0.5561586710255277,48.131096013491934,0.5080341448347306,-0.1575144278144136
5142,5142,5,129,STSdp,5.98441486652459,5,0.5574993735717501,48.25132573659809,0.3125289532483857,-0.1478482541054389
5149,5149,5,129,STSdp,5.35914657951517,5,0.4707938639213759,39.93779670834485,0.1758806678143521,0.2761436267640793
5493,5493,4,128,STSda,7.475315278099741,4,0.4231507993384799,34.94537805848639,0.5473783586982863,-0.0519875704770238
5504,5504,4,176,STSva,8.73795569612758,4,0.4515773276320662,37.95626376129874,0.384652842329119,-0.050814919854647
5990,5990,5,150,PGi,7.909580152586493,5,0.431457700546837,35.83439080419076,0.2678629850003383,-0.1197370105743442
6404,6404,3,80,IFJp,5.220753806681384,3,0.4812235420888029,40.99349113982332,0.5970089967696218,0.175098031683295
6694,6694,1,82,IFSa,4.332514027863764,1,0.5203378058034426,44.82010598834654,0.3789540931750314,-0.2073453007724796
6825,6825,5,129,STSdp,6.938054214534879,5,0.4062170185154721,33.11201429465234,0.297058405059907,0.4241766667708874
6827,6827,5,129,STSdp,5.48875055129358,5,0.4433842443773175,37.09777029596925,0.3645128089819469,0.3234703070928193
6828,6828,5,129,STSdp,5.386319479735993,5,0.479139422009511,40.78368378761169,0.6355314854769614,0.1306404229994862
6829,6829,5,129,STSdp,9.188114203339277,5,0.4870427125261424,41.57622023053194,0.6980054186889737,0.1161955723405336
8050,8050,3,12,55b,8.775779684645482,3,0.5057419703760646,43.41730576828871,0.4996175790617413,0.1133061062661152
8051,8051,3,12,55b,7.420496821275554,3,0.4689147910080997,39.7460867684097,0.2101862904478083,0.3863713196205521
8052,8052,3,12,55b,5.075139551000513,3,0.4193874280443463,34.54029869965289,0.3368568000973539,0.3803627357760088
8345,8345,5,150,PGi,5.932164468696072,5,0.523702500597851,45.13913319666818,0.1887965211108586,0.2762706069685874
8660,8660,3,73,8C,5.503510114729713,3,0.4298999846641578,35.66823296408865,0.3796863209176104,-0.0447590456378698
8661,8661,3,73,8C,7.584621345911346,3,0.4539285800612727,38.2011644659784,0.5056354457368847,0.0485055460215594
9396,9396,5,25,PSL,10.15165193264817,5,0.5146915642580705,44.2810709402083,0.1954100309396499,0.2134805402764145
9398,9398,5,25,PSL,8.95238633928314,5,0.5539197051577998,47.92971459299638,0.3486645525487093,0.487665602718069
9498,9498,5,129,STSdp,6.617228769110081,5,0.491511810100352,42.02063575293933,0.667330740001582,0.0535510174904912
9499,9499,5,129,STSdp,5.669601109978681,5,0.4086300757978773,33.37489036968794,0.489377761412907,0.4513322106115581
9500,9500,5,129,STSdp,6.382044333134921,5,0.5347511107365246,46.17510185087485,0.4311241579621366,0.5205268204879159
9930,9930,4,128,STSda,5.738854849177493,4,0.4379244495410431,36.52137666626783,0.4342993234650283,-0.0337549780001357
9933,9933,4,176,STSva,5.776812831627351,4,0.4053443268422538,33.01681859531399,0.4542652009102241,0.0175381218408206
9954,9954,4,128,STSda,6.4161143124741615,4,0.6944820850844458,59.13223178349404,0.1337134472754202,-0.1141136767538544
10760,10760,1,75,45,3.7378850417648977,1,0.4630110947340741,39.14083244323098,0.4664204989001347,0.1034992820732002
10761,10761,1,75,45,4.5404064746269,1,0.5374844951107419,46.42863114495935,0.502229674348586,0.3805541168618593
10762,10762,1,75,45,3.8019761446350926,1,0.4731864040922678,40.18123121488495,0.5274892734391855,0.2168054547831311
12110,12110,3,79,IFJa,5.770495593498683,3,0.4716835321929595,40.02840483692375,0.5427947500888133,0.2966772978076391
12111,12111,3,79,IFJa,6.53664526246737,3,0.5019737763491717,43.05021941924864,0.4690326188453454,0.3511565753041749
12112,12112,3,79,IFJa,5.755728390147905,3,0.4631922319279635,39.159468508971,0.5288172325675102,0.2785829191952057
12114,12114,3,79,IFJa,5.705153344556906,3,0.4050879937947593,32.988844536383574,0.5146087242184341,0.2354906015519368
12715,12715,5,25,PSL,9.977274262055216,5,0.4095612641888089,33.476194862276415,0.1342890726989404,-0.1329004480033211
12814,12814,5,130,STSvp,7.347521117054106,5,0.416594798386739,34.23880700892965,0.3169501452878054,0.1061315265686709
12822,12822,5,129,STSdp,5.529682702310938,5,0.5163411132902728,44.43902526839745,0.2967983507284115,-0.1576216674718374
12823,12823,5,129,STSdp,5.493928516571008,5,0.4263845077474513,35.29230468493995,0.3131175401886735,-0.0132672263731497
12828,12828,5,129,STSdp,8.31755541474935,5,0.4511610540917025,37.912836571104805,0.1727826763003659,0.3646812639987591
12829,12829,5,129,STSdp,8.165753930214343,5,0.4981402837027524,42.674724880530725,0.113871648761734,0.2283588549470482
13173,13173,4,128,STSda,8.086104044165905,4,0.4141918520508748,33.97878624875796,0.5223162086287723,-0.1029138407867749
13177,13177,4,176,STSva,7.595108170539385,4,0.4077894772043204,33.283374730358204,0.462461647816881,-0.0334762646898903
13823,13823,5,28,STV,6.044601655640168,5,0.4679139411009359,39.6437910112506,0.0753906018466734,-0.2931156325661199
15214,15214,5,130,STSvp,6.708095186205728,5,0.4078872655136306,33.29402412899156,0.1386107134447166,0.4720438817265659
15215,15215,5,130,STSvp,8.639235173807238,5,0.4292266173616363,35.59632672669963,0.1768529639031121,0.2084531126244112
15222,15222,5,129,STSdp,5.892640402068269,5,0.4747507023441771,40.33999122626087,0.6938256626852811,0.0348617214233993
16991,16991,5,150,PGi,6.958383141941133,5,0.4122986767865498,33.77354484747396,0.248015750933879,0.1400843165454559
16994,16994,5,150,PGi,8.000165478504304,5,0.4149981507582254,34.066096164722424,0.2919471738932147,0.3257316276056959
16995,16995,5,28,STV,5.631837993578249,5,0.4381667631291109,36.54702905474593,0.1621428163994271,-0.0862058041779701
16996,16996,5,150,PGi,5.242919620487141,5,0.5133505562825164,44.152373174332666,0.4020371025927125,-0.2597822654284799
16998,16998,5,139,TPOJ1,5.561434483402208,5,0.4831776821846896,41.18968622345324,0.3794526396518005,-0.4823410734979031
17027,17027,5,139,TPOJ1,6.912208378263143,5,0.504412869256509,43.288057308990496,0.3569638773324066,-0.076880261751114
17655,17655,3,12,55b,6.640116737414194,3,0.4183450638867728,34.42785386721769,0.2917037728976465,0.3574838745373312
17657,17657,3,12,55b,5.89129046132657,3,0.4512416695721175,37.92124829274792,0.4378110597799224,0.1721888328120193
17658,17658,3,12,55b,7.620488205039781,3,0.5711348214206191,49.45882921900574,0.5388878590260398,0.0753835597136587
17659,17659,3,12,55b,6.534398772559077,3,0.4045885778668974,32.93432619740801,0.510321221437525,0.1600109208067393
17661,17661,3,12,55b,6.9896509219400444,3,0.5693254030166387,49.30019679052609,0.3243543903214264,0.5272085650898343
17662,17662,3,12,55b,7.944490292103309,3,0.5680707939737157,49.18991657107077,0.2901146435291859,0.5644984113707154
17663,17663,3,12,55b,5.745741735937147,3,0.4635970951213222,39.20110740850261,0.2354519907220828,0.3309856248060996
18363,18363,5,150,PGi,6.15934230185608,5,0.452425270547301,38.04466009163656,0.2537815288053414,0.2678813320906466
19111,19111,3,73,8C,6.819341642011723,3,0.4656820752271152,39.41521330350275,0.4922472616247645,-0.0664291661642104
20567,20567,1,75,45,4.056784289577562,1,0.4417101282574864,36.92139223984984,0.4695025286316873,0.2516281828511459
20573,20573,1,76,47l,3.6622367983445767,1,0.4064185928052338,33.13399318432038,0.3177655700252372,0.1947774552377242
20931,20931,5,25,PSL,7.911840237086363,5,0.5036659258777004,43.21531129700073,0.2071424658193835,0.4238988848149769
20932,20932,5,25,PSL,10.459338756374637,5,0.5247296957429401,45.23620001686282,0.2881191854390802,0.4392667880390971
20937,20937,5,25,PSL,7.164936461553714,5,0.5875727442329463,50.87745608995129,0.3496260637614286,0.5165056114761979
20939,20939,5,25,PSL,7.766325046679068,5,0.481909044488559,41.06237363534538,0.4665801140352831,0.3360182698170851
21180,21180,5,129,STSdp,6.835492618162491,5,0.4754632720827758,40.41220344381336,0.6312474086449864,0.2225792833417891
21181,21181,5,129,STSdp,5.654109671425182,5,0.4660801298688412,39.456026775252745,0.653095988935674,0.2134197517986407
21182,21182,5,129,STSdp,6.8643855577175925,5,0.4721614857152888,40.07703956261944,0.6251204894469214,0.1299373831592947
21183,21183,5,129,STSdp,7.31062926821113,5,0.4814783592175649,41.01910369991337,0.6281366557770294,0.0709381894693593
21184,21184,5,129,STSdp,7.208962040458759,5,0.4964798512495273,42.51144704316437,0.6672316845629446,0.1395964696102687
21185,21185,5,129,STSdp,6.023545396254491,5,0.4110550622611805,33.638542622121776,0.4899635661595096,0.4436052087903443
21187,21187,5,129,STSdp,5.706419532768056,5,0.4535322259139676,38.15992786907728,0.4353199220059181,0.4580235651614531
22264,22264,4,176,STSva,6.300552786258539,4,0.474227069839711,40.28688359359179,0.4327408155355692,-0.1597215176656218
22318,22318,4,128,STSda,6.895327738152402,4,0.48906698761034,41.77785585225226,0.0843038395313227,-0.0825257700365736
22319,22319,4,128,STSda,5.427650488534617,4,0.4749821313039287,40.36345167001541,0.1306604090155129,-0.0680104339239573
22320,22320,4,128,STSda,7.556961913503732,4,0.6633939346528475,56.90165177465347,0.1347298094601588,-0.023645512920802
