neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,visfAtlas_name,corr_SentPC1,corr_SentPC2
61502,5,129,STSdp,4.9046862063247705,0,0.868008678024281,69.32813772174835,,0.0757851446057295,-0.5519710168566011
5140,5,129,STSdp,1.9783686605957167,0,0.8197766065226298,66.84461222748668,,-0.0555990465071307,-0.5453832318023328
31297,5,129,STSdp,-0.8590592024529018,0,0.6634998929866452,56.90948489610851,,-0.0192188304037153,-0.5238178586126101
61500,5,129,STSdp,3.99656935126428,0,0.8328319067686071,67.54118245935766,,0.1148936565602178,-0.5086615452544807
96805,5,129,STSdp,4.603433518360273,0,0.8047423239932273,66.01911126593353,,0.1032069240015201,-0.4969223873880472
7736,5,150,PGi,2.1766956911379034,0,0.5732474362491579,49.64342178385192,,0.0503777735122857,-0.4895961918495825
62750,0,122,PeEc,0.4684064434414973,0,0.4750769698502098,40.37306362572245,,0.0391329986996996,-0.48037327147778
135416,5,129,STSdp,0.8711170844180834,0,0.7239031696195667,61.12137459020738,,0.1207732431060283,-0.4783591741854843
68712,5,129,STSdp,-1.824032021413512,0,0.5313603373579335,45.85906948761567,,0.0726022032722933,-0.4754440253578549
127966,0,136,TE2p,-0.2808118101580052,0,0.4099963836526449,33.52350502788678,OTS-bodies,-0.07325269129865,-0.4753037246113953
68713,5,129,STSdp,-0.7686634603907263,0,0.5503709323381974,47.60899199925883,,0.0680516892989202,-0.4686535940980312
96804,5,129,STSdp,2.774783590862505,0,0.6395418264554554,55.097374016648345,,-0.0018949233140468,-0.4678443159169624
5557,0,122,PeEc,0.6293089160791526,0,0.5139107713202564,44.206168911407865,,0.0252824251655402,-0.4647487475140024
94280,6,150,PGi,2.4497785705665853,6,0.4744498030969647,40.3094779383446,,0.0988612215115713,-0.4549687587771223
11418,6,150,PGi,2.3494125077773167,6,0.4736354473199113,40.2268371520582,MTG-bodies,0.1108752871254779,-0.4542653717441819
62748,0,122,PeEc,1.606394704853597,0,0.4419021215145113,36.94163611994922,,0.0092985122144143,-0.4520584600674763
67998,0,82,IFSa,-1.947216662262309,0,0.4058837656005152,33.07566991239279,,-0.0209662231726837,-0.4515282297843772
137138,0,136,TE2p,-0.9439122914984572,0,0.4081056020520867,33.31779848215326,OTS-bodies,0.0315866991526066,-0.4514927763867217
160904,0,122,PeEc,0.4634624509770492,0,0.415301671913046,34.0989469919573,,0.0627548716388396,-0.4498670496363541
90707,0,136,TE2p,0.8158375325550674,0,0.4019407936861402,32.644928802438415,OTS-bodies,-0.000943446131188,-0.4454747117081472
