,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Feature Intersection,Feature Union,Feature Mean,Feature Std,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,Participant
0,121,langfroi12345,0.19371542495675767,0.3020403013083202,0.19586756484025902,0.30539590904588426,0.6413562167619962,1,1,1.0,0.0,10.0,10.0,6.758553058109736,0.4423793006094207,-0.0437291268951709,45,p3
1,684,langfroi12345,0.09753015351670158,0.13877748457597253,0.09836065663213746,0.13995922303466327,0.7027808135786576,1,1,1.0,0.0,100000.0,100000.0,11.600527837938364,0.3268521922016944,0.3237716059960174,STSvp,p3
2,744,langfroi12345,0.21777176551252317,0.31710235899014816,0.22186492020512535,0.32306249347168225,0.6867554256172814,1,1,1.0,0.0,10.0,10.0,5.320196292013276,0.5024865491753046,-0.0900265940150254,IFSp,p3
3,1669,langfroi12345,-0.0318369578439198,-0.05194893663681618,-0.03229419979572136,-0.0526950265521367,0.6128510014843493,1,1,1.0,0.0,82000.0,100000.0,11.502779464872972,0.2888934884853563,0.2637318841649302,PGi,p3
4,1749,langfroi12345,-0.05059327961277597,-0.07962666102431004,-0.05093698167690567,-0.08016759942488963,0.6353811520155269,1,1,1.0,0.0,100000.0,100000.0,5.562705912411216,0.3416071180502034,0.2663448788158382,A5,p3
5,1913,langfroi12345,0.0759017935380744,0.1070746631869328,0.07634107434794343,0.10769435664302505,0.7088679177590662,1,1,1.0,0.0,80200.0,100000.0,10.313544031253324,0.2840460592870379,0.4784990703341819,PFm,p3
6,2280,langfroi12345,0.161577987073687,0.2629633778688552,0.16365768742874803,0.26634802846530375,0.6144505306524811,1,1,1.0,0.0,46.0,10.0,8.29965266981479,0.4014113673990255,0.0314972395385096,STV,p3
7,2308,langfroi12345,-0.054571419621784724,-0.08153080063145086,-0.055489914732284075,-0.08290305083593685,0.6693350144869491,1,1,1.0,0.0,100000.0,100000.0,5.9404534292898346,0.3046310577956384,0.3258295353580491,PHT,p3
8,2664,langfroi12345,0.18518001476166482,0.31527043929591336,0.18562225325321827,0.3160233538244335,0.5873687846384308,1,1,1.0,0.0,28.0,10.0,5.299825910571064,0.4725384922640183,-0.0390638400142204,IFSp,p3
9,3081,langfroi12345,0.12446867317092221,0.20474127245564258,0.12646363123135648,0.20802282307704326,0.6079315209779624,1,1,1.0,0.0,424.0,100.0,8.143312694821518,0.1883639040320411,0.3078361726762594,45,p3
10,3082,langfroi12345,0.08128690983759611,0.11672459657033699,0.08295441540804599,0.11911906470030309,0.6963991500164534,1,1,1.0,0.0,20440.0,1000.0,10.15514379722432,0.2195203384814866,0.2818048903625619,45,p3
11,3084,langfroi12345,0.15358816092504662,0.2146750494760114,0.1562597908082146,0.21840927139713048,0.7154448609651265,1,1,1.0,0.0,64.0,100.0,10.569229569673135,0.1556265749094895,0.3292002620979598,45,p3
12,3086,langfroi12345,0.19415312746850893,0.2954645079404586,0.19652580670126577,0.2990752790423598,0.6571115049379612,1,1,1.0,0.0,10.0,10.0,5.810720686053402,0.3741040612849629,-0.2723027834632484,47l,p3
13,3087,langfroi12345,0.17722116144310213,0.25341546969198714,0.1792741105385829,0.2563510618924255,0.6993304775691275,1,1,1.0,0.0,28.0,10.0,6.394684178212704,0.3324673930363436,-0.2969113941013686,47l,p3
