,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Num Features,Average Num Features Agree Direction,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,R Fischer SEM,NC Normalized R Fischer SEM,Participant
0,329,ghost_additional,-0.006188484709410125,-0.01078280134045903,-0.005724962009826916,-0.009975160468566918,0.5739217958314603,10,4.2,82000.0,100000.0,0.4786529445957133,-0.0930950631529245,-0.0987562893671976,H,0.09814569882964244,0.1710088369922515,p8
1,1532,ghost_additional,0.10337904269401905,0.1624767016423123,0.10425389245302755,0.16385166797564335,0.636269949162342,10,5.2,82000.0,100000.0,-1.2629009721901745,0.0798926942418452,-0.0665006703336997,6v,0.08813251702793182,0.1385143477920959,p8
2,4205,ghost_additional,0.18138512300688464,0.31767796207137744,0.18711605493973957,0.32771511807964626,0.5709716904005137,10,5.4,28000.0,10000.0,9.885246166599645,0.1132029537548308,0.1031331377044193,PFm,0.09399509644367801,0.16462304177943435,p8
3,5122,ghost_additional,0.2717356745690508,0.43937482757579094,0.2803535679380823,0.4533092711084254,0.618459814979221,10,7.2,6400.0,10000.0,4.029515489117546,0.1267070457295836,-0.1374876757752224,TPOJ2,0.0795808536875291,0.12867586827804303,p8
4,7049,ghost_additional,0.11670047130812315,0.20051274987455506,0.11702471305062401,0.20106985647990291,0.5820102281831624,10,5.2,46000.0,10000.0,4.980551763140557,-0.0796343468192525,-0.1026528845683907,TE1a,0.025233291093765764,0.04335540832767751,p8
5,7857,ghost_additional,0.08139446993944677,0.12796332158516224,0.08170585444281203,0.12845286092819633,0.6360765642151377,10,4.6,46000.0,10000.0,1.1045369883828924,-0.0831513300286471,-0.0136889143332387,Unknown,0.029769360279695928,0.04680153609562504,p8
6,9199,ghost_additional,0.1046773798494939,0.1682904568319651,0.10582764320910597,0.17013974219375497,0.6220042527664674,10,5.4,26200.0,10000.0,2.6506617688792167,0.1271933050833628,-0.1028667615116048,44,0.051386978358044996,0.08261515597279738,p8
7,10379,ghost_additional,0.021490989312339937,0.035909545397820625,0.021825063190543944,0.036467753348196574,0.5984756719767397,10,5.0,64000.0,100000.0,-3.801243536266592,-0.083548141342252,0.1358630027732165,POS2,0.06565765700191926,0.10970814700797246,p8
8,13484,ghost_additional,-0.023349421557890347,-0.03580677820230945,-0.02543208026717646,-0.039000574600632464,0.6520950146915023,10,7.0,82000.0,100000.0,3.5598402814039023,0.0266160038932993,-0.1245117641150787,9p,0.08673441004166381,0.13300885313882782,p8
9,13824,ghost_additional,0.40645941882257103,0.6654678863891264,0.4242195984513119,0.6945453997941943,0.6107874281177522,10,7.2,820.0,1000.0,6.2380340897077895,0.1163510765371987,-0.1096401176431827,STV,0.09028770889734167,0.14782181941036174,p8
10,14098,ghost_additional,0.1555641602910318,0.2616280346552258,0.15689348809350676,0.26386370011778115,0.5946005002714433,10,5.4,10000.0,10000.0,0.6323872411498407,-0.0148639809300109,-0.1368578601667527,3b,0.04454718473489774,0.07491952111470028,p8
11,15487,ghost_additional,-0.1345870784911817,-0.23614190200191512,-0.1381180593595054,-0.24233724071887053,0.5699415366362646,10,5.4,80200.0,100000.0,-1.909933087067497,0.1199570558321246,0.0126611849347643,Unknown,0.07692252674729366,0.13496564437342537,p8
12,15587,ghost_additional,0.21622600366575323,0.36019984309964187,0.2205011744931331,0.3673216315762343,0.6002945526157233,10,4.2,10000.0,10000.0,4.96191581422055,-0.1176011094267297,0.0898798539564377,STSva,0.06320194653868433,0.10528489099774134,p8
13,16292,ghost_additional,0.07432967259893233,0.11378843753158778,0.07509548372520491,0.11496078833653556,0.6532269377395954,10,4.6,82000.0,100000.0,-0.7495792624873326,0.1306690116399582,-0.0400381136677556,6v,0.06934262798709431,0.10615396270558777,p8
14,16426,ghost_additional,0.16157236404345526,0.25876204493339533,0.16327732057165117,0.26149257400852766,0.6244051908194015,10,4.6,28000.0,10000.0,-0.0586532221194965,0.1176929893170573,0.044362459945295,4,0.04968112317623827,0.07956551916399375,p8
15,17995,ghost_additional,0.4402660281246926,0.6997908650416222,0.4515433462311819,0.7177158551361443,0.6291394331054985,10,4.8,1000.0,1000.0,3.9109892375536375,0.0693476198338719,0.124324963185649,9m,0.06882569820348011,0.10939657344914659,p8
16,17997,ghost_additional,0.36830119704410186,0.6038318794879536,0.3791007853812981,0.6215378651748926,0.6099399676552676,10,5.4,1000.0,1000.0,2.2209579655155123,0.0609076902667201,0.0199115993272567,9m,0.07378559664614637,0.12097189979170098,p8
17,18380,ghost_additional,0.23784207624245052,0.408339668869533,0.2406243232114435,0.4131163754303761,0.5824613535611268,10,6.6,4600.0,1000.0,4.233405912704057,0.1183294710385301,0.1109196988484537,STV,0.05300158975484065,0.09099589085317462,p8
18,20387,ghost_additional,0.06739100404282913,0.11417496586686719,0.06896955548248353,0.11684937411024478,0.5902432598176546,10,3.8,28000.0,10000.0,-1.353264860013598,0.0569233908238428,-0.1342254919399063,10v,0.0694395845473383,0.11764570521108611,p8
19,20445,ghost_additional,0.15024525091278332,0.2605257846407067,0.15135540340586665,0.2624507929026934,0.5767001186465586,10,3.6,20800.0,1000.0,-1.7215102030521805,-0.0688202281985987,-0.0642719821149429,6r,0.0442842798477667,0.07678909439397419,p8
20,21118,ghost_additional,0.3630386198374108,0.6070777462373236,0.37282136523286385,0.6234365761308069,0.5980100935794951,10,7.8,1000.0,1000.0,7.427158353236464,0.0872865842050062,0.1336141388289385,TPOJ2,0.07335800763070949,0.12267018302586194,p8
21,21119,ghost_additional,0.2750397034084358,0.47944798396324767,0.28275553977376894,0.49289819549309266,0.5736591092424306,10,7.8,1000.0,1000.0,8.755791462775363,0.0998420393853803,0.0436453900546722,PGi,0.08287396018725685,0.14446551767773635,p8
22,21120,ghost_additional,0.26759892761876686,0.45880475820314737,0.27176621636079434,0.46594967436803014,0.5832522937791345,10,7.2,4600.0,1000.0,5.2781345339005465,0.0058372738807109,0.1007817443593542,TPOJ2,0.060036353327741654,0.10293376291542915,p8
23,23317,ghost_additional,-0.05454183284842172,-0.0944821597140445,-0.05507353844473797,-0.09540322691051399,0.5772712331459781,10,4.6,100000.0,100000.0,-3.7938311903683313,-0.0960480909389597,0.1191303267329051,POS2,0.05987771106220886,0.10372543723665376,p8
