,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Num Features,Average Num Features Agree Direction,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,R Fischer SEM,NC Normalized R Fischer SEM,Participant
0,387,ghost_additional,-0.15182476268836495,-0.25035162662184157,-0.15213994989037286,-0.2508713549409632,0.6064460804071293,10,5.4,100000.0,100000.0,1.2044353553989684,-0.0358935742777455,0.0363263095559631,a9-46v,0.021628936204473787,0.035665060593603796,p5
1,1223,ghost_additional,0.2195984190514287,0.34651553615327974,0.22109620896231866,0.3488789751810236,0.6337332562032377,10,8.8,2800.0,1000.0,0.0572067009129998,-0.1227454915967745,-0.0217910723255845,PGi,0.04031717909289692,0.06361853145350357,p5
2,2558,ghost_additional,0.07381998133627067,0.1266864620446514,0.07512960069682993,0.12893397065155093,0.5826982626624492,10,3.2,82000.0,100000.0,-0.5012554007924501,0.0580080027335906,-0.0209734150743619,PreS,0.07270712030766201,0.1247766210516067,p5
3,2970,ghost_additional,0.09212028069021597,0.15092621259785688,0.09032653375369047,0.14798740879200228,0.6103663446168267,10,6.6,24400.0,10000.0,-1.9966618816653183,-0.0999567521666623,-0.0267094517419348,AIP,0.12474225460219425,0.20437276023222484,p5
4,4426,ghost_additional,0.19352154009775405,0.3149731320613927,0.19526196486714487,0.31780582469320695,0.6144065013775015,10,5.0,2800.0,1000.0,-2.4102879421779564,0.1322201175700938,-0.0855373857169843,IFJp,0.04994562082272988,0.08129084036505412,p5
5,4817,ghost_additional,0.11921975040741847,0.20458484962917467,0.12304589022230109,0.2111506261554041,0.5827398784588066,10,2.8,2620.0,1000.0,1.5184719046725357,-0.0431871362862569,-0.0534880234696811,47l,0.08428160124389406,0.1446298843779092,p5
6,5955,ghost_additional,-0.08310986148027939,-0.14361953253088827,-0.08372531353899687,-0.14468307583843126,0.5786807686649791,10,4.6,100000.0,100000.0,0.1025206863539568,-0.0204422421991997,-0.0944422146127169,a47r,0.06439292524359035,0.11127538485881484,p5
7,7090,ghost_additional,0.1618098715876086,0.2822939292868252,0.16637869466079955,0.29026471008587595,0.573196426846294,10,6.0,28000.0,10000.0,-1.6863920026317698,-0.0287566839493571,0.0990289215604443,PH,0.09139409379700872,0.1594463773960625,p5
8,7108,ghost_additional,0.1845238656882878,0.321378364066232,0.1862133134476898,0.3243208124864769,0.5741639336064943,10,6.0,1000.0,1000.0,-2.862396616543648,-0.1170967553261002,-0.0602452353814263,TE2p,0.05043658834935327,0.08784353282614962,p5
9,7109,ghost_additional,0.2009916144537383,0.3186120914367297,0.20317649498479948,0.32207556605696575,0.6308348611234406,10,6.6,2800.0,1000.0,-1.6792597726221568,-0.1365474061048983,-0.0962082501230843,TE2p,0.049219204305192804,0.0780223277729759,p5
