neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,visfAtlas_name,corr_SentPC1,corr_SentPC2
58464,0,85,a9-46v,-1.0937574439745992,0,0.4593490617421465,38.76318841667513,,-0.4914095623009413,0.0559057318364206
121786,0,85,a9-46v,-1.0660857313809395,0,0.4338444598076491,36.08847587924637,,-0.4895466327334978,0.0598741148205567
121787,0,85,a9-46v,-0.9003637946790958,0,0.4501962295797835,37.81210299661041,,-0.4882435601931109,0.0293221395261091
65675,0,85,a9-46v,-0.7214115877496429,0,0.4871755540248575,41.58946950481497,,-0.4819952326793037,0.0149252361088235
25863,0,85,a9-46v,-1.0827763106652353,0,0.43361842060313,36.06443902779983,,-0.4811258966310335,0.028382883807438
65676,0,85,a9-46v,-0.3280159571023727,0,0.4481028972977291,37.593166370133765,,-0.4790475686249136,0.0524855993758052
65673,0,85,a9-46v,-0.4558903254904353,0,0.4654062340806859,39.38691886227137,,-0.4790272193436213,0.0136952445888147
25864,0,85,a9-46v,-0.5328982385805782,0,0.4202838007458727,34.63690951481079,,-0.4646914509927696,0.0117550111420189
29879,0,85,a9-46v,-0.8114846423741204,0,0.4076957207847346,33.27316362032293,,-0.4643510409143829,0.0564636490509308
58463,0,85,a9-46v,-1.1840793646382988,0,0.4634126256913075,39.1821378699028,,-0.4627104711198023,0.043698410931966
121788,0,85,a9-46v,-1.0048016422941772,0,0.4191293841488189,34.51247215802313,,-0.4577819932479181,0.0177076957459927
131571,0,85,a9-46v,-0.4143160835900686,0,0.4336604543728748,36.068909289592966,,-0.4487860042883342,0.0633087649997109
29880,0,85,a9-46v,0.3310838571464692,0,0.4359028967940018,36.30711207609412,,-0.4480055070379134,0.0865078412739251
65677,0,85,a9-46v,-0.6041264511727775,0,0.4544812050387483,38.25862770980567,,-0.4457659221254276,-0.0166362066219581
131570,0,85,a9-46v,-0.8468997764726501,0,0.4012455095065252,32.56883823236373,,-0.4444718317321121,0.0409528770609843
6223,0,85,a9-46v,-0.0410810879814149,0,0.4014936369686482,32.59599742523906,,-0.4428749342208222,-0.0181474573152348
58465,0,85,a9-46v,-1.0497887024561434,0,0.4677043099369544,39.622348583528215,,-0.441470824171095,0.0367334723812656
131572,0,85,a9-46v,0.2012205046162259,0,0.4530544455682343,38.11019448972006,,-0.4381617908053107,0.0714441065331668
65674,0,85,a9-46v,-0.7573999204389711,0,0.4653738466965059,39.38359608877784,,-0.4328169740914711,0.0043032785466285
131573,0,85,a9-46v,0.8711650720567246,0,0.4724253751990611,40.10387923408359,,-0.4302431106246998,0.0813531073012798
