neuroid,participant,dataset,NC Normalized R,R,R Fischer,NC Normalized R Fischer,feature_indices
106787,p3,abstract,0.5939915118375988,0.3769659521211265,0.3835723460764421,0.6044013165195128,"[  3488  -4667  -4790  -5511  -7507  -7541   7884 -11087  11160 -11781
 -13390 -14906 -16384]"
102947,p3,abstract,0.5916937637043462,0.3585142075181081,0.369441999361006,0.6097290497513442,"[  1041   3488  -4667  -5511   7884   9454 -11087 -11114  11160 -13390
 -14906 -16384]"
16232,p3,abstract,0.5798104686862772,0.3594544046538815,0.3677780294829725,0.5932367190001967,"[  1041   3488  -4667  -5511  -7507   9454 -11087  11160 -13390 -14906
 -16384]"
157252,p3,abstract,0.5173860492056145,0.3237026447937942,0.3394431362051531,0.5425446655927799,"[  1041  -2009  -2291   3488   4689  -4790  -5511  -7507  -7541   7884
   8659   9454 -10355  11038 -11087  11160  12358 -13063  14031  15596
 -16384]"
71731,p3,abstract,0.4985863841223872,0.291127717793762,0.3022180308960917,0.5175796945168062,"[  3488   4667   4689  -4790  -7507   9454 -11087  11160 -13390 -14906
  16384]"
111788,p3,abstract,0.4978880663735407,0.3526446526732246,0.3533959422531702,0.4989487888697139,"[   260    859   -886  -2291   3488   4667   4790  -4853  -5511  -6712
   6810  -7507  -7541  -7795   7884   8659   9454 -11087  11160  11173
  11360  12358  13700  15781  16253 -16358 -16384]"
157253,p3,abstract,0.4968234341768008,0.3226058122896116,0.3344078948712577,0.5149990248676088,"[  1041  -2291  -3322   3488   4689  -4790  -5511  -7507  -7541   7884
   8659   9454 -10355  11038 -11087  11160 -11781 -13063  13367  14031
  15596 -16384]"
38765,p3,abstract,0.4785843607646008,0.333515284978957,0.3394076228719744,0.4870396876744806,"[ -3322   3488   4689  -4790  -5511   7283  -7507  -7541   7884   9454
 -10355 -10543  11038 -11087  11160 -11781 -13063  14031  16384]"
38766,p3,abstract,0.4772000463947164,0.3526161615695635,0.3563701813741619,0.4822804103149266,"[ -1371   3488   4689  -4790  -5472  -5511   5590   7283  -7507  -7541
   7884   9454 -10355 -10543  11038 -11087 -11101  11160  11384 -11781
 -11841  12851 -13390  14031 -14906  16384]"
157022,p3,abstract,0.4714890073901818,0.3419740616139892,0.3492152016180556,0.4814725654903993,"[   243   -886  -2291  -3268   3488   4667  -4853  -5511  -6712   6810
  -6889  -7507  -7541  -7795   7884   9454 -10543  11160  11173 -11767
  13700  15781 -16384]"
21144,p3,abstract,0.4430358809289452,0.3307697113276224,0.3397517504791932,0.4550665037211057,"[ -2291   3488  -4667   4790  -5511  -7507  -7541  -7795   9454  11160
 -13390 -16358 -16384]"
5838,p3,abstract,0.4426858244614969,0.2695449656213237,0.2746200791393713,0.4510209117327202,"[  1041   3488  -4667   4689  -5511  -7507   9454 -11087  11160 -13390
 -14906  16384]"
63743,p3,abstract,0.4348143753199801,0.3041037463050698,0.3099687833896686,0.4432003372397324,"[  3488   4689  -4790  -5511   7283   7507   9454 -10355 -11087  11160
  11306 -13390 -14906  16384]"
139205,p3,abstract,0.4293726561901566,0.2456698411511026,0.246935501007941,0.431584729646213,[ -1371  -4667  -4790   6272  -6810  -7507   9454 -11087 -14906 -16384]
139203,p3,abstract,0.4242322517346098,0.2601565164636261,0.2616603970994112,0.4266846011015663,"[ -1371  -4667  -4790   6272  -6810  -7507   7884   9454 -11087 -11114
 -14906 -16384]"
129127,p3,abstract,0.4184574053733977,0.2391779454543759,0.2470025957480556,0.4321471410788664,"[  3488   4689   4790   7283  -7507   9454 -11087  11160 -13390 -14906
  16384]"
