neuroid,participant,dataset,NC Normalized R,R,R Fischer,NC Normalized R Fischer,feature_indices
21144,p3,abstract,0.4430358809289452,0.3307697113276224,0.3397517504791932,0.4550665037211057,"[  -132   -155    219   -228   -250    260    355    513    582    621
    742   -785   -859   -885  -1125  -1206   1410  -1685  -1708   1728
   1800  -1823   1844   1922  -1978  -2009   2116  -2167   2199  -2291
  -2383  -2591   2598  -2632   2735  -2767  -3122   3439   3488  -3549
  -3590  -3741  -3784   3814   4120  -4230  -4484   4521   4659   4661
  -4667   4853   5428   5456  -5472   5473  -5479  -5511   5518   5590
  -5828   5948  -5956   5999  -6000  -6118   6335  -6607   6791   7096
  -7217   7289   7431  -7507  -7541  -7833   7884  -8046   8081  -8246
   8659   8728   9190   9228   9454   9521   9710   9996 -10019  10053
 -10110 -10225 -10248 -10313 -10399 -10453  10512  10617 -10818  10994
  11078 -11101 -11111  11160  11173  11264  11306 -11384  11407  11591
 -11657 -11939 -12218  12358  12752  12874  12917 -13080  13297  13298
 -13364  13367  13454  13517  13700  13718 -13725 -13726  13755  13786
  13862 -13863 -14098  14212  14478  14622 -14690  14733 -14790 -15026
 -15063  15444 -15758  15921  15953  16003 -16042  16053 -16384]"
5838,p3,abstract,0.4426858244614969,0.2695449656213237,0.2746200791393713,0.4510209117327202,"[   -84   -155    159   -354    392    427   -480   1123  -1185  -1369
   1419  -1547   1587   1800  -1920  -2009   2281   2342   2377  -2514
   2547  -2623  -2795  -3259  -3316   3488  -3741  -3964   4120  -4230
  -4288   4316   4521  -4667  -4886   5220  -5295  -5472   5490   5511
   5891  -6018  -6122   6399   6717  -6745  -7085   7512   7517  -7541
   7611   7795  -8246  -8256   8385   8502   8659  -8838   9190  -9253
  -9454   9544  -9710  -9942  10009 -10034 -10248 -10399 -10739  10811
  11038  11078  11101  11136  11160  11214 -11281 -11298  11384  11539
 -11781 -11939  12094 -12096  12220 -12342  12358 -12459  12907  13263
  13367  13371  13454 -13523  13662 -13725 -13726 -13856  14031  14110
  14275  14461  14558  14735 -14790  14835 -14845  14850 -14906  15143
 -15160  15631 -15758  15781  16053  16194 -16384]"
63743,p3,abstract,0.4348143753199801,0.3041037463050698,0.3099687833896686,0.4432003372397324,"[  -155    260    519   -569    749  -1032   1123  -1185  -1371   1587
  -1688   1708  -1767   1800  -1920  -2009  -2041   2064   2158  -2353
   2564  -2795  -3322   3488  -3765  -4288  -4316   4521   4608  -4689
   4790  -4861  -4912  -4943  -5069   5381  -5681   5876  -6272  -6289
   6399   6690   6717  -6745  -6996   7283   7507  -7541   7775  -7833
  -8380   8502   8659  -8838 -10034 -10355  10430 -10563 -10739  10811
  10973  10995  11038 -11070 -11101  11160  11185 -11214 -11281  11306
  11384  11539  11742 -11815 -11841  12094  12131  12358  12738  12917
 -13109  13300  13367 -13390 -13568  13662 -13725 -13726  13828 -13835
  14031  14558  14591 -14670 -14790 -15160 -15189  15631 -15758 -15771
  16003  16025 -16384]"
139205,p3,abstract,0.4293726561901566,0.2456698411511026,0.246935501007941,0.431584729646213,"[  -260    513    607   -885   -902  -1371   1419  -2009   2281   2342
   2380  -2529  -2795   2964  -3114  -3190   3355   3730   3814   4667
  -4789  -5078  -5511   5876  -6118  -6247  -6272  -6439  -6456   6717
  -6745   7283  -7441   7465   7541   7611   7671   7795   7884  -8271
  -8750   9454   9996  10006  10366  10546  11078 -11087 -11105  11114
 -11160 -11829  12094 -12344 -12475  12996 -13080  13297 -13725  14615
  14759  14792 -14906 -15063  15682 -16007  16025  16384]"
139203,p3,abstract,0.4242322517346098,0.2601565164636261,0.2616603970994112,0.4266846011015663,"[  -260    513    607    621    827   -885   -902   1086  -1371   1419
   1587  -1610   2281   2342   2380   2964  -3114  -3190   3730   3814
   4029   4521   4667   4689  -4789  -5078  -5408  -5511   5876  -6118
  -6247  -6272  -6439  -6456   7283  -7441  -7465   7611   7884   7903
  -8256  -8271  -8750  -9454   9996  10006 -10355  10546  11078 -11087
 -11114 -11829  12094 -12344 -12475  12996 -13080  13297  13367 -13725
  14759  14792 -14906 -15063 -16007  16025 -16384]"
129127,p3,abstract,0.4184574053733977,0.2391779454543759,0.2470025957480556,0.4321471410788664,"[   149    159    260    310   -355   -480   -554    749   -859   1123
   1178  -1185   1587   1607  -1688   1708   1800  -1846   1904  -1920
  -2041   2160   2281  -2353  -2605  -2623   2735  -2795   3488   4120
  -4230   4260  -4288   4316  -4521  -4868  -4943  -5279   5428  -5472
   5490  -5530   5590   5911  -6158  -6289   6399  -6456   6690   6717
  -6745  -6996  -7085  -7217   7507   7517   7536  -7541   7851   7903
  -8246   8502   8659  -8838   9190  -9349  -9675  -9945 -10355 -10399
  10430 -10696 -10739  10811  10969  10973  11038 -11070 -11087 -11128
  11160  11214 -11281  11407 -11501  11539 -11606  11742 -11781 -11939
  12094  12131  12249  12358 -12740  12907  12917  13367 -13390  13430
  13454 -13568  13662 -13725 -13726 -13835 -13964  14031  14119  14558
  14735  14835  14850 -15160 -15758 -15818  16003  16025  16290 -16384]"
5837,p3,abstract,0.4154977152544161,0.2947822456433194,0.2969395733028222,0.41853848425196,"[  -155   -355   -480   -503    519   -554   -569    681   -709    749
   -991  -1032   1033   1123   1178  -1371   1416   1587   1607  -1688
   1708  -1920  -2009   2064   2087  -2291   2356   2436   2564   2579
  -2746  -3190   3355  -3488   3526  -3590  -3765  -3796  -3964   4075
  -4288  -4667   4689   4760  -4770   4790  -4912   5062  -5069   5178
   5369   5381  -5408  -5472  -5511  -5675  -5681  -5827  -6272  -6289
   6399  -6456  -6479  -6652  -6745   6788   7045  -7136   7283   7405
   7507   7512   7536  -7541   7795  -8246  -8380  -8838  -8982  -9253
  -9349  -9454  -9710  -9945   9996 -10034 -10355 -10563 -10696 -10739
  10811  10973  10995  11038 -11070 -11086 -11087 -11101  11136  11160
  11214 -11264 -11281  11306  11367  11539  11742 -11815 -11841  12131
  12225 -12271  12358  12738  12917 -12934  13109  13300  13367 -13390
  13644  13662 -13725 -13726  13800  13828 -13835  14031  14119 -14519
 -14560  14591  14602  14617 -14670 -14790  14850 -14906 -15143 -15160
 -15189  15396 -15758 -15771  15921  16003  16025  16053  16290 -16315
 -16329 -16384]"
157021,p3,abstract,0.4124962527906314,0.3028855528087863,0.3106630579164794,0.4230883450288794,"[    15    260    355    392    567    582    621   -685    704    742
   -825   -859   -885   -903    908   1178   1410  -1685   1708   1728
   1800   1844  -1848   1920  -2009   2064   2116  -2167  -2383   2466
   2547   2605   2632   2735  -2767   2980   3418   3436   3439  -3488
  -3549  -3786  -4230  -4581  -4596   4661  -4667  -4798  -4853  -4857
  -5338   5473  -5511   5518   5590  -5828  -5911  -5956  -6000  -6118
  -6125  -6218  -6272  -6335  -6607   6690   6791  -7188  -7217   7283
   7431  -7541   7681   7711   7890  -8010   8081  -8210   8728   8836
   9228   9454   9728   9996  10006  10076 -10248  10253 -10313 -10355
  10512 -10818  10972  10994  11160  11173 -11384  11407  11484  11513
  11591 -11606  11797 -11826 -12218 -12252  12287  12874 -12929 -13080
  13263  13297 -13364  13367 -13496  13644  13718 -13725  13786 -13834
  13973  14031  14454 -14602  14622 -14652 -14790 -15026 -15063  15444
  15725 -15758 -15781 -15882  15953  16025 -16042 -16253 -16384]"
28979,p3,abstract,0.3623931016503187,0.231314268263513,0.2368918469125782,0.3711313262376179,"[  -355    519   -554   -569    749   -885  -1032   1123   1587   1607
  -1688   1708   1800  -1846  -1920  -2009   2064   2281  -2353   2564
   2735  -2795  -3322   3412   3488   3578  -3765  -4230  -4288   4316
   4521   4608   4790  -4861  -4943  -5069   5381  -5408   5590  -5681
   5776  -5827   5876  -6158  -6272  -6289   6399   6690  -6745  -6996
  -7085  -7217   7283  -7541   7775  -7833  -8246   8502   8659  -8838
 -10355 -10399  10430 -10739  10811  10969  10973  10995  11038 -11070
  11160 -11214 -11281 -11384  11407  11494  11539 -11606 -11781 -11815
 -11939  12358  12917 -13063  13300  13367 -13390 -13568  13662 -13725
 -13726 -13835  14031 -15160  15631 -15758  16003  16025  16290 -16384]"
157024,p3,abstract,0.3551507474404451,0.2243659624615272,0.2325328838335854,0.3680782351830262,"[   174    260    392    704    742   -825   -885    908   1371  -1445
  -1685   1728  -1767   1800   1844  -1848  -1860   1922  -2009   2064
   2160  -2167   2270   2308  -2383   2547   2623  -2632   2670   2735
   2818   3439   3488  -3549  -4230  -4581  -4789   5221   5473  -5511
   5590   5727  -5828  -5911  -5956  -6000   6004  -6125  -6272   6456
  -6538  -6680   6690  -7102  -7188  -7217  -7376   7431  -7507   7517
  -7541   7681   7884   7890   8659   8702  -8806  -8813   8836   8954
   9128   9349   9454   9498  -9759  10006  10076 -10248  10253 -10453
 -10486 -10818  10972  10973  11136  11160  11173  11214  11484  11513
  11539 -11646  11745  11815 -12332  12376  12628 -12780 -13080  13097
 -13130 -13268 -13364  13367  13718 -13725  13973  14031  14454  14733
 -14790 -15026 -15063  15444  15682  15781  15852  15953  16003  16025
 -16384]"
