,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Feature Intersection,Feature Union,Feature Mean,Feature Std,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,R Fischer SEM,NC Normalized R Fischer SEM,Participant
0,685,abstract,0.29472248277666485,0.47973538772726093,0.2970500330540228,0.4835240645334656,0.6143438452037239,7,111,43.8,25.1745903640953,62.2,100.0,5.692113754632012,0.1382825336851855,0.4987156275346276,STSdp,0.04181732252240489,0.06806826966507291,p4
1,3491,abstract,0.2721437273690266,0.4657797128757555,0.281270425669561,0.48140024896168254,0.5842756132266749,5,97,37.2,20.173249614278806,64.0,100.0,1.3851862479213102,0.0492953250415084,0.456848948148111,STSvp,0.0884938707897453,0.15145912098065492,p4
2,5491,abstract,0.3778427661303749,0.6452843649840393,0.37984543502527673,0.6487045467155962,0.5855445856645242,5,91,37.8,16.809521111560557,46.0,10.0,3.743427502329476,-0.012805645161158,0.4999228358854091,STSda,0.03311419833504786,0.056552821332071825,p4
3,5498,abstract,0.26170053088935596,0.4317062904602297,0.26752151533266383,0.4413086997190385,0.6062004114194504,1,150,56.8,34.91933561796387,28.0,10.0,5.787014117507412,0.0970208581958664,0.4334393135130103,A5,0.07029448661975618,0.11595915359931531,p4
4,9919,abstract,0.4012731709853877,0.6073401829402516,0.4043931901944307,0.6120624349476411,0.6607057827834583,7,103,44.4,21.518364250100422,82.0,100.0,5.171969531243122,0.1027073810665729,0.4230011835354056,STSdp,0.03930176058920154,0.05948451128069272,p4
5,13574,abstract,0.2975463638735948,0.47777766439481273,0.30294849940413177,0.4864520090008879,0.6227716070622268,2,64,23.4,16.764247671756703,442.0,100.0,4.194969465585384,0.0928457892581795,0.4750694969696087,STSdp,0.06523527436904397,0.10474991735216618,p4
6,13575,abstract,0.1420927073860203,0.24643070384737178,0.14263657429164517,0.24737392962452812,0.5766030984273218,1,58,16.2,18.86160120456373,20422.0,1000.0,2.9452101658983096,0.0655980591005784,0.4881615868881473,STSdp,0.02994338767853527,0.05193067425444905,p4
7,39993,abstract,0.26494948162074833,0.3840023618714143,0.27162347243528057,0.39367525581410545,0.689968364594248,1,119,49.0,28.628656971642943,208.0,10.0,5.126654422229701,0.0789931606679564,0.4042070243501374,STSdp,0.08863900040560896,0.12846820949209053,p4
8,61448,abstract,0.39879804707348854,0.6564662692324753,0.4033057663141594,0.6638864801747955,0.6074920613053794,8,80,34.8,15.484185480676729,82.0,100.0,7.446541001249784,0.1276963954940289,0.5001380950843928,TPOJ2,0.046527969144204595,0.07659025048693684,p4
9,63762,abstract,0.27166054563009145,0.4402884130342899,0.2776579056253992,0.450008514672917,0.6170058933822871,3,47,20.4,8.867919710958146,82.0,100.0,2.145662539203837,0.0400731949675309,0.4587927530354451,STSva,0.07120835422858812,0.11540952038276327,p4
10,86409,abstract,0.2849575386416936,0.47884817125552925,0.2977708700577908,0.5003799417274947,0.5950895414188202,7,195,57.8,55.34401503324456,242.2,100.0,2.9570210144702305,0.0810270777270217,0.4347141024433159,TPOJ2,0.09330803737048254,0.15679663458379106,p4
11,89739,abstract,0.36519902903854373,0.6151816074090992,0.367600454144569,0.6192268332704233,0.5936442582810906,5,65,25.0,13.341664064126334,28.0,10.0,4.9782319464817615,0.0544341264600338,0.4937226176675505,STSda,0.03732894668621367,0.06288100350587138,p4
12,93836,abstract,0.3044356107299661,0.5336119549574485,0.3116583116452349,0.546271839082792,0.5705187222693362,7,71,30.6,12.191800523302536,64.0,100.0,1.103477050025492,-0.0047880498396181,0.4322548027449979,STSvp,0.07023306134123725,0.12310386776068134,p4
13,129147,abstract,0.27452627680332603,0.4489013112823409,0.28587121250921405,0.4674523825097976,0.6115515145614266,8,89,33.4,17.939899665271263,64.0,100.0,2.9483064660382787,0.0817311961258428,0.4673368323790356,STSvp,0.09264008606561686,0.15148369983525192,p4
