,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Num Features,Average Num Features Agree Direction,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,R Fischer SEM,NC Normalized R Fischer SEM,Participant
0,9086,ghost_additional,0.027624514823961926,0.048427866129006215,0.028734247390157598,0.05037331134305595,0.570426017747167,10,6.2,80200.0,100000.0,-0.1968728297762318,0.0497624871691804,-0.0885427945126985,a24pr,0.08516663467863272,0.1493035591451258,p7
1,11976,ghost_additional,0.10344245429033223,0.17885069128912398,0.10489420111242924,0.1813607431289623,0.5783732427576176,10,5.2,82000.0,100000.0,0.8256050369263883,0.0999739714340433,-0.0697650183314586,23d,0.07539226410786205,0.13035226828336724,p7
2,15598,ghost_additional,0.25071717479030126,0.4198163495583993,0.25841316902140016,0.4327029984568035,0.5972067906693681,10,4.4,1000.0,1000.0,1.2158833338426387,0.1175711534048077,0.134200660733319,STGa,0.09150969595728514,0.15322949669530417,p7
3,27064,ghost_additional,-0.11801045469318475,-0.20438166958053539,-0.11964568623976739,-0.2072137182707149,0.5774023420759044,10,5.6,80200.0,100000.0,3.4350829614035945,0.1398024964321496,-0.0003672439934635,p32pr,0.05385272333199706,0.09326724089546154,p7
4,31056,ghost_additional,0.09350648668040967,0.15631964007929425,0.09425599614036201,0.1575726338894052,0.5981749102862433,10,4.0,82000.0,100000.0,-1.372848242866532,0.1378713179366787,-0.063248895328883,52,0.054923868771337064,0.09181907804366865,p7
5,36358,ghost_additional,-0.06576004853298144,-0.11023743859542737,-0.06684981422169411,-0.11206427693987621,0.5965309913841662,10,4.0,82000.0,100000.0,-2.142237084202657,-0.0527760187208184,-0.0651833967803771,PF,0.07023472463570003,0.11773860143079949,p7
6,42969,ghost_additional,0.07432938288859761,0.12937630879480172,0.07504062518888921,0.130614283602266,0.5745208190047244,10,7.0,82000.0,100000.0,2.5854778760838504,-0.0728977431464565,-0.0374815753851189,7PC,0.05808017727259171,0.10109325084721447,p7
7,46291,ghost_additional,0.2701530395806407,0.4657539627323778,0.2709564676972903,0.46713910290951977,0.5800337972344223,10,7.0,820.0,1000.0,6.383735439299123,0.1306133465008168,-0.0959666129793924,A5,0.0263705296526881,0.04546378121140823,p7
8,48109,ghost_additional,0.21780327430987295,0.3689948112101501,0.2226529147514089,0.37721090513634015,0.5902610760177588,10,5.4,8200.0,10000.0,0.9244364427155096,0.1043648712033937,0.0031053981958186,STSda,0.07748132080843487,0.13126618704246684,p7
9,58731,ghost_additional,0.17256462306382123,0.2688864777374758,0.17672629914126448,0.27537111173765655,0.6417750141838768,10,4.2,8200.0,10000.0,-2.4923603036734736,0.0459509651018331,-0.085479951172256,PFm,0.09034153417919805,0.14076823214141837,p7
10,73327,ghost_additional,-0.03055845341684423,-0.052131149886580574,-0.03076206734420535,-0.05247850477465246,0.5861841429419626,10,3.2,100000.0,100000.0,0.0087666927224602,0.1280472986973876,-0.0323615433927593,IFJp,0.04308195552173115,0.07349560038507667,p7
11,76607,ghost_additional,-0.08456304786415195,-0.14090163602886613,-0.08480523557273029,-0.14130517688065272,0.6001566074564794,10,5.4,100000.0,100000.0,-0.9835601666967108,-0.031807173346256,-0.0867079445645783,6mp,0.028745826129210644,0.04789720844870505,p7
12,78919,ghost_additional,-0.14310598153271836,-0.2463719871680526,-0.1462152210168392,-0.2517248697106253,0.5808532990201701,10,5.0,100000.0,100000.0,-1.5142585218533555,-0.0510632473071758,0.0792431589686047,RSC,0.07062524686261017,0.12158878495094456,p7
13,80075,ghost_additional,0.12948787439140896,0.21707199643658553,0.1309786041320668,0.21957103877914375,0.5965204011436684,10,4.0,82000.0,100000.0,0.2682853172602367,0.0298252667560786,-0.0861480885965551,6r,0.06585960533962149,0.1104062915758678,p7
14,83517,ghost_additional,0.034600833369415544,0.06006411090564666,0.03521996233199101,0.06113886625260606,0.5760650219857446,10,6.6,100000.0,100000.0,-0.0652480108541881,0.0500578853810726,-0.1192011267303479,a24pr,0.0708509454448121,0.12299122970629761,p7
15,83584,ghost_additional,0.026140533183980914,0.04438262232904888,0.026232482507242603,0.04453873819933404,0.5889812681679168,10,6.0,100000.0,100000.0,-0.0168892748501084,0.0563480631892071,-0.0681920964195307,a24pr,0.04941218561128146,0.08389432445786067,p7
16,92673,ghost_additional,0.04017567524675182,0.07014510760647233,0.04038941340811726,0.07051828581036076,0.5727509247279962,10,3.6,46000.0,10000.0,-0.4701540478764852,0.0719761845745469,0.0364478302058642,PFm,0.0353428316590786,0.06170715774202056,p7
17,95286,ghost_additional,0.07467766818277216,0.12982013898889097,0.07559205768245676,0.13140971958008602,0.5752394718138648,10,4.6,62200.0,100000.0,1.28654330436573,0.0783309841904002,-0.0995734609190612,23d,0.07347999147638744,0.12773809009435289,p7
18,100315,ghost_additional,0.10519593868214627,0.18339400326837244,0.10653879042030044,0.18573507231667574,0.5736062074407426,10,4.8,46000.0,10000.0,1.524387975936903,0.0135897578989056,-0.1152243236131584,8Ad,0.056141228728044654,0.09787416523703575,p7
