,neuroid_id,parc_lang,parc_glasser,parc_name_glasser,tstat_langloc_SN,top10_tstat_langloc_SN_parc_lang_int,ncsnr,nc,corr_SentPC1,corr_SentPC2
27659,27659,5,137,PHT,8.092362933051161,5,0.4506970543606932,37.86440601332741,0.2033169374509187,0.4262009021645153
28365,28365,4,123,STGa,9.00607843142621,4,0.4853338643058075,41.40557065456191,0.0223919530319872,0.5873304764756573
28366,28366,4,123,STGa,10.48004648439259,4,0.6335976391161451,54.63490430455854,0.0420356690945541,0.633548175213515
30307,30307,3,12,55b,10.068919907946794,3,0.4398812995544759,36.72834975299863,0.4285830908741754,0.2791775260298912
30308,30308,3,11,PEF,11.76187028216739,3,0.4883056174349741,41.70208214840551,0.5360203157012596,0.2042258414272589
30310,30310,3,12,55b,10.315908036379088,3,0.5067747882343915,43.517569580306485,0.5452469120914487,0.1327939825719803
31295,31295,5,129,STSdp,9.62464213932252,5,0.4883954296502631,41.7110246243775,0.2565869574275394,0.4332393268314408
33622,33622,5,150,PGi,7.996460792457172,5,0.4122783947856032,33.77134424925232,0.4478329491555016,-0.0768102898856614
33626,33626,5,150,PGi,12.596472157995038,5,0.433184129607177,36.01824126823147,0.3363853076162282,0.2142231205891366
33628,33628,5,150,PGi,11.016519675955896,5,0.4152138824657105,34.08944622523067,0.3928988439776931,-0.0359102287667927
36244,36244,3,73,8C,7.840156899812219,3,0.4036113377056116,32.82758486546007,0.3249254465377951,0.2311380759112437
37938,37938,2,75,45,7.849940752284092,2,0.495911181873708,42.45543910503004,0.4722230306490058,0.3806488619823929
40093,40093,4,123,STGa,10.727128401222735,4,0.4907665006743677,41.94671051935951,0.0673835546379028,0.5545143314608073
45925,45925,5,139,TPOJ1,8.992205541318619,5,0.4341429070541415,36.12020404239924,0.2922326897261146,0.2235155795378233
45927,45927,5,139,TPOJ1,8.77779498344817,5,0.4114439608063461,33.6807752708109,0.3106550664911893,0.2254067562025704
45928,45928,5,139,TPOJ1,7.898524267764099,5,0.4204120109913081,34.650721504495934,0.3558739955744587,0.1858367243634331
45950,45950,5,125,A5,8.359261062774136,5,0.4068415032516489,33.180094187766024,0.1749576946020804,0.3839529224048356
46296,46296,4,128,STSda,9.034042366445451,4,0.4378098072907877,36.509237850071344,0.1713358360442033,-0.2333494607141062
47710,47710,5,150,PGi,9.631416680793862,5,0.4273873374487911,35.399674180376564,0.1431677554523834,0.4562814564237871
47712,47712,5,150,PGi,8.045365496737457,5,0.5175616543033593,44.55564727344147,0.2414133286613358,0.4407522435991734
51329,51329,4,125,A5,10.180940076060294,4,0.4287921548618159,35.54990679158912,0.1628831455024213,0.4447292836086383
51730,51730,4,125,A5,10.740798651806124,4,0.4850121477181092,41.373399075481146,0.14876639812136,0.4750152166096211
51731,51731,4,125,A5,11.283228388129466,4,0.5146137826572669,44.27361322137223,0.1441407603263064,0.4746200285692609
51732,51732,4,125,A5,10.676488152104724,4,0.4719129562321654,40.051753852496624,0.1470272601341855,0.4453273480982418
55530,55530,5,139,TPOJ1,7.752490589078564,5,0.4062654734669298,33.117297960653254,0.3907370310638669,0.0985967304681824
60814,60814,2,81,IFSp,6.704457751999967,2,0.4985619250957857,42.71612565315802,0.3719972789983792,-0.3931507378338323
60816,60816,2,81,IFSp,7.580075363022244,2,0.4704046595847921,39.89812604746839,0.395481485279117,-0.302000103880393
61457,61457,5,137,PHT,9.546404567980977,5,0.4251213371967617,35.156913468205424,0.1686630093991519,0.457919382924083
62634,62634,4,123,STGa,9.366001064373048,4,0.4210051065116775,34.71459403869036,0.1499400369919457,0.5659248078286025
62635,62635,4,123,STGa,9.226470540562982,4,0.6045008399109647,52.29608021009516,0.0990338104795178,0.6195332249774052
62637,62637,4,123,STGa,8.81429403867201,4,0.516986556640517,44.50072377043386,0.0836788221490204,0.504759261781234
66584,66584,3,12,55b,10.068919907946794,3,0.4398812995544759,36.72834975299863,0.4285830908741754,0.2791775260298912
66585,66585,3,12,55b,13.886352967179183,3,0.4533761964019903,38.14368938661357,0.4045034400225528,0.2858887665474334
66586,66586,3,12,55b,9.133691717033887,3,0.4609163988184616,38.92502349527903,0.5355623529068443,0.2471851248910804
66587,66587,3,12,55b,11.76187028216739,3,0.4883056174349741,41.70208214840551,0.5360203157012596,0.2042258414272589
66591,66591,3,12,55b,8.718752034565478,3,0.536829293632761,46.36795970037535,0.5232819909895492,0.0925261205060098
66592,66592,3,12,55b,8.718752034565478,3,0.536829293632761,46.36795970037535,0.5232819909895492,0.0925261205060098
68705,68705,5,129,STSdp,7.871833415712068,5,0.574476633832477,49.75051655214692,0.2973280689726788,0.5015054534399366
68706,68706,5,129,STSdp,7.871833415712068,5,0.574476633832477,49.75051655214692,0.2973280689726788,0.5015054534399366
68707,68707,5,129,STSdp,10.51599598446315,5,0.5257663488774074,45.3340047733478,0.2619363860838886,0.5036387889660306
68708,68708,5,129,STSdp,8.626565653030562,5,0.4334168384579998,36.04299824425773,0.2370190113709305,0.4635033417186451
68709,68709,5,129,STSdp,8.626565653030562,5,0.4334168384579998,36.04299824425773,0.2370190113709305,0.4635033417186451
69764,69764,4,128,STSda,8.5093746035692,4,0.4253191351396179,35.17812500884114,0.0778086824527075,-0.1594524152695609
74021,74021,5,150,PGi,8.335904405238876,5,0.4034197185641328,32.80664529927516,0.4461574497137502,0.0116719745135565
74028,74028,5,150,PGi,10.770354652815348,5,0.5023430892303,43.08628520965214,0.288977808351992,-0.1434358705477018
74032,74032,5,150,PGi,11.8868461205681,5,0.406686047701034,33.16314996758186,0.3765139390101134,-0.0144631025800844
84609,84609,2,75,45,7.202248826973579,2,0.4197791248367452,34.58252540804393,0.4021314709308184,0.3020650030441829
84610,84610,2,75,45,8.448733614491161,2,0.4012973472772926,32.574512640134486,0.3900086101863351,0.3800514054959021
89986,89986,4,123,STGa,10.486691551971637,4,0.6079412946838055,52.57916814644309,0.0389641718669514,0.6038213471476762
89987,89987,4,123,STGa,8.75058796570613,4,0.4349119848727823,36.20192056446881,0.0166477394880213,0.5409717464389066
89988,89988,4,123,STGa,9.631164107212348,4,0.5161100667712795,44.41692474103115,0.0850179648546918,0.5757319126214058
96777,96777,5,137,PHT,9.375852931812409,5,0.4169390476633242,34.27601284905853,-0.0112611203312562,0.5088231889007143
96778,96778,5,137,PHT,9.600047510012493,5,0.4451577784491575,37.28427134364772,0.0513725245117247,0.5135214606414201
96779,96779,5,137,PHT,9.147388952543531,5,0.4000022760026107,32.43268181161639,-0.0057960160533768,0.5279220774266313
96780,96780,5,137,PHT,9.694123302148782,5,0.402645365301879,32.72199472139585,0.0663373864077968,0.4937602867337975
96788,96788,5,137,PHT,9.29935554484757,5,0.433851748038133,36.08925081221084,0.0160727476834207,0.4361661733441862
99858,99858,3,12,55b,9.22615642689536,3,0.4773957260027595,40.60770332012823,0.4533325837214765,0.0777939937645453
99859,99859,3,12,55b,11.902113888358707,3,0.4202270411146776,34.63079432522999,0.4166119742214428,0.0929094635201686
99860,99860,3,12,55b,9.22615642689536,3,0.4773957260027595,40.60770332012823,0.4533325837214765,0.0777939937645453
101104,101104,5,139,TPOJ1,9.98719803730808,5,0.419021665579129,34.500854238650575,0.2757748067584251,0.2148468109776773
101766,101766,4,128,STSda,8.317398352529406,4,0.4578997039147688,38.61326443065434,0.1931484144111855,-0.228893585542233
101767,101767,4,128,STSda,8.317398352529406,4,0.4578997039147688,38.61326443065434,0.1931484144111855,-0.228893585542233
104314,104314,5,150,PGi,9.976869245297024,5,0.4237462618234695,35.00934202352619,0.2408971724045681,0.3849708496496637
104316,104316,5,150,PGi,8.687634682537347,5,0.4494702377733821,37.73623200199312,0.4181190906041528,0.2845458171943702
104322,104322,5,150,PGi,8.592924520784242,5,0.4865902106261608,41.53107085964967,0.1827875508849668,-0.1557035739286283
104323,104323,5,150,PGi,10.019950916674295,5,0.5044425461600792,43.29094596413174,0.2426617777268291,-0.1486633361350317
110615,110615,2,81,IFSp,7.0808966315168895,2,0.4002157904078173,32.45607448014219,0.3833503091173514,-0.3218249083185152
110668,110668,2,75,45,7.163731503851515,2,0.4962833592028122,42.49209972408968,0.5013445394466622,0.144192999623239
110670,110670,2,75,45,8.396048771097941,2,0.459308335773426,38.75897920035106,0.3693104862502898,0.3719802677221312
111548,111548,4,125,A5,10.123036243716347,4,0.496569865503649,42.52030838194216,0.132250495285661,0.5019381280147608
116712,116712,3,12,55b,8.331155945737244,3,0.4046750682164688,32.94376937957944,0.4050296884096683,0.0881131534978525
117676,117676,5,139,TPOJ1,8.078058645294718,5,0.4063487348510978,33.12637654135372,0.3442786659335644,0.1542151994270109
120175,120175,5,150,PGi,10.421381103707091,5,0.4299173341431862,35.67008501252133,0.1898571557069893,0.3768224454191476
120176,120176,5,150,PGi,10.59805930288117,5,0.4685008547029688,39.70379437998732,0.1742959503709675,0.4278550598245075
125076,125076,2,81,IFSp,6.759081735564149,2,0.481311179606828,41.002300872371386,0.3942854214636552,-0.3571573005499627
125077,125077,2,81,IFSp,6.979648244024361,2,0.4481711445488741,37.60031235020376,0.3988460353175264,-0.332460884507622
125078,125078,2,81,IFSp,7.471817008253009,2,0.4312147176636219,35.80848943238201,0.3902735237766193,-0.3055546313660685
125079,125079,2,81,IFSp,8.34891189102443,2,0.4130861971277907,33.85896140421173,0.37069285816957,-0.2708456029969243
125237,125237,4,125,A5,9.062400295392822,4,0.4582545928573787,38.6499987046389,0.1436624215229083,0.4644462518580848
125238,125238,4,125,A5,10.026215954959,4,0.4328778075349035,35.98564393642834,0.166097425004995,0.4596014877751261
125239,125239,4,125,A5,8.635590455992967,4,0.4039247671093394,32.86182878046909,0.1019467998221687,0.3959960551279347
125962,125962,5,140,TPOJ2,8.203174191969936,5,0.4057038573845976,33.05604521066846,0.1151077840651236,-0.1831922727923665
125964,125964,5,140,TPOJ2,8.097383454490542,5,0.4685280262667253,39.70657120703151,0.1508773006817166,-0.2400546639860929
125965,125965,5,140,TPOJ2,7.8151750547836,5,0.4870258738543565,41.57454061295576,0.2091438436184199,-0.310279607659185
125978,125978,5,137,PHT,10.2379144730545,5,0.4244224938287944,35.08193853020903,0.0883987325138443,0.485272692544105
125979,125979,5,137,PHT,9.73596979738674,5,0.4193114997711064,34.53211154076388,0.1123887537862015,0.4417090732373299
126036,126036,5,129,STSdp,8.60548068427545,5,0.4225433469997166,34.88008925016511,0.2648371848910753,0.3534067006114125
127625,127625,4,123,STGa,10.48004648439259,4,0.6335976391161451,54.63490430455854,0.0420356690945541,0.633548175213515
127626,127626,4,123,STGa,9.422246987240682,4,0.6913463007627885,58.91332520753097,0.069991987782988,0.6153495170031086
127628,127628,4,123,STGa,8.956101813512218,4,0.6652110225142773,57.035761660668015,0.094068215056547,0.5898226505808092
132727,132727,3,12,55b,9.133691717033887,3,0.4609163988184616,38.92502349527903,0.5355623529068443,0.2471851248910804
132732,132732,3,12,55b,11.902113888358707,3,0.4202270411146776,34.63079432522999,0.4166119742214428,0.0929094635201686
132735,132735,3,12,55b,10.315908036379088,3,0.5067747882343915,43.517569580306485,0.5452469120914487,0.1327939825719803
132772,132772,3,73,8C,7.665373259771014,3,0.4237201371845567,35.00653649522428,0.4071992474632824,0.0721983424538657
132773,132773,3,73,8C,7.530278661373448,3,0.446023000478339,37.37512407431563,0.3689123556492268,0.121049711793733
135362,135362,5,137,PHT,11.085601865003932,5,0.406317114015061,33.12292876796206,0.0404109011855778,0.40393044569568
135412,135412,5,129,STSdp,8.052231229687894,5,0.5397350117919885,46.63654545449057,0.3143868876024936,0.4577913140515215
142003,142003,5,150,PGi,11.383778433471663,5,0.4125492011690692,33.80072362184608,0.2357116624929859,0.3509500459685003
142004,142004,5,150,PGi,12.596472157995038,5,0.433184129607177,36.01824126823147,0.3363853076162282,0.2142231205891366
142007,142007,5,150,PGi,11.286952873296496,5,0.4433819440668048,37.097528164857216,0.3273558967688839,-0.0958096072106587
142010,142010,5,150,PGi,11.016519675955896,5,0.4152138824657105,34.08944622523067,0.3928988439776931,-0.0359102287667927
142011,142011,5,150,PGi,9.83087884460566,5,0.4841870583159998,41.29082646872143,0.3983803950695221,0.0788017333926758
142012,142012,5,150,PGi,9.83087884460566,5,0.4841870583159998,41.29082646872143,0.3983803950695221,0.0788017333926758
142013,142013,5,150,PGi,8.57547278434874,5,0.4926391117516929,42.13230478092841,0.3422756181426406,0.2689653630519888
149616,149616,3,73,8C,9.455099261236278,3,0.4141799551533943,33.97749753706438,0.4506812402298838,0.1955966817493556
154777,154777,2,75,45,6.893039118030141,2,0.4559819656653846,38.41449316159098,0.4864376978242243,0.2502624290568371
154778,154778,2,75,45,8.16734302911603,2,0.5182843528423998,44.62459942565447,0.5216943607324296,0.2575371657775603
154779,154779,2,75,45,7.985002216981972,2,0.5294533814272697,45.68059268489435,0.4018191480761266,0.4210217649643283
156969,156969,5,140,TPOJ2,11.718809693175594,5,0.4592164745669043,38.74948416768499,0.0124937728490549,0.1068650576625522
156978,156978,5,140,TPOJ2,7.79665302514258,5,0.4087273534348318,33.38547688771158,0.1906759157674166,-0.2581285265505316
161235,161235,4,123,STGa,10.291732677719686,4,0.4713377389670823,39.99319976022328,0.040031523766772,0.5504771372340641
161237,161237,4,123,STGa,10.72652874761021,4,0.4724671747423228,40.10812975136896,0.0643145204414636,0.5121029162448226
